district_no,year,Field_ha,Harvested_t,Yield_dt/ha,kreisYield,kreisField_ha,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,temp_mean_early_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,national_campaign_start_day_of_year,national_campaign_end_day_of_year,national_campaign_duration,producer_price_index,fertilizer_price_index,energy_price_index
3357,2018,103400.0,7202700.0,696.3,50.52,7502.180084012381,101.04769,18.303785,10,17.148731,16221466.0,27.1948989674917,53.57489479719908,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3357,2019,103400.0,7668800.0,741.7,71.66,9990.082230025506,216.04422,17.298883,6,15.16506,14539123.0,27.1948989674917,53.57489479719908,258.0,15.0,121.0,90.0,102.65,110.55
3357,2020,99300.0,7861900.0,791.6,68.88,8640.45476422378,194.70155,17.20049,7,14.670105,14450413.0,27.1948989674917,53.57489479719908,269.0,8.0,105.0,100.0,100.0,100.0
3357,2021,97600.0,7966100.0,816.2,86.33,10323.214885661338,229.06577,17.149925,0,14.721244,13589427.0,27.1948989674917,53.57489479719908,257.0,22.0,129.0,105.1,114.25,118.325
3358,2017,102600.0,8475800.0,826.2,84.89,10541.895412077105,352.77838,16.174305,0,15.613552,13295231.0,64.32476132692005,47.13149378999935,254.0,24.0,135.0,96.7,94.2,101.7
3358,2018,103400.0,7202700.0,696.3,65.29,9695.513414195731,97.7944,18.581532,10,17.335548,16401251.0,64.32476132692005,47.13149378999935,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3358,2019,103400.0,7668800.0,741.7,68.44,9541.183754157766,193.342,17.51182,8,15.470737,14541501.0,64.32476132692005,47.13149378999935,258.0,15.0,121.0,90.0,102.65,110.55
3358,2020,99300.0,7861900.0,791.6,79.94,10027.844858479224,188.34042,17.375055,7,14.807176,14456608.0,64.32476132692005,47.13149378999935,269.0,8.0,105.0,100.0,100.0,100.0
3358,2021,97600.0,7966100.0,816.2,76.3,9123.842184361869,218.5288,17.13233,0,15.013426,13232086.0,64.32476132692005,47.13149378999935,257.0,22.0,129.0,105.1,114.25,118.325
3359,2017,102600.0,8475800.0,826.2,72.99,9064.11763608797,296.27313,16.012226,0,15.159636,13458550.0,12.13256251059729,61.57862618853422,254.0,24.0,135.0,96.7,94.2,101.7
3359,2018,103400.0,7202700.0,696.3,70.55,10476.619258255609,103.94564,18.069891,9,16.93627,16156640.0,12.13256251059729,61.57862618853422,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3359,2020,99300.0,7861900.0,791.6,72.52,9097.064162333167,192.53438,17.02062,7,14.482928,14621379.0,12.13256251059729,61.57862618853422,269.0,8.0,105.0,100.0,100.0,100.0
3359,2021,97600.0,7966100.0,816.2,70.71,8455.398176359471,234.91064,17.093616,0,14.507327,13865551.0,12.13256251059729,61.57862618853422,257.0,22.0,129.0,105.1,114.25,118.325
3360,2017,102600.0,8475800.0,826.2,70.09,8703.986917569611,327.08667,16.224926,0,15.567429,13414081.0,71.241791440513,46.17268689394237,254.0,24.0,135.0,96.7,94.2,101.7
3360,2018,103400.0,7202700.0,696.3,74.95,11130.015781803799,86.76556,18.778963,12,17.410076,16591469.0,71.241791440513,46.17268689394237,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3360,2019,103400.0,7668800.0,741.7,68.97,9615.070770372022,193.1689,17.60585,9,15.732757,14565293.0,71.241791440513,46.17268689394237,258.0,15.0,121.0,90.0,102.65,110.55
3360,2020,99300.0,7861900.0,791.6,73.71,9246.340311715083,186.24557,17.411285,6,14.836367,14551780.0,71.241791440513,46.17268689394237,269.0,8.0,105.0,100.0,100.0,100.0
3360,2021,97600.0,7966100.0,816.2,74.18,8870.33569116597,192.08224,17.260714,0,15.259629,13225910.0,71.241791440513,46.17268689394237,257.0,22.0,129.0,105.1,114.25,118.325
3361,2017,102600.0,8475800.0,826.2,81.11,10072.48364793938,312.11002,16.346682,0,15.767252,13422440.0,20.634482190791463,51.58528505388986,254.0,24.0,135.0,96.7,94.2,101.7
3361,2018,103400.0,7202700.0,696.3,62.93,9345.055278838066,99.51801,18.570826,10,17.297693,16424051.0,20.634482190791463,51.58528505388986,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3361,2019,103400.0,7668800.0,741.7,66.48,9267.94120362958,202.764,17.65301,8,15.465432,14531627.0,20.634482190791463,51.58528505388986,258.0,15.0,121.0,90.0,102.65,110.55
3361,2020,99300.0,7861900.0,791.6,83.17,10433.022978230138,188.88602,17.42895,7,14.85738,14396177.0,20.634482190791463,51.58528505388986,269.0,8.0,105.0,100.0,100.0,100.0
3361,2021,97600.0,7966100.0,816.2,87.29,10438.010278806652,235.34398,17.254505,0,14.949578,13465715.0,20.634482190791463,51.58528505388986,257.0,22.0,129.0,105.1,114.25,118.325
3453,2017,102600.0,8475800.0,826.2,85.44,10610.196065589207,307.71854,16.330297,0,15.867476,13534337.0,23.37155096682817,53.732832910953526,254.0,24.0,135.0,96.7,94.2,101.7
3453,2021,97600.0,7966100.0,816.2,76.41,9136.995823159768,266.204,17.187136,0,14.697611,13883214.0,23.37155096682817,53.732832910953526,257.0,22.0,129.0,105.1,114.25,118.325
3454,2018,103400.0,7202700.0,696.3,61.17,9083.69666941879,103.54775,18.265844,9,17.092417,16561009.0,21.883429345484306,56.02737782782792,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3454,2019,103400.0,7668800.0,741.7,60.68,8459.366309209428,210.51675,17.537304,7,15.21566,14845139.0,21.883429345484306,56.02737782782792,258.0,15.0,121.0,90.0,102.65,110.55
3454,2020,99300.0,7861900.0,791.6,68.08,8540.101050353585,218.2905,17.236814,6,14.789191,14137267.0,21.883429345484306,56.02737782782792,269.0,8.0,105.0,100.0,100.0,100.0
3454,2021,97600.0,7966100.0,816.2,74.27,8881.097759273342,261.2325,17.085072,0,14.621057,13987855.0,21.883429345484306,56.02737782782792,257.0,22.0,129.0,105.1,114.25,118.325
3457,2020,99300.0,7861900.0,791.6,81.22,10188.410800671536,256.8106,16.948315,0,14.137364,14401789.0,1.1745174273697248,66.7988873785043,269.0,8.0,105.0,100.0,100.0,100.0
3459,2017,102600.0,8475800.0,826.2,86.61,10755.490183060409,318.87482,16.418459,0,16.123478,13750414.0,74.81949659993606,51.725908423046015,254.0,24.0,135.0,96.7,94.2,101.7
3459,2018,103400.0,7202700.0,696.3,74.87,11118.135845012013,108.491196,18.66738,11,17.263254,16699275.0,74.81949659993606,51.725908423046015,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
3459,2019,103400.0,7668800.0,741.7,87.25,12163.475782441046,206.962,17.683931,7,15.5373955,14937554.0,74.81949659993606,51.725908423046015,258.0,15.0,121.0,90.0,102.65,110.55
3459,2020,99300.0,7861900.0,791.6,83.5,10474.418885201592,196.8384,17.486021,7,14.997797,14363834.0,74.81949659993606,51.725908423046015,269.0,8.0,105.0,100.0,100.0,100.0
3459,2021,97600.0,7966100.0,816.2,79.08,9456.270510345172,254.794,17.071226,0,14.941502,13870780.0,74.81949659993606,51.725908423046015,257.0,22.0,129.0,105.1,114.25,118.325
5116,2018,61700.0,3958100.0,641.7,64.4,6192.114685690954,117.990005,19.261847,10,17.243315,17344122.0,67.46764971525674,41.93910841738373,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5116,2019,59300.0,4453200.0,751.3,81.48,6431.2045701701,197.06003,18.07935,6,15.573841,15803306.0,67.46764971525674,41.93910841738373,258.0,15.0,121.0,90.0,102.65,110.55
5116,2020,50700.0,4031400.0,795.5,80.65,5140.106844575605,161.19,18.475744,11,15.579606,15132314.0,67.46764971525674,41.93910841738373,269.0,8.0,105.0,100.0,100.0,100.0
5116,2021,54300.0,4656100.0,857.1,83.61,5296.958341737302,323.25,17.186462,0,15.238665,14266618.0,67.46764971525674,41.93910841738373,257.0,22.0,129.0,105.1,114.25,118.325
5154,2017,61000.0,5411500.0,886.8,88.41,6081.427598013726,316.06537,16.997707,0,16.941978,14401091.0,25.55769146043866,43.19994338091747,254.0,24.0,135.0,96.7,94.2,101.7
5154,2018,61700.0,3958100.0,641.7,66.15,6360.378671715165,116.459236,18.976862,9,17.325016,17135412.0,25.55769146043866,43.19994338091747,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5154,2019,59300.0,4453200.0,751.3,75.28,5941.839470328978,209.67462,17.958036,6,15.578395,15600818.0,25.55769146043866,43.19994338091747,258.0,15.0,121.0,90.0,102.65,110.55
5154,2020,50700.0,4031400.0,795.5,74.25,4732.212439054416,187.75768,18.030188,10,15.5532675,14924093.0,25.55769146043866,43.19994338091747,269.0,8.0,105.0,100.0,100.0,100.0
5154,2021,54300.0,4656100.0,857.1,84.71,5366.646826080215,259.63,17.328062,0,15.268421,14200711.0,25.55769146043866,43.19994338091747,257.0,22.0,129.0,105.1,114.25,118.325
5162,2017,61000.0,5411500.0,886.8,93.74,6448.060434767635,334.63,17.283676,0,17.24677,14329910.0,52.37456553622641,42.423848760014735,254.0,24.0,135.0,96.7,94.2,101.7
5162,2018,61700.0,3958100.0,641.7,69.39,6671.907422982846,120.41,19.487045,10,17.465399,17286078.0,52.37456553622641,42.423848760014735,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5162,2019,59300.0,4453200.0,751.3,79.62,6284.395040217763,199.13998,18.2511,7,15.77841,15687651.0,52.37456553622641,42.423848760014735,258.0,15.0,121.0,90.0,102.65,110.55
5162,2020,50700.0,4031400.0,795.5,78.8,5022.199867979635,161.71,18.67703,11,15.79829,15033988.0,52.37456553622641,42.423848760014735,269.0,8.0,105.0,100.0,100.0,100.0
5162,2021,54300.0,4656100.0,857.1,93.15,5901.347560493119,337.455,17.355919,0,15.416609,14164604.0,52.37456553622641,42.423848760014735,257.0,22.0,129.0,105.1,114.25,118.325
5166,2017,61000.0,5411500.0,886.8,94.62,6508.592685488732,305.5,17.167633,0,17.185884,14396800.0,48.98895390569765,41.116174446336814,254.0,24.0,135.0,96.7,94.2,101.7
5166,2018,61700.0,3958100.0,641.7,71.28,6853.6325278889935,119.53286,19.221106,10,17.298653,17224138.0,48.98895390569765,41.116174446336814,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5166,2019,59300.0,4453200.0,751.3,71.3,5627.698648172902,204.1857,18.117481,6,15.638794,15757582.0,48.98895390569765,41.116174446336814,258.0,15.0,121.0,90.0,102.65,110.55
5166,2021,54300.0,4656100.0,857.1,85.62,5424.298208582081,300.85855,17.269472,0,15.325198,14241611.0,48.98895390569765,41.116174446336814,257.0,22.0,129.0,105.1,114.25,118.325
5170,2017,61000.0,5411500.0,886.8,86.75,5967.241761426205,318.82736,17.112156,0,17.046534,14256256.0,31.455906099143768,42.85644848180261,254.0,24.0,135.0,96.7,94.2,101.7
5170,2018,61700.0,3958100.0,641.7,43.37,4170.062327925724,116.42399,19.172474,10,17.491425,17140488.0,31.455906099143768,42.85644848180261,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5170,2019,59300.0,4453200.0,751.3,68.89,5437.4776980733695,198.14401,18.09738,6,15.753157,15521686.0,31.455906099143768,42.85644848180261,258.0,15.0,121.0,90.0,102.65,110.55
5334,2017,61000.0,5411500.0,886.8,98.76,6793.369410472069,306.40912,15.994394,0,15.876904,14352132.0,307.8268428732844,66.01130205590341,254.0,24.0,135.0,96.7,94.2,101.7
5334,2018,61700.0,3958100.0,641.7,72.23,6944.975834587851,138.12366,18.000092,6,15.804673,17316116.0,307.8268428732844,66.01130205590341,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5334,2019,59300.0,4453200.0,751.3,85.63,6758.763467644399,210.14545,16.973272,5,14.238181,16096698.0,307.8268428732844,66.01130205590341,258.0,15.0,121.0,90.0,102.65,110.55
5334,2020,50700.0,4031400.0,795.5,92.29,5881.964794617266,174.37183,17.504908,8,14.268549,15271339.0,307.8268428732844,66.01130205590341,269.0,8.0,105.0,100.0,100.0,100.0
5334,2021,54300.0,4656100.0,857.1,86.27,5465.477767511985,379.47815,16.001118,0,13.909346,14329106.0,307.8268428732844,66.01130205590341,257.0,22.0,129.0,105.1,114.25,118.325
5358,2017,61000.0,5411500.0,886.8,90.59,6231.382491845532,283.99274,17.068665,0,16.840649,14579840.0,172.0221120671608,51.23521929115644,254.0,24.0,135.0,96.7,94.2,101.7
5358,2018,61700.0,3958100.0,641.7,57.25,5504.636114220607,119.95545,19.185797,10,16.853287,17488698.0,172.0221120671608,51.23521929115644,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5358,2019,59300.0,4453200.0,751.3,76.73,6056.28775980795,198.9909,18.120413,7,15.366372,16139635.0,172.0221120671608,51.23521929115644,258.0,15.0,121.0,90.0,102.65,110.55
5358,2020,50700.0,4031400.0,795.5,72.21,4602.196097294536,154.07364,18.644842,12,15.315435,15380758.0,172.0221120671608,51.23521929115644,269.0,8.0,105.0,100.0,100.0,100.0
5358,2021,54300.0,4656100.0,857.1,84.88,5377.4168645695745,359.58365,17.01689,0,14.979446,14492280.0,172.0221120671608,51.23521929115644,257.0,22.0,129.0,105.1,114.25,118.325
5362,2017,61000.0,5411500.0,886.8,89.15,6132.329717938284,296.74457,17.320581,1,17.11133,14502563.0,87.39634517987913,46.73351601428842,254.0,24.0,135.0,96.7,94.2,101.7
5362,2018,61700.0,3958100.0,641.7,68.01,6539.219251146612,117.66818,19.621487,12,17.355465,17457516.0,87.39634517987913,46.73351601428842,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5362,2019,59300.0,4453200.0,751.3,77.53,6119.431643658417,198.01912,18.42121,7,15.807947,15951730.0,87.39634517987913,46.73351601428842,258.0,15.0,121.0,90.0,102.65,110.55
5362,2020,50700.0,4031400.0,795.5,88.88,5664.633556675508,148.33545,18.97721,13,15.785288,15249814.0,87.39634517987913,46.73351601428842,269.0,8.0,105.0,100.0,100.0,100.0
5362,2021,54300.0,4656100.0,857.1,93.86,5946.328309478091,369.12366,17.28941,0,15.362326,14371981.0,87.39634517987913,46.73351601428842,257.0,22.0,129.0,105.1,114.25,118.325
5366,2017,61000.0,5411500.0,886.8,83.11,5716.858360716218,305.99237,15.467491,0,15.156674,14727723.0,400.8587965279651,62.31806896521423,254.0,24.0,135.0,96.7,94.2,101.7
5366,2018,61700.0,3958100.0,641.7,50.66,4871.002018278007,135.54706,17.461517,5,15.214985,17756034.0,400.8587965279651,62.31806896521423,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5366,2019,59300.0,4453200.0,751.3,65.94,5204.634626374771,224.19528,16.454956,4,13.803688,16580191.0,400.8587965279651,62.31806896521423,258.0,15.0,121.0,90.0,102.65,110.55
5366,2020,50700.0,4031400.0,795.5,64.62,4118.458825746752,179.72176,17.023085,5,13.598076,15684077.0,400.8587965279651,62.31806896521423,269.0,8.0,105.0,100.0,100.0,100.0
5366,2021,54300.0,4656100.0,857.1,79.5,5036.576822965142,391.06354,15.464084,0,13.348355,14724519.0,400.8587965279651,62.31806896521423,257.0,22.0,129.0,105.1,114.25,118.325
5370,2017,61000.0,5411500.0,886.8,85.34,5870.252586975358,287.78665,17.159424,0,17.144579,14411601.0,72.57404322677954,43.13673419738953,254.0,24.0,135.0,96.7,94.2,101.7
5370,2018,61700.0,3958100.0,641.7,72.54,6974.782597826425,123.185,19.186296,10,17.137823,17260726.0,72.57404322677954,43.13673419738953,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5370,2019,59300.0,4453200.0,751.3,75.87,5988.4080846686975,199.81334,18.119019,7,15.521713,15911374.0,72.57404322677954,43.13673419738953,258.0,15.0,121.0,90.0,102.65,110.55
5370,2020,50700.0,4031400.0,795.5,88.64,5649.337516468464,160.15332,18.521252,12,15.596126,15181621.0,72.57404322677954,43.13673419738953,269.0,8.0,105.0,100.0,100.0,100.0
5370,2021,54300.0,4656100.0,857.1,84.49,5352.709129211633,314.3883,17.18919,0,15.225126,14301436.0,72.57404322677954,43.13673419738953,257.0,22.0,129.0,105.1,114.25,118.325
5382,2017,61000.0,5411500.0,886.8,86.72,5965.178161969804,343.56134,16.747288,0,16.514715,14570557.0,171.6456726666031,57.84951835677244,254.0,24.0,135.0,96.7,94.2,101.7
5382,2018,61700.0,3958100.0,641.7,46.43,4464.2839263452015,124.742004,19.119108,11,17.022877,17618604.0,171.6456726666031,57.84951835677244,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5382,2019,59300.0,4453200.0,751.3,65.63,5180.166371382715,215.614,17.869516,6,15.427394,16116298.0,171.6456726666031,57.84951835677244,258.0,15.0,121.0,90.0,102.65,110.55
5382,2020,50700.0,4031400.0,795.5,56.73,3615.6015039401614,163.00867,18.383533,8,15.227556,15329582.0,171.6456726666031,57.84951835677244,269.0,8.0,105.0,100.0,100.0,100.0
5382,2021,54300.0,4656100.0,857.1,90.45,5730.294008015057,371.274,16.789198,0,14.886347,14423388.0,171.6456726666031,57.84951835677244,257.0,22.0,129.0,105.1,114.25,118.325
5554,2017,61000.0,5411500.0,886.8,86.0,5915.65177501618,313.55292,16.780325,0,16.73455,14143000.0,52.380458202545015,41.98573116093186,254.0,24.0,135.0,96.7,94.2,101.7
5554,2018,61700.0,3958100.0,641.7,48.1,4624.855844436877,114.861176,18.903593,10,17.545769,16997018.0,52.380458202545015,41.98573116093186,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5554,2019,59300.0,4453200.0,751.3,47.62,3758.639686199069,205.81235,17.823488,7,15.656189,15379574.0,52.380458202545015,41.98573116093186,258.0,15.0,121.0,90.0,102.65,110.55
5554,2020,50700.0,4031400.0,795.5,76.94,4903.65555637504,187.02292,17.768623,10,15.357826,14505245.0,52.380458202545015,41.98573116093186,269.0,8.0,105.0,100.0,100.0,100.0
5554,2021,54300.0,4656100.0,857.1,87.92,5570.010494026356,264.53647,17.171522,0,15.176972,14005485.0,52.380458202545015,41.98573116093186,257.0,22.0,129.0,105.1,114.25,118.325
5566,2017,61000.0,5411500.0,886.8,52.6,3618.177713556408,318.8504,16.601475,0,16.459679,13901785.0,60.48607477092469,47.07922651899528,254.0,24.0,135.0,96.7,94.2,101.7
5566,2019,59300.0,4453200.0,751.3,49.93,3940.967650817293,204.1025,17.816452,11,15.656019,15108657.0,60.48607477092469,47.07922651899528,258.0,15.0,121.0,90.0,102.65,110.55
5754,2018,61700.0,3958100.0,641.7,66.47,6391.146943445306,123.628,18.917042,12,17.319195,16983406.0,91.19454333545588,48.81886725992208,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5754,2020,50700.0,4031400.0,795.5,63.58,4052.1759848495585,198.65666,17.703562,6,15.189119,14659672.0,91.19454333545588,48.81886725992208,269.0,8.0,105.0,100.0,100.0,100.0
5754,2021,54300.0,4656100.0,857.1,64.53,4088.1799042256675,249.37132,17.05412,0,15.20011,13764203.0,91.19454333545588,48.81886725992208,257.0,22.0,129.0,105.1,114.25,118.325
5758,2017,61000.0,5411500.0,886.8,84.45,5809.032469768796,334.81,16.318027,0,15.92513,13812973.0,108.55503905963828,55.57771491542452,254.0,24.0,135.0,96.7,94.2,101.7
5758,2018,61700.0,3958100.0,641.7,78.53,7550.7261842750095,121.724,18.605392,10,17.02395,16983956.0,108.55503905963828,55.57771491542452,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5758,2019,59300.0,4453200.0,751.3,74.18,5855.016630034585,185.86401,17.655272,8,15.3860445,14995377.0,108.55503905963828,55.57771491542452,258.0,15.0,121.0,90.0,102.65,110.55
5758,2020,50700.0,4031400.0,795.5,94.39,6015.8051464289065,199.18597,17.41465,5,14.836748,14664267.0,108.55503905963828,55.57771491542452,269.0,8.0,105.0,100.0,100.0,100.0
5758,2021,54300.0,4656100.0,857.1,85.55,5419.863486851168,233.01,16.887405,0,14.888828,13808842.0,108.55503905963828,55.57771491542452,257.0,22.0,129.0,105.1,114.25,118.325
5762,2017,61000.0,5411500.0,886.8,98.24,6757.6003532277855,383.73288,15.863513,0,15.404244,13849518.0,230.2836498008996,61.2674786619333,254.0,24.0,135.0,96.7,94.2,101.7
5762,2018,61700.0,3958100.0,641.7,63.75,6129.616633739104,136.02142,18.08066,10,16.23634,17402506.0,230.2836498008996,61.2674786619333,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5762,2019,59300.0,4453200.0,751.3,81.5,6432.7831672663615,187.16357,16.891565,4,14.634307,15284794.0,230.2836498008996,61.2674786619333,258.0,15.0,121.0,90.0,102.65,110.55
5762,2020,50700.0,4031400.0,795.5,85.14,5426.270263449063,211.00713,16.908588,2,14.073176,15051969.0,230.2836498008996,61.2674786619333,269.0,8.0,105.0,100.0,100.0,100.0
5762,2021,54300.0,4656100.0,857.1,81.94,5191.158551871242,278.825,16.208147,0,14.480376,13693767.0,230.2836498008996,61.2674786619333,257.0,22.0,129.0,105.1,114.25,118.325
5766,2017,61000.0,5411500.0,886.8,76.29,5247.733417627726,371.28622,16.033476,0,15.603204,13766406.0,195.0615252904903,67.58305823046362,254.0,24.0,135.0,96.7,94.2,101.7
5766,2018,61700.0,3958100.0,641.7,69.29,6662.292338067177,138.44937,18.227062,9,16.573416,17139734.0,195.0615252904903,67.58305823046362,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5766,2019,59300.0,4453200.0,751.3,78.07,6162.053765257481,177.12875,17.29018,6,14.985108,15026255.0,195.0615252904903,67.58305823046362,258.0,15.0,121.0,90.0,102.65,110.55
5766,2020,50700.0,4031400.0,795.5,86.25,5497.014449406644,207.24437,17.114798,3,14.427633,14779740.0,195.0615252904903,67.58305823046362,269.0,8.0,105.0,100.0,100.0,100.0
5766,2021,54300.0,4656100.0,857.1,84.65,5362.845636025148,261.69812,16.507326,0,14.630125,13692310.0,195.0615252904903,67.58305823046362,257.0,22.0,129.0,105.1,114.25,118.325
5974,2017,61000.0,5411500.0,886.8,91.31,6280.908878799156,369.66666,16.403427,0,16.074396,13896519.0,184.8455356969452,63.28052138138053,254.0,24.0,135.0,96.7,94.2,101.7
5974,2018,61700.0,3958100.0,641.7,76.73,7377.654655792964,136.38777,18.605673,11,16.63595,17169294.0,184.8455356969452,63.28052138138053,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
5974,2019,59300.0,4453200.0,751.3,82.92,6544.863561100941,208.51111,17.365023,5,15.034427,15310367.0,184.8455356969452,63.28052138138053,258.0,15.0,121.0,90.0,102.65,110.55
5974,2020,50700.0,4031400.0,795.5,86.72,5526.969194812106,202.76889,17.413952,4,14.574643,14820248.0,184.8455356969452,63.28052138138053,269.0,8.0,105.0,100.0,100.0,100.0
5974,2021,54300.0,4656100.0,857.1,86.45,5476.881337677189,318.0939,16.563593,0,14.76481,13773727.0,184.8455356969452,63.28052138138053,257.0,22.0,129.0,105.1,114.25,118.325
5978,2020,50700.0,4031400.0,795.5,76.5,4875.612815995458,187.66273,17.900564,7,15.076562,14719335.0,98.65422229152692,54.21490373855284,269.0,8.0,105.0,100.0,100.0,100.0
6414,2021,16600.0,1407200.0,847.3,90.33,1769.7132045677881,265.52667,17.46274,0,15.575262,14791943.0,209.4923269980455,52.72598136375322,257.0,22.0,129.0,105.1,114.25,118.325
6431,2019,17800.0,1434500.0,804.2,84.83,1877.610044917172,166.52713,19.328861,10,16.699474,17589082.0,228.5186488360849,52.46739927321287,258.0,15.0,121.0,90.0,102.65,110.55
6432,2017,17600.0,1556400.0,883.0,88.3,1759.9999980067948,281.83755,17.634174,3,17.279274,15552349.0,189.481084601446,51.88960179488917,254.0,24.0,135.0,96.7,94.2,101.7
6432,2018,17800.0,1122200.0,629.7,57.0,1611.2434467028054,97.137505,20.346949,15,17.869322,18144784.0,189.481084601446,51.88960179488917,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6432,2019,17800.0,1434500.0,804.2,81.78,1810.101962434591,182.05122,19.159182,10,16.419529,17479568.0,189.481084601446,51.88960179488917,258.0,15.0,121.0,90.0,102.65,110.55
6432,2020,16500.0,1233600.0,747.4,71.79,1584.8742285457934,117.69499,19.726154,11,15.59393,16817584.0,189.481084601446,51.88960179488917,269.0,8.0,105.0,100.0,100.0,100.0
6432,2021,16600.0,1407200.0,847.3,80.09,1569.0947697756467,213.63374,17.83042,0,15.699028,15021759.0,189.481084601446,51.88960179488917,257.0,22.0,129.0,105.1,114.25,118.325
6433,2017,17600.0,1556400.0,883.0,88.72,1768.3714589259666,240.88802,18.184443,5,17.90616,15415541.0,92.4125293783346,43.40426238206409,254.0,24.0,135.0,96.7,94.2,101.7
6433,2018,17800.0,1122200.0,629.7,70.7,1998.5072224892692,86.652,20.878372,23,18.458817,18095982.0,92.4125293783346,43.40426238206409,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6433,2019,17800.0,1434500.0,804.2,80.37,1778.8933079098567,161.10002,19.79392,14,17.238703,17416948.0,92.4125293783346,43.40426238206409,258.0,15.0,121.0,90.0,102.65,110.55
6433,2020,16500.0,1233600.0,747.4,71.53,1579.1343302393173,101.450005,20.283184,17,16.23424,16664856.0,92.4125293783346,43.40426238206409,269.0,8.0,105.0,100.0,100.0,100.0
6433,2021,16600.0,1407200.0,847.3,83.38,1633.551278610231,212.12802,18.2991,1,16.306904,14904552.0,92.4125293783346,43.40426238206409,257.0,22.0,129.0,105.1,114.25,118.325
6434,2017,17600.0,1556400.0,883.0,92.11,1835.9411077735663,273.22836,16.420425,1,16.074156,15079917.0,376.41009902321633,58.18841328380765,254.0,24.0,135.0,96.7,94.2,101.7
6434,2018,17800.0,1122200.0,629.7,61.64,1742.4043167501916,96.636665,19.052423,10,16.660456,17996252.0,376.41009902321633,58.18841328380765,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6434,2019,17800.0,1434500.0,804.2,82.43,1824.4889308325182,161.09166,17.964035,6,15.289589,17093972.0,376.41009902321633,58.18841328380765,258.0,15.0,121.0,90.0,102.65,110.55
6434,2020,16500.0,1233600.0,747.4,74.93,1654.194538862464,123.51834,18.396383,6,14.502026,16291218.0,376.41009902321633,58.18841328380765,269.0,8.0,105.0,100.0,100.0,100.0
6434,2021,16600.0,1407200.0,847.3,92.38,1809.8760748142618,257.06165,16.512676,0,14.587194,14647409.0,376.41009902321633,58.18841328380765,257.0,22.0,129.0,105.1,114.25,118.325
6435,2017,17600.0,1556400.0,883.0,86.27,1719.5379368974654,296.73718,16.472834,1,16.085117,15088850.0,286.82231562732915,55.338006038509,254.0,24.0,135.0,96.7,94.2,101.7
6435,2018,17800.0,1122200.0,629.7,65.02,1837.9482263967786,106.55333,18.940659,10,16.916586,17939328.0,286.82231562732915,55.338006038509,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6435,2019,17800.0,1434500.0,804.2,81.35,1800.5844294944236,181.5872,17.713602,4,15.193676,16931618.0,286.82231562732915,55.338006038509,258.0,15.0,121.0,90.0,102.65,110.55
6440,2017,17600.0,1556400.0,883.0,89.9,1791.8912776988775,276.65784,16.941265,1,16.616348,15047565.0,218.2592393984248,50.50510330848203,254.0,24.0,135.0,96.7,94.2,101.7
6440,2018,17800.0,1122200.0,629.7,65.62,1854.9086837304928,99.292854,19.400011,13,17.24724,18067522.0,218.2592393984248,50.50510330848203,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6440,2019,17800.0,1434500.0,804.2,83.38,1845.5160384910268,158.81502,18.35512,8,15.7389765,16983532.0,218.2592393984248,50.50510330848203,258.0,15.0,121.0,90.0,102.65,110.55
