district_no,year,Field_ha,Harvested_t,Yield_dt/ha,kreisYield,kreisField_ha,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,temp_mean_early_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,national_campaign_start_day_of_year,national_campaign_end_day_of_year,national_campaign_duration,producer_price_index,fertilizer_price_index,energy_price_index
6440,2020,16500.0,1233600.0,747.4,72.83,1607.8338217716969,122.11214,18.752966,8,15.040098,16331311.0,218.2592393984248,50.50510330848203,269.0,8.0,105.0,100.0,100.0,100.0
6440,2021,16600.0,1407200.0,847.3,93.0,1822.0228941083171,246.22215,17.050816,0,15.196548,14723630.0,218.2592393984248,50.50510330848203,257.0,22.0,129.0,105.1,114.25,118.325
6531,2017,17600.0,1556400.0,883.0,91.06,1815.0124554756371,290.97797,16.64831,1,16.294317,14884338.0,240.53761859489617,50.47837629224309,254.0,24.0,135.0,96.7,94.2,101.7
6531,2018,17800.0,1122200.0,629.7,64.29,1817.3130033074276,105.328,19.033236,12,16.974771,18142694.0,240.53761859489617,50.47837629224309,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6531,2019,17800.0,1434500.0,804.2,81.57,1805.4538649521835,140.44801,18.023687,8,15.367707,16803772.0,240.53761859489617,50.47837629224309,258.0,15.0,121.0,90.0,102.65,110.55
6531,2020,16500.0,1233600.0,747.4,75.22,1660.5967331273794,120.532,18.279036,6,14.722179,16120708.0,240.53761859489617,50.47837629224309,269.0,8.0,105.0,100.0,100.0,100.0
6531,2021,16600.0,1407200.0,847.3,86.67,1698.0077874448157,273.93604,16.760532,0,14.997242,14686495.0,240.53761859489617,50.47837629224309,257.0,22.0,129.0,105.1,114.25,118.325
6535,2017,17600.0,1556400.0,883.0,82.48,1643.9954681268457,311.9379,15.93262,0,15.5051,14743005.0,381.61814459518007,56.02250347734993,254.0,24.0,135.0,96.7,94.2,101.7
6535,2018,17800.0,1122200.0,629.7,63.28,1788.762900129009,113.17,18.337116,9,16.243553,18030810.0,381.61814459518007,56.02250347734993,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6535,2019,17800.0,1434500.0,804.2,75.02,1660.4774910961482,164.68527,17.049324,4,14.510747,16601724.0,381.61814459518007,56.02250347734993,258.0,15.0,121.0,90.0,102.65,110.55
6535,2021,16600.0,1407200.0,847.3,82.1,1608.4739742612132,277.9521,15.990295,0,14.163321,14521870.0,381.61814459518007,56.02250347734993,257.0,22.0,129.0,105.1,114.25,118.325
6633,2017,17600.0,1556400.0,883.0,86.51,1724.321628851278,346.1756,15.833801,0,15.367489,14085642.0,283.1839426580986,55.48021563816635,254.0,24.0,135.0,96.7,94.2,101.7
6633,2018,17800.0,1122200.0,629.7,69.18,1955.5407305771944,124.52375,18.124401,10,16.1987,17666172.0,283.1839426580986,55.48021563816635,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6633,2019,17800.0,1434500.0,804.2,81.45,1802.797809247951,178.26498,16.7402,4,14.520159,15601116.0,283.1839426580986,55.48021563816635,258.0,15.0,121.0,90.0,102.65,110.55
6633,2020,16500.0,1233600.0,747.4,81.2,1792.6143941763255,195.16814,16.908607,2,13.83183,15342667.0,283.1839426580986,55.48021563816635,269.0,8.0,105.0,100.0,100.0,100.0
6633,2021,16600.0,1407200.0,847.3,82.29,1612.1963866255207,249.60251,16.111073,0,14.429797,13881626.0,283.1839426580986,55.48021563816635,257.0,22.0,129.0,105.1,114.25,118.325
6634,2017,17600.0,1556400.0,883.0,89.15,1776.9422403432138,308.75555,15.992957,0,15.54971,14370720.0,302.2606762770996,50.86215178289449,254.0,24.0,135.0,96.7,94.2,101.7
6634,2018,17800.0,1122200.0,629.7,66.84,1889.3949469757108,119.170555,18.299704,11,16.32668,17865252.0,302.2606762770996,50.86215178289449,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6634,2019,17800.0,1434500.0,804.2,78.98,1748.1273293358279,166.11612,16.908596,4,14.597698,16063343.0,302.2606762770996,50.86215178289449,258.0,15.0,121.0,90.0,102.65,110.55
6634,2020,16500.0,1233600.0,747.4,79.7,1759.499596254349,160.26613,17.219019,3,13.897033,15667339.0,302.2606762770996,50.86215178289449,269.0,8.0,105.0,100.0,100.0,100.0
6634,2021,16600.0,1407200.0,847.3,81.63,1599.2659015705583,256.1111,16.122625,0,14.398059,14167345.0,302.2606762770996,50.86215178289449,257.0,22.0,129.0,105.1,114.25,118.325
6636,2017,17600.0,1556400.0,883.0,77.01,1534.967155679539,326.97397,15.749277,0,15.238305,14261372.0,329.5856077347513,57.24082814403981,254.0,24.0,135.0,96.7,94.2,101.7
6636,2018,17800.0,1122200.0,629.7,45.56,1287.8640602066632,115.64933,18.177244,10,16.126268,17786416.0,329.5856077347513,57.24082814403981,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
6636,2019,17800.0,1434500.0,804.2,74.28,1644.0984809200465,166.126,16.633533,3,14.4495735,15713475.0,329.5856077347513,57.24082814403981,258.0,15.0,121.0,90.0,102.65,110.55
6636,2020,16500.0,1233600.0,747.4,68.96,1522.3976431329975,186.22533,16.914581,3,13.633921,15486968.0,329.5856077347513,57.24082814403981,269.0,8.0,105.0,100.0,100.0,100.0
6636,2021,16600.0,1407200.0,847.3,77.11,1510.7116705880896,244.58,15.996941,0,14.2912655,13928499.0,329.5856077347513,57.24082814403981,257.0,22.0,129.0,105.1,114.25,118.325
7131,2017,19900.0,1594400.0,800.3,87.47,2175.0006220479813,295.61557,15.843166,0,15.4833,14790187.0,347.5748997180113,61.81875079042029,254.0,24.0,135.0,96.7,94.2,101.7
7133,2018,19700.0,1278100.0,649.0,69.58,2112.058548363546,92.90364,19.074802,10,16.939545,18290106.0,296.724437063036,51.07921936344532,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7133,2019,17600.0,1380600.0,785.8,84.04,1882.2906568054334,171.92093,18.042448,6,15.507184,17705350.0,296.724437063036,51.07921936344532,258.0,15.0,121.0,90.0,102.65,110.55
7137,2017,19900.0,1594400.0,800.3,86.51,2151.129573720943,249.07999,16.557123,0,16.12894,14944552.0,275.56174301379946,52.56413776581187,254.0,24.0,135.0,96.7,94.2,101.7
7137,2018,19700.0,1278100.0,649.0,59.55,1807.604003378114,108.75834,18.519943,11,16.317253,17954062.0,275.56174301379946,52.56413776581187,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7137,2019,17600.0,1380600.0,785.8,76.15,1705.5739352181552,195.01752,17.511032,5,14.903152,16970672.0,275.56174301379946,52.56413776581187,258.0,15.0,121.0,90.0,102.65,110.55
7137,2020,16500.0,970600.0,589.1,59.96,1679.409265524683,146.09833,17.930208,8,14.475632,15907233.0,275.56174301379946,52.56413776581187,269.0,8.0,105.0,100.0,100.0,100.0
7137,2021,16100.0,1359100.0,841.6,82.65,1581.1133536346088,280.32916,16.499561,0,14.439795,14733254.0,275.56174301379946,52.56413776581187,257.0,22.0,129.0,105.1,114.25,118.325
7331,2017,19900.0,1594400.0,800.3,77.98,1939.0253630650693,226.24713,17.950634,4,17.633738,15675481.0,184.74102991462405,48.12279545184597,254.0,24.0,135.0,96.7,94.2,101.7
7331,2018,19700.0,1278100.0,649.0,67.08,2036.1725700521222,84.26142,20.501862,15,18.140963,18275896.0,184.74102991462405,48.12279545184597,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7331,2019,17600.0,1380600.0,785.8,78.18,1751.0409751195714,164.85571,19.406178,12,16.794142,17704498.0,184.74102991462405,48.12279545184597,258.0,15.0,121.0,90.0,102.65,110.55
7331,2020,16500.0,970600.0,589.1,62.62,1753.9127452827825,97.04286,19.924593,17,15.789573,16902370.0,184.74102991462405,48.12279545184597,269.0,8.0,105.0,100.0,100.0,100.0
7331,2021,16100.0,1359100.0,841.6,82.23,1573.0786578266652,219.59001,17.8273,0,15.817768,15154291.0,184.74102991462405,48.12279545184597,257.0,22.0,129.0,105.1,114.25,118.325
7332,2017,19900.0,1594400.0,800.3,74.55,1853.7360966465876,286.99664,17.75056,4,17.540539,15794371.0,265.18497040983937,54.88075242723909,254.0,24.0,135.0,96.7,94.2,101.7
7332,2018,19700.0,1278100.0,649.0,55.05,1671.0092424175511,106.67333,20.261236,14,17.78316,18186176.0,265.18497040983937,54.88075242723909,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7332,2019,17600.0,1380600.0,785.8,71.52,1601.8732481523627,177.83,19.13033,9,16.41202,17740564.0,265.18497040983937,54.88075242723909,258.0,15.0,121.0,90.0,102.65,110.55
7332,2020,16500.0,970600.0,589.1,26.24,734.9516198693742,111.53833,19.753319,12,15.551313,17072884.0,265.18497040983937,54.88075242723909,269.0,8.0,105.0,100.0,100.0,100.0
7332,2021,16100.0,1359100.0,841.6,70.16,1342.1768044888584,259.82834,17.600279,0,15.548238,15341519.0,265.18497040983937,54.88075242723909,257.0,22.0,129.0,105.1,114.25,118.325
7333,2017,19900.0,1594400.0,800.3,89.69,2230.2024213042578,262.79123,17.14069,2,16.84708,15668737.0,306.886938037734,50.4921750699735,254.0,24.0,135.0,96.7,94.2,101.7
7333,2018,19700.0,1278100.0,649.0,60.73,1843.422185141106,103.57751,19.416254,11,17.060951,18206898.0,306.886938037734,50.4921750699735,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7333,2019,17600.0,1380600.0,785.8,77.35,1732.4510031401744,179.58377,18.334923,7,15.695671,17710560.0,306.886938037734,50.4921750699735,258.0,15.0,121.0,90.0,102.65,110.55
7333,2020,16500.0,970600.0,589.1,68.67,1923.3661484919944,112.582504,18.930187,10,14.869596,16940944.0,306.886938037734,50.4921750699735,269.0,8.0,105.0,100.0,100.0,100.0
7333,2021,16100.0,1359100.0,841.6,87.99,1683.2687717641766,261.95126,16.876257,0,14.85615,15204455.0,306.886938037734,50.4921750699735,257.0,22.0,129.0,105.1,114.25,118.325
7334,2017,19900.0,1594400.0,800.3,77.96,1938.5280495582556,242.28598,18.657042,8,18.326769,15857519.0,120.12467382252188,47.66931692198731,254.0,24.0,135.0,96.7,94.2,101.7
7334,2018,19700.0,1278100.0,649.0,54.88,1665.8489958923744,90.984,20.91897,16,18.697723,18021218.0,120.12467382252188,47.66931692198731,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7334,2019,17600.0,1380600.0,785.8,67.24,1506.01170589716,136.58002,20.021421,15,16.94712,17780738.0,120.12467382252188,47.66931692198731,258.0,15.0,121.0,90.0,102.65,110.55
7334,2020,16500.0,970600.0,589.1,54.7,1532.0828356270874,104.334,20.338747,15,16.251648,17232500.0,120.12467382252188,47.66931692198731,269.0,8.0,105.0,100.0,100.0,100.0
7334,2021,16100.0,1359100.0,841.6,86.37,1652.2778022192517,217.87999,18.375439,1,16.281517,15507694.0,120.12467382252188,47.66931692198731,257.0,22.0,129.0,105.1,114.25,118.325
7337,2017,19900.0,1594400.0,800.3,84.46,2100.154939272579,299.36145,17.92308,5,17.701012,15847059.0,251.85473949706744,56.42069397953205,254.0,24.0,135.0,96.7,94.2,101.7
7337,2018,19700.0,1278100.0,649.0,75.4,2288.721105872541,115.75142,20.223078,14,17.90761,18095640.0,251.85473949706744,56.42069397953205,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7337,2019,17600.0,1380600.0,785.8,82.84,1855.4135888834137,158.22856,19.196993,10,16.264471,17789312.0,251.85473949706744,56.42069397953205,258.0,15.0,121.0,90.0,102.65,110.55
7337,2020,16500.0,970600.0,589.1,68.11,1907.681205385026,120.87858,19.666239,14,15.569457,17209764.0,251.85473949706744,56.42069397953205,269.0,8.0,105.0,100.0,100.0,100.0
7337,2021,16100.0,1359100.0,841.6,87.58,1675.4253782373748,263.43286,17.660677,0,15.557457,15492033.0,251.85473949706744,56.42069397953205,257.0,22.0,129.0,105.1,114.25,118.325
7338,2017,19900.0,1594400.0,800.3,39.21,974.9831301074809,243.88501,18.579716,7,18.312922,15900463.0,100.9821622520557,41.94914260173256,254.0,24.0,135.0,96.7,94.2,101.7
7338,2018,19700.0,1278100.0,649.0,92.23,2799.5855118650456,85.895,21.143871,22,18.782768,18194866.0,100.9821622520557,41.94914260173256,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7339,2017,19900.0,1594400.0,800.3,84.91,2111.344493175878,235.1457,17.820375,4,17.44426,15505224.0,190.07160074730552,48.84544684417733,254.0,24.0,135.0,96.7,94.2,101.7
7339,2018,19700.0,1278100.0,649.0,59.71,1812.460705990045,88.22286,20.287472,15,17.939598,18176962.0,190.07160074730552,48.84544684417733,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
7339,2019,17600.0,1380600.0,785.8,78.31,1753.9526574777901,168.59715,19.188593,12,16.583158,17565492.0,190.07160074730552,48.84544684417733,258.0,15.0,121.0,90.0,102.65,110.55
7339,2020,16500.0,970600.0,589.1,53.48,1497.9120667154775,106.45286,19.714493,15,15.675824,16717326.0,190.07160074730552,48.84544684417733,269.0,8.0,105.0,100.0,100.0,100.0
7339,2021,16100.0,1359100.0,841.6,87.17,1667.581984710573,234.04713,17.692389,0,15.685478,14989319.0,190.07160074730552,48.84544684417733,257.0,22.0,129.0,105.1,114.25,118.325
8111,2017,20600.0,1814000.0,879.7,84.09,1969.1417506318726,264.15002,17.3457,1,16.788334,15713016.0,354.9420980627743,47.02420308255134,254.0,24.0,135.0,96.7,94.2,101.7
8111,2018,21400.0,1303500.0,608.9,64.67,2272.8493968256703,147.76666,19.276653,9,17.27142,17677556.0,354.9420980627743,47.02420308255134,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8111,2019,19700.0,1592700.0,807.0,82.92,2024.193306041892,197.10333,18.15618,5,15.35281,17464420.0,354.9420980627743,47.02420308255134,258.0,15.0,121.0,90.0,102.65,110.55
8111,2020,18700.0,1294500.0,691.9,65.46,1769.1891866321878,179.81001,18.652374,9,14.999619,16985448.0,354.9420980627743,47.02420308255134,269.0,8.0,105.0,100.0,100.0,100.0
8111,2021,19500.0,1641600.0,840.5,83.05,1926.7995218003573,254.81332,16.986984,0,14.905374,15257593.0,354.9420980627743,47.02420308255134,257.0,22.0,129.0,105.1,114.25,118.325
8115,2017,20600.0,1814000.0,879.7,89.88,2104.726608952226,269.86377,16.851355,1,16.257603,15873869.0,470.1272866448536,48.94521501984948,254.0,24.0,135.0,96.7,94.2,101.7
8115,2019,19700.0,1592700.0,807.0,86.58,2113.5390308382416,222.15627,17.594158,4,14.8147955,17593196.0,470.1272866448536,48.94521501984948,258.0,15.0,121.0,90.0,102.65,110.55
8118,2017,20600.0,1814000.0,879.7,86.64,2028.8552892703701,271.17502,17.764381,3,17.295591,15701686.0,282.4640191800873,46.63304415170457,254.0,24.0,135.0,96.7,94.2,101.7
8118,2018,21400.0,1303500.0,608.9,57.44,2018.7485596670247,146.2,19.76803,11,17.847116,17756018.0,282.4640191800873,46.63304415170457,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8118,2019,19700.0,1592700.0,807.0,78.26,1910.4361810279602,192.325,18.609627,6,15.871059,17531050.0,282.4640191800873,46.63304415170457,258.0,15.0,121.0,90.0,102.65,110.55
8118,2020,18700.0,1294500.0,691.9,64.59,1745.6756731526586,172.525,19.056768,11,15.493848,17002638.0,282.4640191800873,46.63304415170457,269.0,8.0,105.0,100.0,100.0,100.0
8118,2021,19500.0,1641600.0,840.5,81.88,1899.6549650212314,247.20003,17.430506,0,15.437967,15193535.0,282.4640191800873,46.63304415170457,257.0,22.0,129.0,105.1,114.25,118.325
8119,2019,19700.0,1592700.0,807.0,81.36,1986.111521702464,180.30273,17.92421,4,15.155953,17364214.0,382.740038914057,56.07542370943023,258.0,15.0,121.0,90.0,102.65,110.55
8119,2020,18700.0,1294500.0,691.9,59.07,1596.4864841790918,174.02274,18.362617,8,14.777873,16870838.0,382.740038914057,56.07542370943023,269.0,8.0,105.0,100.0,100.0,100.0
8125,2017,20600.0,1814000.0,879.7,91.85,2150.858244684712,262.6806,17.641375,3,17.204273,15674106.0,256.19008124886005,52.63757019254051,254.0,24.0,135.0,96.7,94.2,101.7
8125,2018,21400.0,1303500.0,608.9,61.26,2153.0037737674434,113.17125,19.957888,14,17.883453,17919504.0,256.19008124886005,52.63757019254051,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8125,2019,19700.0,1592700.0,807.0,84.63,2065.936800413957,161.46124,18.675999,5,15.928961,17554260.0,256.19008124886005,52.63757019254051,258.0,15.0,121.0,90.0,102.65,110.55
8125,2020,18700.0,1294500.0,691.9,63.06,1704.3243218610721,143.78938,19.04807,10,15.314105,16965412.0,256.19008124886005,52.63757019254051,269.0,8.0,105.0,100.0,100.0,100.0
8125,2021,19500.0,1641600.0,840.5,85.1,1974.360497353527,216.72687,17.456833,0,15.423185,15077734.0,256.19008124886005,52.63757019254051,257.0,22.0,129.0,105.1,114.25,118.325
8126,2017,20600.0,1814000.0,879.7,91.55,2143.833122491948,261.554,17.027012,1,16.53732,15533542.0,336.4091301756647,55.46941274867426,254.0,24.0,135.0,96.7,94.2,101.7
8126,2018,21400.0,1303500.0,608.9,62.81,2207.479056975729,110.562,19.199797,10,17.178646,17831614.0,336.4091301756647,55.46941274867426,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8126,2019,19700.0,1592700.0,807.0,82.38,2011.0111499243974,166.60301,17.909405,4,15.311416,17391742.0,336.4091301756647,55.46941274867426,258.0,15.0,121.0,90.0,102.65,110.55
8126,2020,18700.0,1294500.0,691.9,67.41,1821.8918892587196,154.61203,18.393759,9,14.597189,16852902.0,336.4091301756647,55.46941274867426,269.0,8.0,105.0,100.0,100.0,100.0
8126,2021,19500.0,1641600.0,840.5,86.0,1995.2409256451626,227.048,16.799314,0,14.799616,14945873.0,336.4091301756647,55.46941274867426,257.0,22.0,129.0,105.1,114.25,118.325
8127,2019,19700.0,1592700.0,807.0,77.8,1899.2069369278722,189.00293,17.41503,4,14.848026,17273462.0,438.4217083344317,55.9660877410672,258.0,15.0,121.0,90.0,102.65,110.55
8128,2017,20600.0,1814000.0,879.7,86.88,2034.4753870245816,279.78314,16.916887,1,16.320753,15532850.0,333.40966965901134,51.929721011856586,254.0,24.0,135.0,96.7,94.2,101.7
8128,2018,21400.0,1303500.0,608.9,58.34,2050.3793692718355,101.71375,19.169483,10,17.086708,17953236.0,333.40966965901134,51.929721011856586,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8128,2019,19700.0,1592700.0,807.0,77.75,1897.9863669169933,173.98251,17.808971,4,15.324296,17320770.0,333.40966965901134,51.929721011856586,258.0,15.0,121.0,90.0,102.65,110.55
8128,2020,18700.0,1294500.0,691.9,73.21,1978.6486457889164,148.9175,18.443192,9,14.466037,16807838.0,333.40966965901134,51.929721011856586,269.0,8.0,105.0,100.0,100.0,100.0
8128,2021,19500.0,1641600.0,840.5,89.38,2073.658534118193,247.70563,16.866457,0,14.874075,14932395.0,333.40966965901134,51.929721011856586,257.0,22.0,129.0,105.1,114.25,118.325
8215,2017,20600.0,1814000.0,879.7,77.35,1811.310672034431,259.52716,18.339231,5,17.962551,15936903.0,177.52681894776447,50.89967809672198,254.0,24.0,135.0,96.7,94.2,101.7
8215,2018,21400.0,1303500.0,608.9,57.08,2006.0962358251006,106.93356,20.66068,15,18.40779,18082246.0,177.52681894776447,50.89967809672198,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8215,2019,19700.0,1592700.0,807.0,76.19,1859.9045825775654,157.13643,19.555674,11,16.615837,17816402.0,177.52681894776447,50.89967809672198,258.0,15.0,121.0,90.0,102.65,110.55
8215,2020,18700.0,1294500.0,691.9,56.37,1523.5135113115862,125.87143,19.905796,13,15.973481,17247784.0,177.52681894776447,50.89967809672198,269.0,8.0,105.0,100.0,100.0,100.0
8215,2021,19500.0,1641600.0,840.5,86.4,2004.5211159970006,222.75145,18.151773,0,16.044313,15481831.0,177.52681894776447,50.89967809672198,257.0,22.0,129.0,105.1,114.25,118.325
8225,2017,20600.0,1814000.0,879.7,94.44,2211.5084662822455,310.6014,16.838999,1,16.402859,15605383.0,355.92770085814504,55.70083988664711,254.0,24.0,135.0,96.7,94.2,101.7
8225,2018,21400.0,1303500.0,608.9,46.28,1626.5265205673732,118.88357,19.215294,10,17.04473,18000300.0,355.92770085814504,55.70083988664711,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8225,2019,19700.0,1592700.0,807.0,77.41,1889.6864908430155,197.7757,17.93285,4,15.3274145,17475156.0,355.92770085814504,55.70083988664711,258.0,15.0,121.0,90.0,102.65,110.55
8225,2020,18700.0,1294500.0,691.9,71.49,1932.1621593696166,154.82285,18.440449,9,14.58089,16877668.0,355.92770085814504,55.70083988664711,269.0,8.0,105.0,100.0,100.0,100.0
8225,2021,19500.0,1641600.0,840.5,73.95,1715.6751912960437,252.2057,16.786911,0,14.747178,15003567.0,355.92770085814504,55.70083988664711,257.0,22.0,129.0,105.1,114.25,118.325
8226,2017,20600.0,1814000.0,879.7,85.45,2000.9889712390711,273.7788,17.803373,3,17.483059,15702781.0,209.0248696311348,54.230921024529486,254.0,24.0,135.0,96.7,94.2,101.7
8226,2018,21400.0,1303500.0,608.9,63.1,2217.6712067372787,102.7125,20.407597,14,18.079975,18038548.0,209.0248696311348,54.230921024529486,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8226,2019,19700.0,1592700.0,807.0,79.42,1938.7534052803553,164.89314,19.035568,7,16.313322,17613600.0,209.0248696311348,54.230921024529486,258.0,15.0,121.0,90.0,102.65,110.55
8226,2020,18700.0,1294500.0,691.9,76.94,2079.459456454026,123.04187,19.533516,10,15.644168,16984628.0,209.0248696311348,54.230921024529486,269.0,8.0,105.0,100.0,100.0,100.0
8226,2021,19500.0,1641600.0,840.5,89.34,2072.73051508301,213.8825,17.726027,0,15.720044,15147313.0,209.0248696311348,54.230921024529486,257.0,22.0,129.0,105.1,114.25,118.325
8425,2018,21400.0,1303500.0,608.9,65.46,2300.6142185898925,202.89833,17.989033,3,15.805052,17549616.0,606.9436369425779,51.33948169282452,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
8425,2019,19700.0,1592700.0,807.0,74.15,1810.1053261336988,268.02167,16.977528,3,14.16635,17179628.0,606.9436369425779,51.33948169282452,258.0,15.0,121.0,90.0,102.65,110.55
8425,2020,18700.0,1294500.0,691.9,80.46,2174.5945914516624,282.63055,17.253607,2,13.498628,16994614.0,606.9436369425779,51.33948169282452,269.0,8.0,105.0,100.0,100.0,100.0
8425,2021,19500.0,1641600.0,840.5,76.39,1772.2843524422556,346.60553,15.951276,0,13.649767,15626688.0,606.9436369425779,51.33948169282452,257.0,22.0,129.0,105.1,114.25,118.325
9174,2018,69000.0,5147400.0,746.1,97.72,9037.233602684313,220.18001,18.737988,9,16.945377,17569098.0,497.4195387326888,42.40783205362409,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
9174,2019,67600.0,5589600.0,826.4,81.09,6633.209091682952,313.095,17.58321,5,15.165838,16688213.0,497.4195387326888,42.40783205362409,258.0,15.0,121.0,90.0,102.65,110.55
9176,2017,71100.0,6567700.0,923.7,90.92,6998.389079789554,278.37003,16.776697,2,16.468931,15652952.0,467.7335862393804,44.97050160649565,254.0,24.0,135.0,96.7,94.2,101.7
9176,2018,69000.0,5147400.0,746.1,81.33,7521.471642512435,163.44933,18.528051,5,16.869555,17754676.0,467.7335862393804,44.97050160649565,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
9176,2019,67600.0,5589600.0,826.4,81.94,6702.739585306463,233.04533,17.641024,6,15.342803,16813346.0,467.7335862393804,44.97050160649565,258.0,15.0,121.0,90.0,102.65,110.55
9176,2020,63500.0,5308100.0,835.7,84.97,6456.377879075771,229.66269,17.744404,3,14.113106,16596840.0,467.7335862393804,44.97050160649565,269.0,8.0,105.0,100.0,100.0,100.0
9176,2021,62900.0,5646400.0,897.1,86.33,6053.011920574058,298.09137,16.555883,0,14.602714,15292767.0,467.7335862393804,44.97050160649565,257.0,22.0,129.0,105.1,114.25,118.325
9177,2020,63500.0,5308100.0,835.7,91.04,6917.60200201316,316.00818,17.744055,3,14.143206,16682063.0,486.1818432301588,45.0013349006324,269.0,8.0,105.0,100.0,100.0,100.0
9177,2021,62900.0,5646400.0,897.1,93.44,6551.52825041631,408.8809,16.774342,0,14.82355,15808178.0,486.1818432301588,45.0013349006324,257.0,22.0,129.0,105.1,114.25,118.325
9178,2017,71100.0,6567700.0,923.7,85.34,6568.879499221739,303.47107,17.05686,3,16.749928,15910674.0,467.8151530219496,43.12180830083252,254.0,24.0,135.0,96.7,94.2,101.7
9179,2017,71100.0,6567700.0,923.7,88.42,6805.956472008274,333.78497,16.817968,1,16.294497,16105646.0,543.671344847516,44.93198598146209,254.0,24.0,135.0,96.7,94.2,101.7
9181,2017,71100.0,6567700.0,923.7,89.77,6909.870080210165,360.22223,16.34674,1,15.762698,16156167.0,627.7717723774085,49.032628629115536,254.0,24.0,135.0,96.7,94.2,101.7
9181,2018,69000.0,5147400.0,746.1,98.76,9133.413739266301,250.52779,18.162518,3,16.08303,17538746.0,627.7717723774085,49.032628629115536,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
9181,2019,67600.0,5589600.0,826.4,91.9,7517.473369412545,371.7889,16.991953,3,14.310415,16645625.0,627.7717723774085,49.032628629115536,258.0,15.0,121.0,90.0,102.65,110.55
9181,2020,63500.0,5308100.0,835.7,88.73,6742.0784890007435,358.56555,17.102856,1,13.379522,16750029.0,627.7717723774085,49.032628629115536,269.0,8.0,105.0,100.0,100.0,100.0
9181,2021,62900.0,5646400.0,897.1,77.68,5446.518776673149,453.76886,16.18537,0,13.918725,15714294.0,627.7717723774085,49.032628629115536,257.0,22.0,129.0,105.1,114.25,118.325
9185,2017,71100.0,6567700.0,923.7,89.45,6885.238706414162,277.2989,17.046558,2,16.708897,15905887.0,417.10512027480473,39.96029541523365,254.0,24.0,135.0,96.7,94.2,101.7
9185,2018,69000.0,5147400.0,746.1,78.3,7241.254513816841,173.67,18.845243,8,17.091257,17796692.0,417.10512027480473,39.96029541523365,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
9185,2019,67600.0,5589600.0,826.4,87.85,7186.181017441698,265.59113,17.839672,6,15.457647,16969184.0,417.10512027480473,39.96029541523365,258.0,15.0,121.0,90.0,102.65,110.55
9185,2020,63500.0,5308100.0,835.7,85.92,6528.5628736046865,239.71777,17.893301,4,14.270767,16761299.0,417.10512027480473,39.96029541523365,269.0,8.0,105.0,100.0,100.0,100.0
9185,2021,62900.0,5646400.0,897.1,81.05,5682.80570094437,311.40222,16.824526,0,14.852303,15579446.0,417.10512027480473,39.96029541523365,257.0,22.0,129.0,105.1,114.25,118.325
9186,2017,71100.0,6567700.0,923.7,87.0,6696.654750788508,275.383,17.146793,3,16.84284,15834862.0,438.441564024743,40.93424648046478,254.0,24.0,135.0,96.7,94.2,101.7
9186,2018,69000.0,5147400.0,746.1,74.14,6856.533967488896,189.654,19.00513,9,17.252548,17632282.0,438.441564024743,40.93424648046478,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125
9186,2019,67600.0,5589600.0,826.4,79.04,6465.517901179191,262.01498,17.931324,6,15.578029,16693453.0,438.441564024743,40.93424648046478,258.0,15.0,121.0,90.0,102.65,110.55
