district_no,year,yield,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,DTR_accumulation_phase,temp_min_peak_growth,temp_max_peak_growth,spring_freezing_days,state_name,latitude,longitude,avg_elevation,avg_soil_pawc
01001,1991,44.66,180.10635,16.58963,0.0,15093051.0,7.2105,12.9855,20.196,5.75,Schleswig-Holstein,54.78521719151133,9.438831043329618,37.978017794942346,47.15841674963206
01001,1992,47.55,211.17133,16.3921,1.58333,14383004.0,7.22601,12.84154,20.06755,4.41667,Schleswig-Holstein,54.78521719151133,9.438831043329618,37.978017794942346,47.15841674963206
01001,1993,48.92,319.48642,14.13353,0.0,12378344.0,5.79133,11.2965,17.08784,19.5,Schleswig-Holstein,54.78521719151133,9.438831043329618,37.978017794942346,47.15841674963206
01001,1994,47.56,242.10323,17.25036,5.16667,15476343.0,7.37301,13.49243,20.86544,6.41667,Schleswig-Holstein,54.78521719151133,9.438831043329618,37.978017794942346,47.15841674963206
01002,1979,38.6,206.20702,14.53303,0.0,13082135.0,6.05819,11.65606,17.71425,18.91667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1980,37.3,302.96982,15.43518,0.0,13125355.0,5.78665,12.62351,18.41016,22.16667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1981,43.7,215.35931,15.65653,0.0,13483780.0,6.36089,12.5336,18.89449,8.5,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1982,45.03,165.81583,16.84064,0.08333,15129164.0,7.44479,13.15706,20.60185,10.08333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1983,31.47,113.9363,17.03717,0.83333,15444728.0,7.67494,13.21692,20.89186,8.83333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1984,44.2,204.2348,15.14119,0.0,13149136.0,5.7039,12.44467,18.14857,24.75,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1985,44.17,272.12738,15.23667,0.0,13610324.0,6.21478,12.18667,18.40145,17.16667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1986,44.05,202.7602,14.48942,0.0,13381888.0,6.45772,11.36676,17.82448,19.16667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1987,32.54,274.81406,14.77469,0.0,13167661.0,5.74574,12.01395,17.75969,23.75,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1989,45.7,226.2213,16.05933,0.41667,13716517.0,6.92608,12.65362,19.5797,4.41667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1990,48.84,263.16345,15.34885,0.58333,14511403.0,6.64565,12.06847,18.71411,7.41667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1991,46.26,180.10635,16.58963,0.0,15093051.0,7.2105,12.9855,20.196,5.75,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1992,44.08,211.17133,16.3921,1.58333,14383004.0,7.22601,12.84154,20.06755,4.41667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1993,48.13,319.48642,14.13353,0.0,12378344.0,5.79133,11.2965,17.08784,19.5,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1994,42.82,242.10323,17.25036,5.16667,15476343.0,7.37301,13.49243,20.86544,6.41667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1995,44.27,169.50386,17.19515,1.41667,16138320.0,7.97065,13.20091,21.17156,15.0,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1996,44.41,202.81694,15.29433,0.0,14422591.0,7.18522,11.70824,18.89346,37.75,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1997,48.76,206.0508,17.48619,1.66667,14754973.0,7.5444,13.7381,21.2825,14.58333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1998,44.84,264.8832,15.03633,0.0,13071468.0,5.81046,12.26928,18.07974,13.5,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,1999,54.24,189.85016,17.64958,0.58333,15387068.0,7.74837,13.85249,21.60086,5.83333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2000,51.51,204.5431,15.19819,0.0,13077846.0,6.18186,12.19286,18.37472,6.91667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2001,50.14,345.41776,16.37172,0.91667,13595041.0,6.42308,13.21788,19.64095,19.66667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2002,52.77,313.91263,17.4582,0.91667,14356113.0,7.1224,13.90723,21.02963,12.33333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2003,47.54,155.45424,17.56595,3.33333,15809449.0,8.3536,13.35384,21.70744,22.75,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2004,54.43,306.5705,16.36746,0.0,14734185.0,6.87173,12.98703,19.85876,12.83333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2005,54.92,233.32977,16.44495,0.0,14098013.0,7.00923,13.03986,20.0491,18.41667,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2006,54.76,208.4992,18.55342,2.58333,16527808.0,7.8925,14.5729,22.4654,25.25,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2007,50.73,289.8268,16.0269,0.45455,13759313.0,5.96503,13.08113,19.04616,1.36364,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2008,55.09,294.4683,16.30777,0.83333,14117936.0,6.57969,13.04822,19.62792,12.83333,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2009,69.61,174.82744,17.121,0.63636,15173080.0,7.43838,13.39652,20.8349,4.72727,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2010,64.35,302.3953,16.89716,3.72727,14417123.0,6.83748,13.36826,20.20574,11.45455,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2011,71.77,376.53235,16.16912,0.0,12853591.0,5.93194,13.27162,19.20357,14.54545,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2012,65.0,255.44131,16.03872,0.45455,14469292.0,6.51864,12.81206,19.33069,5.54545,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2013,77.0,173.66415,16.64103,0.81818,15413722.0,7.46397,12.79519,20.25916,36.63636,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2014,89.85,222.85043,17.41827,0.09091,15631818.0,6.95033,13.91037,20.8607,5.18182,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01002,2015,70.13,269.14017,16.4532,0.72727,14927191.0,7.10009,12.88601,19.9861,7.72727,Schleswig-Holstein,54.323498021607314,10.132896569654715,26.115496976517644,51.365242304913146
01003,1979,39.0,203.75005,14.6851,0.0,13047761.0,6.54013,11.60749,18.14762,21.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1980,39.9,263.0541,15.4768,0.0,13052953.0,6.22092,12.46311,18.68403,26.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1981,42.4,224.292,15.74276,0.0,13422990.0,6.75475,12.4463,19.20105,9.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1982,44.94,114.20201,17.12798,0.0,15270880.0,8.1255,13.11728,21.24279,12.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1983,31.4,87.34001,17.24738,0.0,15320036.0,8.26406,13.114,21.37806,11.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1984,43.25,175.80795,15.27922,0.0,13067606.0,6.20889,12.33845,18.54734,27.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1985,44.63,227.26794,15.40279,0.0,13566793.0,6.95053,11.9754,18.92593,18.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1986,43.67,189.922,14.73901,0.0,13187797.0,7.05424,11.36716,18.42139,19.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1987,34.28,251.578,14.88715,0.0,13027327.0,6.17807,11.92518,18.10325,25.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1989,46.8,226.14398,16.25234,0.0,13850542.0,7.60666,12.49882,20.10549,6.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1990,47.33,215.83,15.44751,1.0,14503146.0,7.15593,11.95453,19.11046,9.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1991,46.25,159.86198,16.67961,0.0,14897489.0,7.84038,12.77355,20.61394,6.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1992,42.58,190.49602,16.61449,2.0,14439635.0,8.05497,12.64334,20.6983,5.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1993,53.02,294.65402,14.27102,0.0,12275608.0,6.27903,11.23713,17.51616,21.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1994,46.44,230.68402,17.40466,6.0,15460575.0,7.78423,13.45562,21.23985,7.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1995,46.3,143.85797,17.363,1.0,15923323.0,8.37432,13.14766,21.52198,21.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1996,49.83,198.77002,15.35327,0.0,14291310.0,7.51306,11.64374,19.1568,38.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1997,50.96,194.57602,17.6289,2.0,14725128.0,8.11013,13.6307,21.74082,19.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1998,52.55,233.09,15.17149,0.0,12899298.0,6.3749,12.15478,18.52968,17.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,1999,53.64,159.60399,17.91387,1.0,15496953.0,8.51019,13.76513,22.27532,7.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2000,56.7,231.31398,15.29554,0.0,12614908.0,6.71808,12.06864,18.78672,8.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2001,53.69,328.42395,16.49914,2.0,13481297.0,6.81862,13.1846,20.00322,20.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2002,51.62,273.52597,17.57242,1.0,14394538.0,7.57001,13.8259,21.39591,14.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2003,53.97,155.02795,17.83693,3.0,15745740.0,9.05925,13.30678,22.36602,26.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2004,58.24,259.67606,16.44582,0.0,14797543.0,7.56482,12.73318,20.298,14.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2005,61.19,225.80002,16.60269,0.0,14198395.0,7.64154,12.89725,20.53879,21.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2006,61.02,196.88799,18.70557,2.0,16519878.0,8.37147,14.50352,22.87499,25.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2007,62.45,248.994,16.17418,1.0,13646317.0,6.61664,12.91691,19.53354,1.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2008,61.38,220.89803,16.482,1.0,14212040.0,7.2629,12.86552,20.12841,15.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2009,66.23,130.17197,17.47264,1.0,15163981.0,8.49762,13.22114,21.71876,6.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2010,64.35,290.282,17.14971,6.0,14301619.0,7.30974,13.42134,20.73107,13.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2011,70.78,358.4059,16.33548,0.0,12822789.0,6.5484,13.13311,19.68151,17.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2012,65.0,219.39397,16.19746,1.0,14424420.0,7.39171,12.56681,19.95852,9.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2013,68.0,138.49199,16.88704,1.0,15294855.0,8.17621,12.68076,20.85697,38.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2014,87.36,199.72398,17.47952,0.0,15704313.0,7.35414,13.81238,21.16652,7.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01003,2015,66.13,214.228,16.65735,1.0,14916368.0,7.89595,12.65792,20.55388,11.0,Schleswig-Holstein,53.87211517549424,10.727752984399412,11.915290580661368,50.81297147747615
01004,1979,38.6,206.20702,14.53303,0.0,13082135.0,6.05819,11.65606,17.71425,18.91667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1980,38.0,302.96982,15.43518,0.0,13125355.0,5.78665,12.62351,18.41016,22.16667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1981,41.1,215.35931,15.65653,0.0,13483780.0,6.36089,12.5336,18.89449,8.5,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1982,40.91,165.81583,16.84064,0.08333,15129164.0,7.44479,13.15706,20.60185,10.08333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1983,29.5,113.9363,17.03717,0.83333,15444728.0,7.67494,13.21692,20.89186,8.83333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1984,42.72,204.2348,15.14119,0.0,13149136.0,5.7039,12.44467,18.14857,24.75,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1985,44.16,272.12738,15.23667,0.0,13610324.0,6.21478,12.18667,18.40145,17.16667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1986,42.96,202.7602,14.48942,0.0,13381888.0,6.45772,11.36676,17.82448,19.16667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1987,29.79,274.81406,14.77469,0.0,13167661.0,5.74574,12.01395,17.75969,23.75,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1989,43.26,226.2213,16.05933,0.41667,13716517.0,6.92608,12.65362,19.5797,4.41667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1990,44.63,263.16345,15.34885,0.58333,14511403.0,6.64565,12.06847,18.71411,7.41667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1995,45.2,169.50386,17.19515,1.41667,16138320.0,7.97065,13.20091,21.17156,15.0,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1996,44.7,202.81694,15.29433,0.0,14422591.0,7.18522,11.70824,18.89346,37.75,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1997,47.9,206.0508,17.48619,1.66667,14754973.0,7.5444,13.7381,21.2825,14.58333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1998,42.99,264.8832,15.03633,0.0,13071468.0,5.81046,12.26928,18.07974,13.5,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,1999,54.76,189.85016,17.64958,0.58333,15387068.0,7.74837,13.85249,21.60086,5.83333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2000,45.59,204.5431,15.19819,0.0,13077846.0,6.18186,12.19286,18.37472,6.91667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2001,48.92,345.41776,16.37172,0.91667,13595041.0,6.42308,13.21788,19.64095,19.66667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2002,45.62,313.91263,17.4582,0.91667,14356113.0,7.1224,13.90723,21.02963,12.33333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2003,44.88,155.45424,17.56595,3.33333,15809449.0,8.3536,13.35384,21.70744,22.75,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2004,51.18,306.5705,16.36746,0.0,14734185.0,6.87173,12.98703,19.85876,12.83333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2005,51.97,233.32977,16.44495,0.0,14098013.0,7.00923,13.03986,20.0491,18.41667,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2006,51.82,208.4992,18.55342,2.58333,16527808.0,7.8925,14.5729,22.4654,25.25,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2007,52.98,289.8268,16.0269,0.45455,13759313.0,5.96503,13.08113,19.04616,1.36364,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2008,52.13,294.4683,16.30777,0.83333,14117936.0,6.57969,13.04822,19.62792,12.83333,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2009,57.68,174.82744,17.121,0.63636,15173080.0,7.43838,13.39652,20.8349,4.72727,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2010,56.31,302.3953,16.89716,3.72727,14417123.0,6.83748,13.36826,20.20574,11.45455,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2011,64.8,376.53235,16.16912,0.0,12853591.0,5.93194,13.27162,19.20357,14.54545,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2012,56.0,255.44131,16.03872,0.45455,14469292.0,6.51864,12.81206,19.33069,5.54545,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2013,60.0,173.66415,16.64103,0.81818,15413722.0,7.46397,12.79519,20.25916,36.63636,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2014,72.88,222.85043,17.41827,0.09091,15631818.0,6.95033,13.91037,20.8607,5.18182,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01004,2015,66.13,269.14017,16.4532,0.72727,14927191.0,7.10009,12.88601,19.9861,7.72727,Schleswig-Holstein,54.08062378445363,9.985076254757091,23.629286475696414,52.75598511037357
01051,1979,35.4,223.2672,14.81949,0.0,13457334.0,4.60114,12.67331,17.27445,10.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1980,40.5,348.93167,15.80964,0.0,13603224.0,4.54806,13.62669,18.17475,15.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1981,42.9,198.3261,15.94849,0.0,14020175.0,5.03095,13.49395,18.5249,8.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1982,49.57,214.38226,16.93168,0.0,15361338.0,5.86422,14.03268,19.8969,5.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1983,40.3,139.86002,17.10622,0.0,15735007.0,5.94436,14.183,20.12737,6.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1984,45.18,250.7055,15.40236,0.0,13476608.0,4.31613,13.41863,17.73476,19.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1985,45.58,333.35663,15.51871,0.0,13930312.0,4.46334,13.38881,17.85215,12.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1986,48.18,219.57446,14.72873,0.0,13949867.0,4.78974,12.41903,17.20878,13.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1987,28.92,291.90057,15.15646,0.0,13776122.0,4.38668,13.07302,17.45969,20.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1989,50.47,216.06503,16.27012,0.0,13973624.0,5.35151,13.6756,19.02711,3.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1990,53.43,330.78778,15.57672,0.0,14750935.0,5.06144,13.09298,18.15442,6.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1991,49.28,198.94943,16.83237,0.0,15653070.0,5.67541,13.95248,19.62789,3.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1992,56.46,245.80276,16.49314,1.0,14741141.0,5.48997,13.86286,19.35283,3.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1993,53.34,332.75552,14.49922,0.0,12953778.0,4.44604,12.3178,16.76384,16.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1994,50.53,253.14336,17.42162,4.0,15905284.0,6.0644,14.33168,20.39608,4.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1995,53.74,221.5489,17.26931,0.0,16643023.0,6.53327,14.02951,20.56278,7.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1996,52.04,201.25224,15.64681,0.0,14954513.0,6.06469,12.60388,18.66857,32.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1997,56.07,215.78835,17.6027,0.0,15245606.0,6.18656,14.49314,20.6797,9.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1998,47.38,304.9911,15.33554,0.0,13646954.0,4.42811,13.22131,17.64941,10.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,1999,61.72,218.50552,17.70518,0.0,15604043.0,6.18968,14.66542,20.8551,2.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2000,60.02,185.13055,15.52371,0.0,13898330.0,4.76065,13.21546,17.97611,2.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2001,57.25,396.4366,16.5865,0.0,14127285.0,5.17756,14.02536,19.20293,19.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2002,56.03,358.68713,17.60155,0.0,14556538.0,5.8843,14.6369,20.5212,11.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2003,62.48,171.09003,17.51568,0.0,16268100.0,6.54406,14.20091,20.74498,16.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2004,60.04,337.0428,16.69829,0.0,15068746.0,5.38484,14.05263,19.43747,10.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2005,65.71,258.34888,16.58417,0.0,14252360.0,5.45831,13.93765,19.39596,15.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2006,65.53,207.27277,18.6259,1.0,16946526.0,6.45683,15.34635,21.80318,22.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2007,61.06,337.51495,16.30437,0.0,14098207.0,4.52048,14.08274,18.60323,1.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2008,65.92,395.41885,16.50342,0.0,14347272.0,5.16275,13.96435,19.1271,9.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2009,71.1,221.9078,17.12243,0.0,15533389.0,5.74522,14.24289,19.98811,3.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2010,64.84,318.0634,16.97165,1.0,14911143.0,5.60255,14.0488,19.65135,9.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2011,71.49,412.1216,16.36919,0.0,13080993.0,4.5169,14.20404,18.72095,11.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2012,65.33,317.54843,16.31191,0.0,14849260.0,5.01519,13.82177,18.83696,3.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2013,71.32,205.6511,16.67245,1.0,15834714.0,6.06036,13.57538,19.63574,35.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2014,87.65,236.76443,17.67675,0.0,15957013.0,5.94094,14.64679,20.58772,4.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2015,74.09,347.4795,16.60067,1.0,15131585.0,5.74832,13.73681,19.48512,4.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2016,75.61,190.10164,17.46484,0.0,15340693.0,5.5938,14.62291,20.2167,8.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2017,75.65,344.8206,16.1082,0.0,14343538.0,5.34438,13.40064,18.74502,1.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2018,67.25,137.63835,17.8618,2.0,16543952.0,6.7194,14.35284,21.07224,16.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2019,86.17,265.6017,17.09,2.0,15171623.0,5.38537,14.43557,19.82095,2.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
01051,2020,81.5,206.15607,16.98477,0.0,15266287.0,6.25867,13.77807,20.03674,7.0,Schleswig-Holstein,54.13288386150528,9.10891129597937,4.312761096339693,60.66861105434826
