district_no,avg_elevation,avg_soil_pawc
05162,52.37456553622641,42.423848760014735
05382,171.6456726666031,57.84951835677244
05378,186.06712086021398,69.64098540337925
05970,469.3284625602734,69.91379258858827
05974,184.84553569694518,63.280521381380524
05122,171.2162120312152,71.84925100568823
05334,307.8268428732844,66.01130205590341
05566,60.48607477092469,47.079226518995284
05978,98.65422229152693,54.214903738552835
05166,48.98895390569765,41.116174446336814
05570,75.57914588818122,47.5917227851192
05170,31.455906099143768,42.85644848180261
05124,241.47622899001195,75.75104267644245
07131,347.57489971801135,61.81875079042029
07132,310.9663154493862,64.84360318462323
07331,184.74102991462405,48.122795451845974
07332,265.18497040983937,54.88075242723909
07133,296.724437063036,51.07921936344532
07231,355.3756575149759,57.613005093755454
07134,458.487790345392,57.386752243426294
07135,342.1637422063681,57.49479095297428
07333,306.88693803773396,50.4921750699735
07232,423.2594920836417,58.71395684411557
07311,93.29146443551785,38.251034718809755
07334,120.12467382252187,47.66931692198731
07312,307.0999278985616,56.437655957272895
07335,327.02563626045617,55.043391058621744
07111,173.59164720950358,52.467054766996846
07336,323.96656978041557,53.26849725540477
07313,257.0028958381994,55.792767426251636
07314,94.37114149514181,40.49808298618873
07339,190.07160074730552,48.845446844177324
07315,148.2445709198635,50.46420046860457
07137,275.56174301379946,52.56413776581187
07316,226.34650344216297,54.46058919009492
07138,249.40598716856363,61.65523620154892
07317,368.5906357568525,59.682086722162495
07140,402.08769262306606,50.034844385134825
07141,287.97564489474087,52.839688316620986
07338,100.9821622520557,41.94914260173256
07337,251.85473949706744,56.42069397953205
07340,341.36978605764324,62.23670456930897
07318,101.05949628245553,40.71062478527164
07235,364.0308839934739,56.982755800762035
07211,224.31277919240745,58.608891282291665
07233,491.18424474420334,62.168318451789794
07143,376.18141952814415,61.30780732366011
07319,110.25007935680422,45.20564246021882
07320,295.36507520049474,53.670836816825876
10042,320.8163625886625,56.247674767534434
10043,314.8636435988922,52.302018848031594
10041,273.13134959717854,58.31516571864655
10044,256.7336742030686,54.71412958035696
10045,291.40121944759454,54.20223334076433
10046,395.71982344224597,52.53130985099888
15081,54.594244413366845,42.174990313422974
15082,81.09998059478208,41.782683556499926
15083,96.70173749572442,49.62776047125312
15084,195.5577132908131,57.625015572046195
15001,71.07372756150643,41.98656922605787
15002,97.20921623980709,53.832800855466246
15085,283.1943469339319,58.9768212184164
15086,57.07503225675692,40.29411328092959
15003,57.110934902069246,54.210621069505954
15087,245.61759723344343,58.864698828747045
15088,136.769353440071,53.86927127553489
15089,87.64581510218584,54.72523792760443
15090,35.61396156430523,37.76264303725175
15091,94.13399078409,38.79986127633599
14625,198.79840653806713,42.9309437004101
14511,364.3947286795473,53.220051536239346
14612,194.1835175038523,45.97853381067089
14521,607.0818577775426,55.46972012595823
14626,223.22497712528934,43.94385284188461
14713,123.59486696935014,47.75030443533704
14729,157.08459540406392,50.09724502977371
14627,155.04697258591955,41.11461039028564
14522,354.76248611154307,54.89524089500766
14730,117.79437001546253,42.88446493582184
14628,384.98984559106736,48.99689899412168
14523,525.240298483229,50.579235561259196
14524,343.0609384070534,52.00876295096663
01051,4.312761096339693,60.66861105434826
01001,37.978017794942346,47.15841674963206
01053,40.00613405135157,48.825372888321105
01002,26.115496976517644,51.365242304913146
01003,11.915290580661367,50.81297147747615
01004,23.629286475696418,52.75598511037357
01054,3.878989444346276,57.131570505240724
01055,28.392093552669028,47.668846579652715
01056,10.018063281926649,56.5367534390414
01057,35.654068246973694,49.749897626765545
01058,18.6739993731766,53.524419287712355
01059,21.813499268367053,51.94983958903685
01060,34.30699266787498,50.82564035364499
01061,8.498057820216552,61.49693127291663
01062,38.927439267568936,47.974133356342335
16077,227.83220903103782,53.354499630238614
16061,346.8863602410155,56.91366926795253
16056,290.8758587047477,54.048062263164205
16051,247.10317176604275,58.24566985599352
16052,266.0037717300465,55.77280584513514
16067,385.15297235244526,59.659898918923155
16076,345.58282326892333,51.81728158176075
16069,457.2067678870284,55.396020260760494
16070,491.93560482323153,60.49259630510207
16053,274.1636945031705,57.12906926960489
16065,255.3944509348272,57.7760652335081
16062,287.5644480155212,55.89379781697348
16068,182.7582739898777,56.81968900391705
16074,293.8711554302379,56.34634215180621
16075,473.78533538472414,53.56651124174638
16073,454.5575443423289,58.79756159848033
16066,471.66110006503663,59.29756782040675
16072,584.2152325078351,64.18265553049567
16054,582.2504874911127,69.16672048974606
16064,288.48125861461494,57.97816110990006
16063,356.1552828377808,55.30591591571282
16071,298.83041021743145,56.61191675710935
16055,300.96656069160815,57.0281198743581
