ID,Description,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
LWPR-132,Zuckerrüben,127.7,131.4,134.5,143.0,145.1,140.2,137.7,137.7,137.7,136.4,133.5,132.9,132.9,132.9,131.2,131.2,131.2,117.9,124.7,124.5,111.5,121.9,126.7,119.8,127.8,124.0,120.2,105.3,95.5,89.2,84.2,110.2,139.8,155.3,150.4,106.8,109.9,111.4,96.7,95.4,90.0,100.0,105.1,157.7,189.9,148.3
