district_no,year,winter_cropland_ndvi_mean,winter_cropland_ndvi_anomaly,winter_cropland_LST_mean,winter_cropland_LST_anomaly,winter_cropland_snow_cover_days
08425,2001,0.482017286342339,0.1756303428147295,2.9885751662492117,1.2406648442642894,1.709119078076174
08115,2001,0.4919980047282657,0.08694152968021712,4.416733698209011,1.3687942846201282,2.094749064556497
08211,2001,0.4259144536243108,0.024716243576967334,5.408339093464933,0.6916517961251403,0.1571512654502649
08426,2001,0.5130952450331094,0.16037702525853498,3.3826593440167843,1.47720965604854,2.3485934388050964
08435,2001,0.46814918740329453,0.11991657868186806,3.3815744041193163,0.7949013974589927,2.3319546784863956
08315,2001,0.3948902427712075,0.0334134392737343,5.285771863872589,0.5417290057697697,0.6421978705752214
08235,2001,0.5260938760549335,0.11183690847143485,3.641766271413315,1.358524783194294,2.582627864327659
08316,2001,0.42383326040287483,0.01448587050944472,6.069938655272126,0.8471139530807505,0.5527955785063979
08236,2001,0.49588471758002056,0.04595487497551837,4.789643048662421,1.3284781218121666,1.3916086151976945
08116,2001,0.467985526609021,0.058800033610181934,4.991881609349851,1.43440637292669,1.5215255183372975
08311,2001,0.43892819528448124,0.004940862558591441,6.083113497731787,0.802518287373645,0.10144822853840875
08237,2001,0.5456578854356142,0.1619345456399393,3.8849356393646217,1.5235808901129673,2.2153774950055958
08117,2001,0.5187064612436372,0.13154581008261051,3.9099205446583034,1.5340838304010225,2.309866549400056
08221,2001,0.3701398077414258,-0.009146106733297577,4.67791555946739,-0.136201353341467,2.125621890547264
08135,2001,0.4670975123714351,0.16198240964795801,2.9940937173761104,1.4966555969762454,1.0438472607564842
08125,2001,0.41622083143984345,0.021191205416526915,4.343714931271069,0.7461103998474727,1.3969573759652973
08121,2001,0.3485525008999241,-0.0147594880115135,4.524120555172651,0.539719744115263,1.886015164279697
08126,2001,0.5098348408363227,0.09228261315377201,3.5711973995578967,0.6384466965538347,1.886823124195803
08215,2001,0.4529767155561881,0.020199938216168667,5.247057114135027,1.121321381055714,1.7311524844849857
08212,2001,0.45427229557916315,0.041841720467324706,5.26091529093593,0.845703071899103,1.113713862120089
08335,2001,0.3908820819381683,0.05162542976070844,3.258293186298604,0.6307051104973889,0.9924083342677446
08336,2001,0.4789337505425586,0.042501388721696565,5.231418089832547,0.7557741406090592,0.47633970781102264
08118,2001,0.43227063963362566,0.028869318553386203,4.9732166456582565,1.0361752447802535,1.648759427042542
08128,2001,0.48369794933092924,0.09739341500208082,3.280754903544243,0.6736015857728908,1.824460302038906
08222,2001,0.3492556667953255,-0.015143234003963169,4.679468901034425,-0.4270951776756089,2.4018343905366017
08225,2001,0.47605400959672195,0.08633358590358514,2.9397645556573444,0.44391891885906043,1.3356364377375423
08317,2001,0.42916909695015265,0.03400391032189959,5.786088224876133,1.048177841457707,0.44991291109682413
08136,2001,0.5214566129074618,0.14654596535465175,3.2496734349866254,1.3425565481874915,1.1784811937658317
08231,2001,0.5027699967513541,0.060293435799901374,5.2024850134862435,1.6483313579933028,1.014402880576115
08216,2001,0.4330082254566099,0.032138454151724505,5.376780606301624,0.8624729149782793,0.9611407638917074
08436,2001,0.5696796665939209,0.20808598010791962,3.8669765579000774,1.6962676552375688,3.9793961396502695
08119,2001,0.4826708291519211,0.04715468313873045,4.535684168585708,0.9263780905365566,1.9113280510560045
08415,2001,0.49198434763299953,0.20355430807816421,2.565304138641728,1.1718616810037965,3.495264005330078
08226,2001,0.44031422484731814,0.025364946342210037,4.652963363636078,0.6072399693538504,1.392083623738985
08325,2001,0.5305719487920683,0.18287646485176678,3.267049930906044,1.4374075126158807,2.408162434343571
08127,2001,0.5357847773105048,0.1517291904966403,3.4153049865132545,1.1415481337588078,1.2784357105674125
08326,2001,0.4932787297123441,0.1707526890238375,2.7654653423708964,1.4426810249081832,3.1975708644605763
08437,2001,0.48571915653365805,0.17016537143513782,2.5455085488566898,1.066709708314181,3.192954675663633
08111,2001,0.4082872358403195,0.03903158023153008,5.440306306095435,1.272508847054092,1.1065145684442002
08416,2001,0.5110271324512389,0.08786900469907472,4.87882243662483,1.5622581817623966,1.0677147173149506
08327,2001,0.48464936105754763,0.17717352451792084,2.8111854523315984,1.4069472021660379,3.6757745831692263
08421,2001,0.47253574334933884,0.17513215759741124,3.161822755352998,1.0847939057495384,0.808697448610681
08337,2001,0.40875572669862925,0.07747601889841216,3.748601176399505,1.442863821715616,1.5800965129385904
08417,2001,0.5092963338704044,0.15295093308497232,3.5140586957509847,1.2566927554472325,2.9332720701431945
09771,2001,0.45196866223035287,0.09901503106723097,3.0997924556957024,0.9705252517039185,2.6006885255467163
09171,2001,0.20548004162696298,-0.1578640483213662,-0.2467500750835349,-2.0036703090375645,9.067945060380618
09371,2001,0.448108671534751,0.13646897139620712,1.587190496396159,0.9784045379834309,3.7635433547774557
09361,2001,0.5041111759372253,0.1723350660699431,2.84906509350915,1.683498912451166,1.0921264059989289
09561,2001,0.5318196726663168,0.16181631882201292,2.698879702237755,1.0119255877957085,0.8770265859054809
