year,district_no,kreisYield,Super_Ensemble_pred,Predicted_Best_Model,Prob_Hybrid_XGB,Prob_Native_Ensemble,Prob_Robust_Linear,Prob_Statistical_Trend,Prob_V31_Solar_Gated
2005,3457,599.4,609.2455246467524,Statistical_Trend,0.24275349,0.09944283,0.17849351,0.46933895,0.009971184
2006,3457,648.4,612.5957598365599,Robust_Linear,0.2614226,0.08927235,0.52808595,0.112533204,0.008685932
2008,3457,632.0,624.3896407511824,Hybrid_XGB,0.34339407,0.20614424,0.23145846,0.20894459,0.010058772
2010,3457,715.0,646.7945046586138,Hybrid_XGB,0.36532062,0.20795447,0.33182558,0.08328088,0.011618482
2011,3457,737.9,692.4850878162555,Robust_Linear,0.28078702,0.07353913,0.3389996,0.2892626,0.017411722
2012,3457,750.6,722.847731549002,Native_Ensemble,0.21872534,0.44468328,0.26596934,0.063996114,0.0066258465
2013,3457,796.3,739.0470181854685,Robust_Linear,0.22085017,0.08444105,0.44495815,0.23967075,0.010079875
2014,3457,863.6,820.311197132384,V31_Solar_Gated,0.047691565,0.051292144,0.07594654,0.07884533,0.7462244
2015,3457,731.5,802.8523994114923,Robust_Linear,0.21685609,0.19098738,0.46277544,0.11866705,0.010713972
2020,3457,812.2,878.1190993000226,Hybrid_XGB,0.34060663,0.3224605,0.10208479,0.22458468,0.010263311
2000,3458,546.9,493.3180298398832,Robust_Linear,0.07893798,0.01038139,0.7436686,0.13772,0.02929199
2001,3458,519.9,530.3478459624916,Statistical_Trend,0.09645552,0.007885172,0.12918921,0.76109064,0.005379387
2002,3458,534.3,534.2604299150953,Statistical_Trend,0.15497509,0.011742955,0.18515672,0.643552,0.004573178
2003,3458,492.4,529.5224145156184,Robust_Linear,0.37631685,0.021245949,0.4304322,0.15558733,0.016417775
2004,3458,524.5,536.2918358946185,V31_Solar_Gated,0.15476806,0.012757693,0.2102451,0.1509067,0.47132245
2005,3458,555.0,531.3368907189877,Robust_Linear,0.17107439,0.1187213,0.59273916,0.10923455,0.0082306
2006,3458,496.2,543.0243403828572,Robust_Linear,0.33620098,0.061707437,0.38974196,0.20362163,0.008728041
2007,3458,596.2,550.3624583093015,Robust_Linear,0.17921521,0.09602516,0.44554168,0.2707344,0.008483572
2008,3458,620.8,562.0964306458252,Native_Ensemble,0.2142637,0.5681421,0.13014345,0.08188917,0.0055615227
2010,3458,613.1,591.8189338111296,Native_Ensemble,0.1816547,0.32549283,0.32135698,0.15695672,0.014538822
2011,3458,724.2,656.6296918685989,V31_Solar_Gated,0.048371807,0.077181816,0.117304295,0.04337275,0.7137694
2012,3458,736.9,657.8640044568685,Robust_Linear,0.2928588,0.10970246,0.4665505,0.12049942,0.010388869
2013,3458,741.6,696.1961645917809,Robust_Linear,0.24277453,0.07542611,0.45551413,0.2154158,0.010869396
2014,3458,835.5,795.5486485130025,V31_Solar_Gated,0.061591446,0.060731586,0.08203043,0.067075945,0.7285706
2015,3458,830.6,779.2156372097979,Robust_Linear,0.26781124,0.19166538,0.39188898,0.13390899,0.014725415
2016,3458,688.5,794.3472682834047,Robust_Linear,0.2736439,0.16686346,0.3738555,0.17059162,0.015045528
2000,3459,558.7,519.2176570175632,Robust_Linear,0.09735576,0.010109683,0.70181865,0.1683719,0.022344014
2001,3459,544.8,552.6651857585231,Robust_Linear,0.18519615,0.014685822,0.6924232,0.098824814,0.008870021
2002,3459,539.9,558.1430629667083,Robust_Linear,0.3632053,0.021756979,0.47119027,0.13557638,0.008271035
2003,3459,566.1,543.0535436841324,Robust_Linear,0.2826499,0.020866044,0.4833499,0.19306868,0.020065365
2004,3459,575.4,551.5748545506829,Statistical_Trend,0.2627278,0.031505637,0.16193745,0.51815695,0.025672117
2005,3459,591.0,565.1968532635633,Native_Ensemble,0.14755481,0.48277935,0.14028214,0.22173868,0.0076449094
2006,3459,588.4,582.4921498424571,Native_Ensemble,0.16788568,0.53817326,0.16803505,0.118713155,0.007192916
2007,3459,629.7,602.2136141805306,Robust_Linear,0.2909284,0.10563002,0.5193133,0.075971484,0.008156827
2008,3459,595.1,615.4968157294828,Native_Ensemble,0.08823761,0.44721854,0.04780687,0.41072515,0.006011899
2009,3459,709.6,610.8515047948348,Statistical_Trend,0.23920219,0.081323184,0.22022423,0.44916302,0.0100873755
2010,3459,641.6,631.409394788247,Robust_Linear,0.212326,0.123534404,0.3333335,0.30496773,0.025838392
2011,3459,783.5,706.6999315527132,V31_Solar_Gated,0.05186687,0.06518187,0.08359091,0.042101294,0.7572591
2012,3459,729.5,698.3131757517872,Native_Ensemble,0.27473933,0.36366656,0.2092484,0.14309485,0.009250847
2013,3459,743.8,727.2954024545129,Robust_Linear,0.10708205,0.08900112,0.531026,0.1614164,0.11147442
2014,3459,858.4,830.3866815146475,V31_Solar_Gated,0.029497985,0.038424186,0.03981775,0.043865826,0.8483943
2015,3459,806.2,783.8575874949153,Robust_Linear,0.26620325,0.26844576,0.33095533,0.12117914,0.013216609
2017,3459,866.1,843.33363602991,Robust_Linear,0.3192536,0.23162062,0.33324674,0.09770588,0.018173188
2018,3459,748.7,746.7807342481751,V31_Solar_Gated,0.3902376,0.04821905,0.09030864,0.058587376,0.41264734
2019,3459,872.5,830.9920555950316,Robust_Linear,0.29168147,0.1881493,0.3492767,0.15758392,0.013308643
2020,3459,835.0,816.3934397918207,Robust_Linear,0.24430403,0.16567227,0.33902413,0.22785363,0.023145942
2021,3459,790.8,843.6463424015208,Robust_Linear,0.3179367,0.0928135,0.32197747,0.2550354,0.012236912
2022,3459,734.2,857.7202653169273,Statistical_Trend,0.3428495,0.07459186,0.19230841,0.3808901,0.00936014
2023,3459,844.5,821.071500720967,Statistical_Trend,0.2901123,0.09742057,0.15270363,0.450874,0.008889534
2024,3459,864.7,835.6833442315685,Robust_Linear,0.2522002,0.13902919,0.49681064,0.10348491,0.008475007
2000,3460,552.6,521.4079021010052,Statistical_Trend,0.10117497,0.011645191,0.14183998,0.70529616,0.040043656
2001,3460,542.2,540.3460154069076,Robust_Linear,0.2072377,0.020151647,0.61683273,0.14380857,0.011969337
2003,3460,488.4,551.6318752340244,Statistical_Trend,0.17800854,0.02378162,0.20862764,0.57565516,0.0139270555
2004,3460,536.7,532.6927726162046,V31_Solar_Gated,0.18019444,0.014303998,0.24507596,0.11595145,0.44447413
2005,3460,571.0,524.2448819678278,Robust_Linear,0.24916635,0.24490707,0.36195993,0.13242765,0.0115391165
2008,3460,647.7,567.0675517425921,Native_Ensemble,0.183338,0.61684495,0.12265864,0.07215272,0.005005742
2010,3460,605.4,617.854277344332,Hybrid_XGB,0.39530498,0.0813241,0.24700394,0.2623631,0.014003882
2011,3460,729.4,660.7584712573625,V31_Solar_Gated,0.052591663,0.07401855,0.117121845,0.0510692,0.7051987
2012,3460,711.9,678.8581853646851,Robust_Linear,0.34696805,0.09072868,0.42422542,0.12724073,0.010837191
2013,3460,698.4,698.1740444761294,Robust_Linear,0.22120678,0.20922132,0.39058906,0.16819821,0.010784599
2014,3460,846.1,769.5818852162542,V31_Solar_Gated,0.048448674,0.04250549,0.047660835,0.037818193,0.82356685
2015,3460,755.8,760.4509830021569,Robust_Linear,0.25437984,0.11629959,0.51573,0.10253691,0.011053647
2000,5116,770.7,547.5145543473664,Robust_Linear,0.1343989,0.01601397,0.49276525,0.2654907,0.091331124
2001,5116,560.0,634.7469007384957,Robust_Linear,0.21965174,0.020611994,0.5980728,0.15280657,0.008856798
2002,5116,465.0,617.9416260340694,Hybrid_XGB,0.37796837,0.024471348,0.32235542,0.2606191,0.014585726
2003,5116,602.0,570.5177246702711,Robust_Linear,0.24255484,0.017576272,0.5702722,0.14923243,0.020364245
2004,5116,665.0,600.6915259420764,V31_Solar_Gated,0.11309897,0.011983742,0.24286334,0.07469762,0.55735636
2005,5116,685.0,620.6796731125927,Native_Ensemble,0.15621579,0.5270927,0.14764853,0.16142344,0.00761955
2006,5116,620.0,657.021175467872,Native_Ensemble,0.14624703,0.4414217,0.33517182,0.07034815,0.006811367
2007,5116,720.0,654.9849535496124,Robust_Linear,0.23653974,0.17792255,0.462825,0.11243502,0.010277658
2008,5116,350.0,690.1641789432994,Native_Ensemble,0.12360941,0.5616927,0.05739262,0.24546681,0.011838488
2009,5116,820.0,596.8152181027443,Robust_Linear,0.11725527,0.10503753,0.6413012,0.12853172,0.007874272
2010,5116,746.7,620.6898286853913,Native_Ensemble,0.15295504,0.5979376,0.12358598,0.111096926,0.014424492
2011,5116,781.0,738.3429569898904,V31_Solar_Gated,0.046423428,0.07520587,0.07987569,0.036394294,0.7621007
2012,5116,797.5,736.5157386104387,Robust_Linear,0.25498828,0.10834479,0.5173791,0.11010468,0.009183141
2013,5116,700.0,753.4264235769903,Robust_Linear,0.05858821,0.062084395,0.6804927,0.0847532,0.11408154
2014,5116,865.0,844.5749777460684,V31_Solar_Gated,0.02898967,0.04115214,0.096737824,0.035335343,0.7977851
2015,5116,849.0,791.5147491422567,Robust_Linear,0.20180202,0.21150832,0.49550253,0.08196241,0.009224778
2016,5116,865.5,824.9616118810985,Robust_Linear,0.3065522,0.17940798,0.32217,0.17939469,0.012475076
2018,5116,644.0,735.4245688180907,V31_Solar_Gated,0.16103053,0.049263768,0.08124234,0.0317811,0.67668223
2019,5116,814.8,815.5322094169956,Robust_Linear,0.30727893,0.1282174,0.43102643,0.12417733,0.009299898
2020,5116,806.5,789.4135970406622,Statistical_Trend,0.2249793,0.34037554,0.08238382,0.34168255,0.010578781
2021,5116,836.1,799.5573253806189,Robust_Linear,0.30237952,0.07580411,0.48095503,0.1308247,0.010036633
2022,5116,853.2,820.6500368922917,Robust_Linear,0.29720885,0.09758807,0.45892155,0.13712734,0.009154203
2023,5116,657.5,820.7149714725738,Statistical_Trend,0.3427579,0.09136953,0.14624643,0.41008282,0.00954331
2024,5116,831.1,818.5925350029304,Robust_Linear,0.18698673,0.19529246,0.52576834,0.08099407,0.010958436
2000,5154,598.7,581.9336321337162,Robust_Linear,0.11562518,0.010307163,0.7035414,0.16390873,0.0066175726
2001,5154,522.1,598.4321670491964,Robust_Linear,0.3157585,0.022347458,0.51949537,0.13379113,0.008607541
2002,5154,579.5,587.3941660260167,Robust_Linear,0.16233881,0.017349586,0.49763298,0.31499708,0.007681558
2003,5154,568.2,593.3688431502643,Robust_Linear,0.17405978,0.020174643,0.61967397,0.16341074,0.022680802
2004,5154,592.1,587.0880632633883,V31_Solar_Gated,0.11177528,0.013058604,0.29107872,0.13721034,0.44687706
2005,5154,605.2,592.5858937336609,Robust_Linear,0.1794728,0.11414501,0.605951,0.09082247,0.009608709
2006,5154,577.2,600.2219008721398,Statistical_Trend,0.15780203,0.06433975,0.33148795,0.44049963,0.005870721
2007,5154,657.2,624.0102285236908,Robust_Linear,0.17342038,0.1401234,0.61545867,0.0627874,0.008210165
2008,5154,664.7,618.1452019149082,Robust_Linear,0.28133503,0.15039927,0.4521869,0.10722285,0.008855936
2009,5154,699.0,659.5948056120283,V31_Solar_Gated,0.17434132,0.033167277,0.08649929,0.18932283,0.51666933
2010,5154,651.7,658.0407388201409,Native_Ensemble,0.13733242,0.36093894,0.3362365,0.14225219,0.023239885
2011,5154,771.1,722.2762229109247,V31_Solar_Gated,0.05475706,0.073654726,0.06372644,0.032661133,0.7752006
2012,5154,759.2,718.9613475587731,Robust_Linear,0.21789506,0.32300052,0.36241177,0.08909305,0.0075995936
2013,5154,689.2,726.7891701366385,Robust_Linear,0.16190714,0.08319334,0.66424763,0.0828587,0.0077931504
2014,5154,851.7,807.5067227552269,V31_Solar_Gated,0.038160652,0.049094383,0.051258624,0.04099186,0.82049453
2015,5154,757.7,766.6107947689395,Robust_Linear,0.21732435,0.113377646,0.54208964,0.11680091,0.010407457
2016,5154,677.7,785.324836449073,Hybrid_XGB,0.35000613,0.20139094,0.28227285,0.15371762,0.012612452
2017,5154,884.1,785.0057840271025,Robust_Linear,0.33013225,0.13717946,0.4085873,0.10937363,0.014727338
2018,5154,661.5,632.0750482371338,V31_Solar_Gated,0.10191533,0.036736734,0.05389452,0.02419334,0.78326005
2019,5154,752.8,799.5704092190291,Robust_Linear,0.2500731,0.11199415,0.50279963,0.124093145,0.011039923
2020,5154,742.5,754.4186071335572,Hybrid_XGB,0.39167416,0.13720861,0.26201183,0.1949045,0.014200947
2021,5154,847.1,773.6214521001946,Robust_Linear,0.24635452,0.093400955,0.5324109,0.11916693,0.008666753
2022,5154,817.5,795.5915709410825,Statistical_Trend,0.1739191,0.05706986,0.30258667,0.4603704,0.0060539274
2023,5154,872.7,788.6445148905412,Native_Ensemble,0.20486234,0.2834099,0.16886684,0.07117204,0.27168885
2024,5154,848.3,821.1938511215999,Robust_Linear,0.3003794,0.09351219,0.4053375,0.18912226,0.011648718
2000,5158,605.4,541.5061432933337,Robust_Linear,0.068342224,0.0098011475,0.7188239,0.12098413,0.08204852
2001,5158,453.6,578.3751658838287,Robust_Linear,0.19823019,0.019860888,0.6845155,0.09043305,0.0069603766
2002,5158,404.8,536.7443734307171,Statistical_Trend,0.12565385,0.014093127,0.4254087,0.4274864,0.007358004
2003,5158,573.8,529.8478009139561,Robust_Linear,0.061475694,0.013621327,0.7742081,0.12814695,0.022547867
2004,5158,588.8,534.730601305884,Robust_Linear,0.14825793,0.018982764,0.5329873,0.11862161,0.1811504
2005,5158,585.5,545.3181605767851,Robust_Linear,0.26700398,0.12664619,0.4065967,0.19001268,0.00974046
2006,5158,556.3,581.9268770640892,Robust_Linear,0.21988261,0.18644483,0.49861684,0.08698997,0.008065777
2007,5158,628.1,592.5408392363744,Robust_Linear,0.25245,0.15456985,0.48680413,0.09680526,0.009370825
2008,5158,654.0,610.792460292982,Native_Ensemble,0.1794939,0.5912038,0.117633395,0.10376184,0.007907048
2009,5158,689.2,635.8455057024973,Statistical_Trend,0.22754791,0.09836975,0.28308314,0.38044062,0.010558527
2010,5158,606.7,675.9921275735846,V31_Solar_Gated,0.10979618,0.086531736,0.26225495,0.18634312,0.35507402
2011,5158,649.4,693.2286253802868,V31_Solar_Gated,0.06147066,0.08872234,0.10433274,0.043952752,0.7015215
2012,5158,636.8,671.7012124376674,Robust_Linear,0.2426283,0.21149282,0.4355193,0.10148266,0.008876909
2013,5158,764.4,697.6289993876112,V31_Solar_Gated,0.11653992,0.062490024,0.22681639,0.049135078,0.5450186
2014,5158,706.1,780.461416440791,V31_Solar_Gated,0.03575831,0.055132795,0.06584578,0.07653948,0.76672363
2015,5158,738.4,713.7231470631434,Robust_Linear,0.24510022,0.07838106,0.40272713,0.26400605,0.009785553
2000,5162,629.1,570.3404817352234,Statistical_Trend,0.08438147,0.014663353,0.08237316,0.7720542,0.046527777
2001,5162,563.9,590.6628786546561,Hybrid_XGB,0.42479762,0.028080855,0.20161285,0.33526188,0.010246747
2002,5162,575.2,597.1430040920872,Robust_Linear,0.3110518,0.017354447,0.4728151,0.19040543,0.008373206
2003,5162,612.1,584.2102923348119,Robust_Linear,0.27409962,0.01804684,0.5384689,0.153319,0.016065648
2004,5162,626.7,597.6092621440154,Statistical_Trend,0.19108649,0.029802347,0.15494929,0.60579866,0.018363224
2005,5162,658.4,614.0350167357981,Native_Ensemble,0.16533896,0.57831067,0.110175565,0.13860771,0.0075671324
2006,5162,593.5,640.7198331312028,Robust_Linear,0.19528404,0.24041499,0.44171432,0.11431431,0.00827238
2007,5162,637.1,642.933538047566,Robust_Linear,0.20060351,0.16043898,0.5342915,0.0965169,0.008149077
2008,5162,677.2,631.6679120752799,Native_Ensemble,0.08234564,0.5731662,0.048365697,0.28847715,0.007645255
2009,5162,721.2,660.8619249672244,Native_Ensemble,0.19230632,0.51296324,0.21965809,0.068201825,0.0068705725
2010,5162,677.4,672.8777704983385,Native_Ensemble,0.14774095,0.33720687,0.29803085,0.20271218,0.014309143
2011,5162,770.1,739.0855656115275,V31_Solar_Gated,0.046506718,0.071504526,0.07469544,0.03596619,0.7713271
2012,5162,692.3,730.190922903547,Robust_Linear,0.23130973,0.13466509,0.5155876,0.10936787,0.0090697
2013,5162,746.1,742.9428236805733,Robust_Linear,0.07567807,0.07809365,0.47296152,0.082534015,0.29073277
2014,5162,880.2,811.4921429531844,V31_Solar_Gated,0.03247012,0.043654673,0.104020104,0.029997002,0.7898581
2015,5162,807.2,783.6308926916299,Robust_Linear,0.202569,0.2117821,0.48861462,0.087581925,0.009452351
2016,5162,785.6,804.3546599030726,Hybrid_XGB,0.31526396,0.18976033,0.31224504,0.17031687,0.012413832
2017,5162,937.4,846.2250857435586,V31_Solar_Gated,0.058699068,0.0654248,0.2992261,0.056896448,0.5197536
2018,5162,693.9,718.1596246299791,V31_Solar_Gated,0.20796764,0.048829876,0.082864165,0.033069145,0.62726915
2019,5162,796.2,833.7489442138116,Robust_Linear,0.18853354,0.18269151,0.5401171,0.07963652,0.009021409
2020,5162,788.0,817.3517923709217,Statistical_Trend,0.18993494,0.33111528,0.08635266,0.3801879,0.012409274
2021,5162,931.5,806.7346461015172,Native_Ensemble,0.28317955,0.34215596,0.18612576,0.17779273,0.01074615
2022,5162,850.5,842.066081707243,Native_Ensemble,0.29387823,0.32640627,0.21964961,0.14942607,0.010639858
2023,5162,911.4,850.3395784353353,Statistical_Trend,0.2439006,0.10425054,0.24410093,0.3976595,0.010088339
2024,5162,790.3,874.1921340502533,Native_Ensemble,0.23850441,0.3585307,0.20209654,0.1892047,0.011663706
2000,5166,485.5,553.2263033926185,Robust_Linear,0.076588385,0.009571047,0.720176,0.108217396,0.08544713
2001,5166,552.6,549.0297430894673,Robust_Linear,0.21212667,0.01978027,0.5108251,0.24904512,0.008222862
2002,5166,584.0,548.9043883789279,Robust_Linear,0.16135396,0.015008459,0.4145516,0.39981034,0.009275606
2003,5166,587.1,554.0315346103285,Robust_Linear,0.33705732,0.01997519,0.43922827,0.18450324,0.019235928
2004,5166,610.2,596.876783639681,V31_Solar_Gated,0.16730025,0.012414741,0.11722882,0.08610149,0.6169547
2005,5166,651.4,587.523119077867,Statistical_Trend,0.28622314,0.08992662,0.15664406,0.45700982,0.010196363
2006,5166,582.0,625.1631700349957,Robust_Linear,0.17811425,0.19234155,0.5222587,0.098842,0.008443532
2007,5166,662.7,635.7923718822389,Robust_Linear,0.2446109,0.15424496,0.5015472,0.091618754,0.007978183
2008,5166,679.6,643.3020686111778,Native_Ensemble,0.088473424,0.6324548,0.047838897,0.22270651,0.008526387
2009,5166,687.8,669.8076058124599,Native_Ensemble,0.15223584,0.5366176,0.24171604,0.0623924,0.007038135
2010,5166,726.1,696.9839768896643,V31_Solar_Gated,0.0783323,0.12292093,0.23516928,0.15427694,0.40930054
2011,5166,820.0,759.0397111534738,V31_Solar_Gated,0.05137904,0.063639425,0.106526956,0.048302922,0.73015165
2012,5166,821.4,752.8805411717601,Robust_Linear,0.20530072,0.19020681,0.50379914,0.09181733,0.008875951
2013,5166,761.2,770.5243566501274,Robust_Linear,0.052378442,0.04844833,0.69022286,0.07231837,0.13663198
2014,5166,858.6,859.4573953575486,V31_Solar_Gated,0.07865865,0.101264626,0.18734305,0.09222728,0.5405064
2015,5166,755.6,822.3588988833782,Robust_Linear,0.22294734,0.2371744,0.4331334,0.09606207,0.010682732
2016,5166,765.0,820.4225394285717,Hybrid_XGB,0.3682291,0.1842368,0.28466892,0.15060775,0.012257423
2017,5166,946.2,857.1280687049479,V31_Solar_Gated,0.049352773,0.032119706,0.18088308,0.044720687,0.6929237
2018,5166,712.8,718.1828395765422,V31_Solar_Gated,0.28917995,0.047814485,0.08800686,0.03560958,0.53938913
2019,5166,713.0,844.0353294249927,Robust_Linear,0.22882272,0.25125784,0.41652042,0.094439425,0.0089595625
2021,5166,856.2,809.9251011543613,Robust_Linear,0.23796782,0.08239027,0.5658047,0.10452351,0.009313658
2022,5166,817.2,828.8733644060457,Robust_Linear,0.26871705,0.0822778,0.49433717,0.14602253,0.008645475
2023,5166,851.2,821.3493461528268,Robust_Linear,0.28245896,0.10232952,0.48632494,0.11964319,0.009243464
2024,5166,739.6,842.6991569694688,Robust_Linear,0.24215353,0.120085426,0.4548708,0.16994528,0.012945001
2000,5170,581.7,583.1682923055884,Statistical_Trend,0.10413665,0.011714405,0.14318326,0.73458844,0.0063771773
2001,5170,524.9,592.9479500272832,Statistical_Trend,0.27956718,0.030390846,0.3198568,0.36251268,0.0076724617
2002,5170,578.4,578.1156389798355,Robust_Linear,0.17184766,0.018345078,0.5434889,0.25939912,0.0069192275
2003,5170,587.1,581.1926215401453,Robust_Linear,0.18939431,0.021891328,0.5152739,0.24956237,0.023878064
2004,5170,596.2,601.2296050764671,V31_Solar_Gated,0.10351533,0.013518208,0.3252154,0.097081296,0.46066973
2005,5170,599.2,599.1868859412017,Robust_Linear,0.1918648,0.061414383,0.607701,0.13170165,0.007318133
2006,5170,560.3,613.805033884815,Robust_Linear,0.22477047,0.27467903,0.40982455,0.082886666,0.007839333
2007,5170,662.4,622.0535861494118,Robust_Linear,0.13797836,0.17954099,0.6271077,0.047851663,0.007521281
2008,5170,630.4,614.6087112097164,Statistical_Trend,0.09960115,0.15825182,0.059335466,0.6749942,0.007817426
2009,5170,697.6,650.1870858493294,V31_Solar_Gated,0.12425463,0.05828001,0.19958435,0.08583728,0.53204376
2010,5170,744.1,657.2090063169646,Native_Ensemble,0.12145618,0.46923926,0.24347542,0.14776194,0.018067246
2011,5170,815.1,756.6494828002369,V31_Solar_Gated,0.040977187,0.027375612,0.054525666,0.07000937,0.80711216
2012,5170,907.3,767.6599103490345,Native_Ensemble,0.20167336,0.35527915,0.33477995,0.09962876,0.008638817
2013,5170,742.8,810.9972320123572,Robust_Linear,0.19230044,0.07142605,0.6330732,0.08822548,0.014974773
2014,5170,907.0,887.0289036160752,V31_Solar_Gated,0.04257663,0.05666777,0.104364365,0.05608878,0.74030244
2015,5170,749.0,853.103229988155,Robust_Linear,0.24182075,0.2290702,0.39472625,0.12275387,0.01162886
2016,5170,716.5,832.4407077974405,Hybrid_XGB,0.31987345,0.11454703,0.31725824,0.23383673,0.014484448
2017,5170,867.5,820.4616498169015,Hybrid_XGB,0.4224157,0.061027072,0.33187982,0.17098829,0.0136891
2018,5170,433.7,723.5082324953864,V31_Solar_Gated,0.35100916,0.079020284,0.11714217,0.060353,0.39247534
2019,5170,688.9,777.6282569321367,Robust_Linear,0.16989763,0.07045422,0.491583,0.26091158,0.00715352
2022,5170,771.9,791.3398295901566,Robust_Linear,0.05442051,0.13986091,0.75741845,0.03996893,0.008331222
2023,5170,826.4,788.5397708832056,Robust_Linear,0.121078275,0.063928984,0.7439345,0.06087303,0.010185246
2024,5170,880.7,811.1363279579131,Robust_Linear,0.17176504,0.20123614,0.5245459,0.08321631,0.019236606
2000,5315,598.0,530.4969326339839,Robust_Linear,0.07693126,0.009999824,0.74652493,0.092531696,0.074012294
2001,5315,495.0,560.5184943941978,Statistical_Trend,0.11978534,0.01331693,0.2686465,0.5932432,0.0050080703
2002,5315,577.5,553.213609842451,Statistical_Trend,0.13174537,0.015812403,0.40469265,0.43947604,0.0082735475
2003,5315,553.3,556.6162206343008,Robust_Linear,0.36115718,0.021313094,0.4082136,0.19160397,0.017712178
2004,5315,595.0,563.0546692559977,Robust_Linear,0.27492768,0.025271522,0.50651217,0.1750325,0.01825613
2005,5315,615.0,582.2411429252993,Native_Ensemble,0.17343399,0.59561336,0.11312165,0.11015924,0.00767175
2006,5315,610.0,605.4632425432615,Robust_Linear,0.28162503,0.08149722,0.38715285,0.24132918,0.008395708
2008,5315,615.0,625.8179407463094,Statistical_Trend,0.13772054,0.34459725,0.081747614,0.4256037,0.010330816
2009,5315,715.0,630.0422717229434,Robust_Linear,0.25904334,0.07546345,0.34735665,0.3092609,0.00887567
2010,5315,700.0,673.2336421331217,Statistical_Trend,0.10039626,0.09246951,0.26591104,0.29234233,0.24888083
2011,5315,740.0,733.9601858472956,V31_Solar_Gated,0.0736652,0.098178245,0.13926294,0.06994436,0.6189492
2012,5315,650.0,724.3849463743928,Robust_Linear,0.19985105,0.1300644,0.5503017,0.11107337,0.008709548
2000,5316,515.0,520.534109731921,Robust_Linear,0.07100868,0.010501721,0.79440486,0.08947269,0.034612067
2001,5316,490.0,510.2488368525517,Statistical_Trend,0.09433674,0.012597864,0.21002053,0.67732817,0.0057166927
2002,5316,495.0,516.3476033303167,Statistical_Trend,0.12979624,0.01679598,0.37190047,0.47420698,0.007300234
2003,5316,570.0,527.8122751488853,Robust_Linear,0.22241563,0.021138802,0.61737883,0.12107995,0.017986797
2004,5316,515.0,542.5456429565274,Robust_Linear,0.34774137,0.019688256,0.4908454,0.12933338,0.012391633
2005,5316,530.0,540.3716570636929,Robust_Linear,0.24452487,0.119538784,0.49518552,0.13192107,0.008829699
2006,5316,600.0,548.8403211769682,Statistical_Trend,0.18245871,0.075616926,0.29335818,0.44079173,0.0077744094
2007,5316,490.0,589.8510729828046,Statistical_Trend,0.13726364,0.061940957,0.29223552,0.5032022,0.0053576576
2008,5316,505.0,551.1832181846381,Robust_Linear,0.23024948,0.15736581,0.47010747,0.13239874,0.009878531
2009,5316,570.0,548.6753274364546,Robust_Linear,0.12110164,0.07822531,0.463851,0.32974038,0.007081711
2010,5316,547.5,545.9978244492255,Robust_Linear,0.2794114,0.13526845,0.39895904,0.16480947,0.021551643
2011,5316,565.0,576.8657565552362,V31_Solar_Gated,0.118068494,0.094193816,0.2536522,0.051907312,0.48217827
2012,5316,617.5,582.51766832733,Robust_Linear,0.1415765,0.08882398,0.39122188,0.37048107,0.007896543
2013,5316,480.0,620.3707865057586,V31_Solar_Gated,0.057218663,0.03543207,0.09991679,0.39288542,0.41454703
2014,5316,680.0,576.5496104047656,Robust_Linear,0.105088964,0.110294014,0.36644027,0.072188735,0.34598798
2015,5316,630.0,615.8476586553854,Statistical_Trend,0.16957164,0.069693685,0.3330976,0.42116162,0.006475452
2000,5334,658.3,622.9038260463469,Statistical_Trend,0.0669056,0.009079653,0.10692419,0.7677327,0.049357872
2001,5334,558.3,623.2715629364387,Hybrid_XGB,0.43067953,0.027927747,0.287597,0.24143255,0.012363251
2002,5334,611.1,614.286325111489,Robust_Linear,0.23038445,0.016827073,0.5530378,0.19013332,0.009617332
2003,5334,692.7,616.3140187355525,V31_Solar_Gated,0.23447609,0.012402041,0.24917136,0.11952663,0.38442385
2004,5334,748.1,643.0235734776886,Statistical_Trend,0.14436276,0.029513717,0.28058243,0.5238696,0.02167151
2005,5334,665.6,683.8166735486734,Robust_Linear,0.24125713,0.21130668,0.38016185,0.15528505,0.011989256
2006,5334,634.7,685.5992263963473,Native_Ensemble,0.25488177,0.38120094,0.24142635,0.11088968,0.011601118
2007,5334,696.2,680.5316608109522,Robust_Linear,0.23351592,0.14316975,0.52518064,0.08888821,0.009245515
2008,5334,670.1,685.2663297443779,Native_Ensemble,0.11566226,0.471338,0.059791703,0.34265295,0.010555008
2009,5334,729.4,682.0118467410691,Native_Ensemble,0.26320267,0.55779105,0.108409874,0.063775636,0.006820713
2010,5334,681.2,722.1330353867199,V31_Solar_Gated,0.11746079,0.13984914,0.27645022,0.09148524,0.37475464
2011,5334,792.0,698.8292379334127,Robust_Linear,0.21242562,0.16530377,0.50431037,0.09235375,0.025606485
2012,5334,778.7,759.9630778653925,Native_Ensemble,0.24875095,0.43644643,0.24942605,0.05835402,0.0070225787
2013,5334,767.9,767.9083608809342,Robust_Linear,0.074270695,0.07292241,0.6278477,0.093937136,0.13102213
2014,5334,852.0,849.265428926861,V31_Solar_Gated,0.032611597,0.037360355,0.046612963,0.031180155,0.8522349
2015,5334,759.3,804.5874656574764,Robust_Linear,0.21185715,0.24388342,0.43577665,0.0980876,0.010395207
2016,5334,865.4,795.9715300032051,Robust_Linear,0.32810694,0.07161345,0.46234336,0.1281074,0.0098288795
