year,district_no,kreisYield,Super_Ensemble_pred,Predicted_Best_Model,Prob_Hybrid_XGB,Prob_Native_Ensemble,Prob_Robust_Linear,Prob_Statistical_Trend,Prob_V31_Solar_Gated
2010,7333,742.0,660.4659352120692,Native_Ensemble,0.20328845,0.4100922,0.24177396,0.13205618,0.01278928
2011,7333,750.6,748.6717357441793,V31_Solar_Gated,0.09983308,0.1160607,0.15144944,0.07564768,0.5570091
2012,7333,700.1,723.1852882238277,Robust_Linear,0.25600883,0.2245001,0.34752017,0.16043036,0.011540556
2013,7333,715.5,715.8573571786028,Robust_Linear,0.03891442,0.04469882,0.8137404,0.05841933,0.044227004
2014,7333,883.6,825.2948766925763,V31_Solar_Gated,0.038932912,0.044402342,0.051651467,0.045290075,0.8197232
2015,7333,642.0,760.6932172613481,Robust_Linear,0.15973683,0.07447266,0.6785997,0.07722746,0.009963437
2016,7333,823.5,792.3789709085282,Robust_Linear,0.21636033,0.27903703,0.4129569,0.08362248,0.008023369
2017,7333,896.9,823.8502035302215,V31_Solar_Gated,0.05080808,0.058913294,0.08817801,0.04260831,0.75949234
2018,7333,607.3,778.8597048898229,Hybrid_XGB,0.36068848,0.14816943,0.29809973,0.17041697,0.022625355
2019,7333,773.5,804.1202558951686,Robust_Linear,0.2849538,0.22614129,0.33178425,0.1441052,0.013015466
2020,7333,686.7,772.3017566871081,Robust_Linear,0.3453345,0.102409795,0.445466,0.09816057,0.00862909
2021,7333,879.9,784.6692316357421,Robust_Linear,0.21396977,0.07124743,0.6470012,0.061058044,0.0067235306
2022,7333,611.4,774.81116915224,Hybrid_XGB,0.49485075,0.074209705,0.33340147,0.08854535,0.008992717
2023,7333,714.6,754.6301526388357,Hybrid_XGB,0.5036462,0.11891807,0.25350755,0.11386691,0.010061297
2024,7333,827.3,742.704933875258,Robust_Linear,0.27348244,0.22778846,0.37604147,0.10756269,0.0151250595
2000,7334,710.6,569.1118268575082,Statistical_Trend,0.12796706,0.013019205,0.0859947,0.7665192,0.0064998907
2001,7334,568.6,609.0764496250852,Robust_Linear,0.07486588,0.008993935,0.87447566,0.037372105,0.004292501
2002,7334,708.0,624.3591644394891,Statistical_Trend,0.29430324,0.030471273,0.20326194,0.4625589,0.0094046835
2003,7334,528.3,632.6328613491378,Hybrid_XGB,0.4606982,0.02990625,0.23361246,0.26634178,0.009441334
2004,7334,592.3,629.3475833321814,Statistical_Trend,0.3308166,0.023270873,0.20610088,0.431255,0.008556571
2005,7334,582.6,606.9817345178009,Robust_Linear,0.19436419,0.10504356,0.5415374,0.15031746,0.008737362
2006,7334,614.3,609.6153822389809,Robust_Linear,0.17932586,0.060316067,0.6442125,0.108918235,0.0072273086
2007,7334,668.3,632.0991498291737,Robust_Linear,0.14362113,0.11189185,0.57257193,0.16488896,0.0070261005
2008,7334,608.0,606.4827354724341,Statistical_Trend,0.11094907,0.26990208,0.063197814,0.50926304,0.046687964
2009,7334,697.5,625.090126219914,Robust_Linear,0.23620285,0.12789795,0.48146832,0.144101,0.010329979
2010,7334,735.4,620.0024829787313,Robust_Linear,0.2632051,0.18599448,0.3396186,0.1953451,0.01583668
2011,7334,739.2,663.0601983705482,Statistical_Trend,0.2979498,0.11845203,0.20114684,0.3672022,0.015249166
2012,7334,713.9,721.0389120590868,Robust_Linear,0.3054876,0.07392864,0.32305658,0.28897697,0.008550202
2013,7334,716.5,760.7620729606573,V31_Solar_Gated,0.11115964,0.07315764,0.30844894,0.07174225,0.43549153
2014,7334,836.6,811.8419370449842,V31_Solar_Gated,0.040883325,0.023499263,0.07936989,0.057500374,0.7987472
2015,7334,631.2,766.288234809957,Robust_Linear,0.1921269,0.079165794,0.5494076,0.15949872,0.019800939
2016,7334,727.0,803.0667137623934,Robust_Linear,0.18257192,0.0971763,0.38976368,0.076418914,0.25406915
2017,7334,779.6,749.7622194950378,Hybrid_XGB,0.46026847,0.061479107,0.30908492,0.15416077,0.015006671
2018,7334,548.8,742.7458624677321,Statistical_Trend,0.3310305,0.08662228,0.14672644,0.42509642,0.010524373
2019,7334,672.4,739.9941633780833,Hybrid_XGB,0.37827155,0.25926787,0.27298447,0.081752464,0.007723612
2020,7334,547.0,680.4470027271075,Statistical_Trend,0.29749355,0.15977861,0.12547429,0.4092028,0.00805071
2021,7334,863.7,717.8489775950358,Robust_Linear,0.13511886,0.062975,0.7172321,0.07395677,0.010717278
2022,7334,629.8,677.7922870899906,Robust_Linear,0.13787809,0.18882135,0.34919572,0.10701199,0.21709286
2023,7334,783.4,698.8536516142084,Robust_Linear,0.34859332,0.09919491,0.4263921,0.113204986,0.01261467
2024,7334,702.3,724.4303701072616,Robust_Linear,0.23022325,0.29383633,0.39993155,0.065145515,0.010863385
2000,7335,730.0,525.2751403864821,Robust_Linear,0.12906352,0.013322215,0.5552557,0.2955288,0.0068297447
2003,7335,420.0,615.3073620696272,Robust_Linear,0.27615288,0.023348432,0.5202944,0.17135163,0.008852599
2005,7335,590.0,528.7069907634948,Robust_Linear,0.13848251,0.09038388,0.6206315,0.14338501,0.0071170744
2000,7337,735.8,578.3576109854052,Statistical_Trend,0.08399236,0.012087316,0.24029878,0.6362629,0.027358675
2001,7337,569.6,613.0127988473222,Robust_Linear,0.054901384,0.006126143,0.9127697,0.023102565,0.0031002688
2002,7337,641.5,634.6442165814959,Statistical_Trend,0.24784583,0.026606428,0.21113268,0.503876,0.010539052
2003,7337,528.1,639.546431998498,Statistical_Trend,0.3368095,0.03139472,0.20842986,0.41422987,0.009136062
2004,7337,662.7,601.2198142996144,Statistical_Trend,0.28939733,0.023282712,0.27427027,0.4060738,0.0069758706
2005,7337,623.0,619.0737824020289,Native_Ensemble,0.1556396,0.56935686,0.12827098,0.13916217,0.007570368
2006,7337,695.6,627.0055361921113,Robust_Linear,0.3447232,0.07863587,0.4617213,0.106217064,0.008702638
2007,7337,695.6,661.2926288755096,Robust_Linear,0.34550738,0.11490444,0.44075978,0.08942883,0.009399593
2008,7337,627.8,650.5310437145471,Native_Ensemble,0.2181621,0.37452608,0.09347604,0.19707894,0.11675684
2009,7337,759.7,671.0737199379261,Native_Ensemble,0.20067063,0.5714146,0.11518842,0.10565217,0.007074129
2010,7337,708.6,738.126794374864,V31_Solar_Gated,0.06598127,0.10867763,0.13932526,0.12621862,0.55979717
2011,7337,763.9,752.8779611449974,V31_Solar_Gated,0.1089323,0.08421879,0.119387396,0.064744495,0.6227171
2012,7337,761.3,743.8655856824455,Native_Ensemble,0.24742547,0.40313023,0.21825778,0.12292081,0.008265674
2013,7337,760.1,756.7880730515983,Robust_Linear,0.20404714,0.14004079,0.50676966,0.13330597,0.015836408
2014,7337,842.9,852.5617147660203,V31_Solar_Gated,0.038529314,0.04249763,0.050464053,0.04461831,0.8238907
2015,7337,759.7,802.175740513629,Native_Ensemble,0.16932823,0.3876334,0.30198336,0.121762045,0.019292967
2016,7337,764.3,845.7701487638451,Robust_Linear,0.1392602,0.064709455,0.37959945,0.08051487,0.33591598
2017,7337,844.6,846.3319278183611,V31_Solar_Gated,0.075440936,0.036166836,0.2110345,0.04746561,0.6298921
2018,7337,754.0,796.8699634230991,Native_Ensemble,0.2911559,0.3033627,0.22585784,0.16847515,0.011148351
2019,7337,828.4,821.6665593124945,Native_Ensemble,0.29343584,0.35622573,0.26711968,0.07559425,0.007624504
2020,7337,681.1,800.9817909604484,Hybrid_XGB,0.4000319,0.15809262,0.060035218,0.37367344,0.008166906
2021,7337,875.8,811.5982606948139,Robust_Linear,0.27336693,0.08296147,0.51407284,0.120251805,0.009346939
2022,7337,752.6,806.466400323187,Hybrid_XGB,0.45385134,0.11359393,0.3172964,0.10371885,0.011539492
2023,7337,806.9,787.3263587456427,Hybrid_XGB,0.46673107,0.14674026,0.25136837,0.12452742,0.01063286
2024,7337,668.2,780.3174210314965,Statistical_Trend,0.3516282,0.16286495,0.08395907,0.39245218,0.009095524
2000,7338,702.7,568.0290523729113,Robust_Linear,0.101405695,0.010769619,0.71736616,0.14098132,0.029477185
2001,7338,557.3,609.8192774688581,Robust_Linear,0.06332653,0.008477449,0.88335913,0.041158617,0.0036782837
2002,7338,643.7,614.9287738588524,Statistical_Trend,0.32151082,0.027914535,0.15016456,0.49144974,0.008960396
2003,7338,511.8,618.5244371987429,Hybrid_XGB,0.4482017,0.029755628,0.12953894,0.3839867,0.008517013
2004,7338,611.4,585.3123226126012,Statistical_Trend,0.36901718,0.025397958,0.12262012,0.47509834,0.007866378
2005,7338,603.6,591.4298155835448,Robust_Linear,0.2313921,0.09300418,0.55797595,0.10956749,0.008060257
2006,7338,670.1,587.5875072430036,Robust_Linear,0.3161932,0.10258946,0.44951215,0.1240225,0.0076826927
2007,7338,623.0,635.3067294652556,Robust_Linear,0.39863768,0.10489129,0.41223058,0.075548805,0.008691622
2008,7338,618.0,623.4881255025257,Statistical_Trend,0.12931018,0.27777138,0.056768566,0.48003566,0.056114186
2009,7338,668.4,628.3358289953568,Statistical_Trend,0.2281644,0.08097277,0.11029567,0.57257557,0.007991584
2010,7338,688.7,627.1508316345188,Statistical_Trend,0.18245594,0.08823211,0.11901417,0.5982604,0.012037394
2011,7338,776.2,658.2911962181712,Native_Ensemble,0.2568503,0.54366416,0.11742072,0.06994531,0.012119478
2012,7338,807.7,711.2204708720437,Native_Ensemble,0.20932981,0.4309919,0.26075834,0.092268184,0.006651744
2013,7338,785.3,750.9432651597699,Robust_Linear,0.113647446,0.072938114,0.5884006,0.10587891,0.1191349
2014,7338,914.1,844.9847663201037,V31_Solar_Gated,0.058685724,0.058498822,0.21230932,0.053871717,0.6166344
2015,7338,808.6,818.5458924865756,Robust_Linear,0.29339796,0.23556451,0.35249686,0.103580676,0.014960014
2016,7338,869.1,845.9259806696493,Robust_Linear,0.09030335,0.059190564,0.60890615,0.14459729,0.09700261
2017,7338,392.1,910.5023203732262,V31_Solar_Gated,0.11652247,0.08050692,0.18103716,0.113499165,0.5084343
2018,7338,922.3,748.3736371678064,Statistical_Trend,0.346145,0.09315268,0.14567545,0.4045739,0.010452958
2000,7339,760.0,555.1400078028125,Statistical_Trend,0.098674454,0.012746327,0.11464588,0.7344143,0.039519
2001,7339,536.9,604.7370710679802,Robust_Linear,0.049929403,0.0052559236,0.917745,0.024013719,0.00305598
2002,7339,675.6,621.0217795127706,Robust_Linear,0.29280213,0.027618634,0.38790104,0.28069404,0.010984147
2003,7339,445.3,614.9780768387244,Hybrid_XGB,0.55332124,0.027226139,0.19354446,0.21652159,0.009386566
2004,7339,607.8,601.8234810612681,Robust_Linear,0.22079474,0.023975551,0.42428434,0.32330665,0.007638677
2005,7339,610.0,582.5754725557983,Robust_Linear,0.13724835,0.048346665,0.7350112,0.07393602,0.0054577654
2006,7339,608.3,598.4710270228885,Robust_Linear,0.1520753,0.14903937,0.63053465,0.06267279,0.005677914
2007,7339,692.8,622.4209753232342,Robust_Linear,0.18367808,0.07282042,0.57339317,0.16322306,0.006885358
2008,7339,615.4,617.7711089461419,Statistical_Trend,0.19722198,0.19685839,0.058412254,0.53936905,0.008138281
2009,7339,699.4,646.1533449934827,Native_Ensemble,0.19294965,0.5789206,0.12383724,0.097566426,0.0067260438
2010,7339,730.3,649.871012976463,Native_Ensemble,0.12613025,0.57165384,0.17093134,0.1170762,0.01420836
2011,7339,722.8,678.0677882122449,Native_Ensemble,0.27065688,0.4294615,0.1708974,0.11853459,0.010449677
2012,7339,724.0,716.1569734000719,Native_Ensemble,0.24635461,0.33217323,0.25215003,0.15768568,0.011636369
2013,7339,711.4,721.9087787207737,Robust_Linear,0.05216059,0.044683777,0.79923797,0.052635748,0.051281907
2014,7339,839.1,819.36637415216,V31_Solar_Gated,0.027484333,0.017149068,0.038637266,0.040344734,0.8763846
2015,7339,525.4,757.9595554236607,Robust_Linear,0.2547793,0.091694474,0.54345393,0.101699576,0.008372746
2016,7339,867.4,771.992312748883,Robust_Linear,0.308084,0.12362689,0.46378285,0.09083745,0.013668871
2017,7339,849.1,747.7006129986651,Statistical_Trend,0.24187656,0.04818499,0.15894915,0.30644363,0.2445457
2018,7339,597.1,682.9669526960113,V31_Solar_Gated,0.12660922,0.02957436,0.10090599,0.095386796,0.64752364
2019,7339,783.1,772.0870137133595,V31_Solar_Gated,0.25152948,0.15725067,0.16442057,0.10822259,0.31857672
2020,7339,534.8,745.4609786191405,Hybrid_XGB,0.53797865,0.08067995,0.29257238,0.08109777,0.0076712626
2021,7339,871.7,751.7582275046674,Robust_Linear,0.3159301,0.065128066,0.5508143,0.06208099,0.0060466155
2022,7339,560.7,707.333954941003,Hybrid_XGB,0.40470463,0.18536983,0.31217676,0.082018234,0.01573052
2023,7339,774.5,730.1096039361369,Native_Ensemble,0.3434661,0.44000918,0.10854601,0.098374665,0.009604119
2024,7339,860.5,722.9710901446771,Robust_Linear,0.19999568,0.20755814,0.5167182,0.06370051,0.012027511
2000,7340,650.0,507.38373677621973,Statistical_Trend,0.20016678,0.01622977,0.22108105,0.5555278,0.0069945767
2003,7340,301.7,582.1547967108977,Robust_Linear,0.24744229,0.021864388,0.50277656,0.21917884,0.0087378835
2000,8111,620.4,611.9012027427422,Robust_Linear,0.1014522,0.01636207,0.5882663,0.26375318,0.030166218
2001,8111,565.8,631.9399570024046,Robust_Linear,0.17850664,0.014789137,0.6105546,0.18790844,0.008241217
2002,8111,717.4,628.4002734157077,Robust_Linear,0.17183827,0.013756015,0.70387405,0.10241407,0.008117507
2004,8111,607.6,641.7892891391884,Hybrid_XGB,0.43035436,0.023610085,0.15998481,0.3773024,0.008748318
2007,8111,603.2,675.1425529842925,Robust_Linear,0.29330358,0.060219042,0.5500017,0.08903549,0.0074401977
2008,8111,627.7,611.4551280879363,Native_Ensemble,0.15542503,0.53979623,0.05548451,0.24142204,0.007872259
2016,8111,797.9,691.7417741349127,Robust_Linear,0.049926214,0.0912963,0.63037926,0.13736765,0.0910306
2017,8111,840.9,780.0622224188469,Robust_Linear,0.061291795,0.048900016,0.44995645,0.055189963,0.38466185
2018,8111,646.7,786.6656885068728,Hybrid_XGB,0.35997918,0.13986897,0.3288304,0.15924713,0.012074265
2019,8111,829.2,780.2091430562012,Robust_Linear,0.23089382,0.051532734,0.50772345,0.20035875,0.009491201
2020,8111,654.6,777.9420176842552,Statistical_Trend,0.34322068,0.12851825,0.06641679,0.4538825,0.00796186
2021,8111,830.5,787.9297516919871,Statistical_Trend,0.27737892,0.063205115,0.15505518,0.4966223,0.0077385465
2022,8111,706.1,747.7691070768719,V31_Solar_Gated,0.23371479,0.070808046,0.23989895,0.10922712,0.3463511
2024,8111,410.3,784.1916146379026,Statistical_Trend,0.2699384,0.12787353,0.08348583,0.50981873,0.008883555
2000,8115,661.3,583.6659475187632,Statistical_Trend,0.06297545,0.010641598,0.072124325,0.8364349,0.017823694
2001,8115,563.8,604.1993336640471,Robust_Linear,0.054948423,0.007496235,0.8759266,0.05673191,0.004896872
2002,8115,671.3,614.4872816152276,Statistical_Trend,0.16941358,0.024190381,0.14547692,0.6522191,0.008700082
2003,8115,481.8,640.2477022516631,Statistical_Trend,0.37529412,0.02564034,0.1634004,0.42715573,0.008509394
2004,8115,647.2,597.6458593446848,Robust_Linear,0.25373483,0.020832825,0.3604841,0.357795,0.0071533155
2005,8115,667.2,603.2068583922503,Robust_Linear,0.14092259,0.07229258,0.7113304,0.06918953,0.006264879
2006,8115,669.0,625.3496863922608,Native_Ensemble,0.089642845,0.45764464,0.2576222,0.08100908,0.11408123
2007,8115,625.6,652.2734990284014,Statistical_Trend,0.32528442,0.09580426,0.1266284,0.4429434,0.009339566
2008,8115,697.6,636.9904985655903,Native_Ensemble,0.124646254,0.49249515,0.08220914,0.22572336,0.07492601
2009,8115,763.1,669.586006074173,Native_Ensemble,0.20195864,0.55203694,0.12198991,0.11565846,0.008356044
2010,8115,745.0,753.5429394183241,V31_Solar_Gated,0.05153515,0.100523464,0.14198472,0.05622149,0.6497352
2011,8115,813.0,778.5158732518942,V31_Solar_Gated,0.09771284,0.07781983,0.13836111,0.05285112,0.6332551
2012,8115,801.4,760.7076891107266,Robust_Linear,0.21881084,0.08453495,0.3466087,0.33830208,0.011743462
2013,8115,745.4,771.6158366910839,Robust_Linear,0.07127356,0.04981777,0.6942225,0.054791067,0.12989505
2014,8115,890.6,883.2115756422724,V31_Solar_Gated,0.041164894,0.055199087,0.09099422,0.05704457,0.75559723
2015,8115,716.2,792.2963638313149,Robust_Linear,0.06451734,0.10333868,0.7831188,0.039858047,0.009167188
2016,8115,751.8,870.4516122979973,V31_Solar_Gated,0.08591908,0.09196006,0.2835103,0.06696744,0.47164318
2017,8115,898.8,856.1496138628654,V31_Solar_Gated,0.036360648,0.030390693,0.16418567,0.027863877,0.7411991
2019,8115,865.8,818.3621803398231,Robust_Linear,0.19717027,0.27612683,0.31138805,0.20316762,0.012147243
2000,8116,570.8,578.6229850460217,Robust_Linear,0.066761576,0.011165841,0.7259927,0.17323859,0.022841321
2001,8116,564.3,582.7959783763245,Statistical_Trend,0.12926546,0.013984707,0.3775612,0.4699089,0.009279759
2002,8116,622.1,589.6668304805081,Robust_Linear,0.19513653,0.016691664,0.6698724,0.108776756,0.009522595
2003,8116,501.3,593.6644109153762,Hybrid_XGB,0.48990157,0.016291061,0.3423744,0.14199418,0.009438723
2004,8116,612.9,578.0186525317247,Robust_Linear,0.17503516,0.013485782,0.67114776,0.13372205,0.0066092685
2005,8116,639.1,589.9023103868268,Robust_Linear,0.15366235,0.13544329,0.6195468,0.08434818,0.0069994796
2006,8116,613.3,610.5441599995024,Robust_Linear,0.26203278,0.059946686,0.4712273,0.19858548,0.008207764
2000,8118,707.2,644.3062554820899,Statistical_Trend,0.10768416,0.015306336,0.10297966,0.7669332,0.0070966193
2001,8118,605.0,663.4908866387682,Robust_Linear,0.06596125,0.007367269,0.8711873,0.050867062,0.004616978
2002,8118,676.8,665.9941437752814,Statistical_Trend,0.24978659,0.025670769,0.14420748,0.57091594,0.009419205
2003,8118,469.5,665.8680927391526,Robust_Linear,0.3789,0.016523354,0.45192626,0.14387569,0.008774763
2004,8118,642.0,631.2201458917935,Robust_Linear,0.16860023,0.012580003,0.7019102,0.1106724,0.0062371693
2005,8118,703.3,634.1706993408266,Robust_Linear,0.09109261,0.038596492,0.79800624,0.06611397,0.006190714
2006,8118,695.7,646.5562840629809,Robust_Linear,0.21770805,0.08574935,0.56778896,0.11950805,0.009245541
2007,8118,661.9,687.2974218186295,Statistical_Trend,0.13710617,0.049095053,0.37637913,0.4310461,0.006373602
2008,8118,723.4,665.0858255418941,Statistical_Trend,0.18750398,0.18850031,0.059884455,0.55604845,0.008062782
2009,8118,747.5,697.6364747952139,Native_Ensemble,0.22366561,0.4958478,0.14339739,0.12775235,0.009336846
2010,8118,701.7,705.2531029003228,Native_Ensemble,0.18926993,0.3476572,0.29104504,0.15718713,0.014840676
2011,8118,841.9,764.6124078638823,V31_Solar_Gated,0.09695529,0.07090809,0.106466666,0.060928624,0.6647414
2012,8118,759.9,777.5695720988217,Robust_Linear,0.15684359,0.07099081,0.6676908,0.097106695,0.0073680766
2013,8118,741.2,775.8553278855015,Robust_Linear,0.1511725,0.056057166,0.6930272,0.09283283,0.0069102948
2014,8118,835.5,857.2755884274665,V31_Solar_Gated,0.03328032,0.01708969,0.03530624,0.056687985,0.8576358
2015,8118,672.7,802.0899793676106,Robust_Linear,0.12645356,0.22808889,0.5585885,0.07541588,0.011453177
2016,8118,768.8,823.5306522441224,Statistical_Trend,0.07529024,0.042255,0.1862753,0.4106595,0.28552
2017,8118,866.4,810.533572639921,V31_Solar_Gated,0.079996295,0.034325078,0.1266622,0.16091461,0.59810185
2018,8118,574.4,779.127626210358,Hybrid_XGB,0.38412583,0.08404197,0.32862678,0.19087668,0.012328783
2019,8118,782.6,789.0972824517683,Robust_Linear,0.29133672,0.17547451,0.3810144,0.1445557,0.0076186447
2020,8118,645.9,730.0242862517186,Hybrid_XGB,0.47157377,0.087514535,0.1487177,0.28521153,0.0069824276
2021,8118,818.8,744.0200630570864,Robust_Linear,0.15622288,0.06516867,0.41846785,0.104374446,0.25576612
2022,8118,745.8,722.8494628728326,V31_Solar_Gated,0.19401826,0.09617822,0.27225932,0.11545647,0.3220877
2023,8118,604.0,710.7947410259792,V31_Solar_Gated,0.21846955,0.0716248,0.14201893,0.10962048,0.45826626
2024,8118,424.7,707.5933171299977,Statistical_Trend,0.28408313,0.1316305,0.09017349,0.484372,0.009740852
2000,8119,679.7,639.1314361827891,Robust_Linear,0.08609537,0.016716674,0.6803525,0.17492406,0.041911323
2001,8119,575.2,664.0856851263259,Robust_Linear,0.11903252,0.009851777,0.7967461,0.06900146,0.005368146
2002,8119,677.4,653.9579974053137,Robust_Linear,0.22670095,0.019743025,0.55915296,0.1837232,0.010679873
2003,8119,480.9,643.783205414606,Hybrid_XGB,0.47926828,0.016411345,0.34442952,0.15004337,0.009847489
2004,8119,634.2,626.8564293588273,Robust_Linear,0.18727142,0.01178074,0.73146707,0.063074924,0.0064058127
2005,8119,676.5,630.290426585003,Robust_Linear,0.08226414,0.034894533,0.80627,0.070722006,0.0058493265
2006,8119,677.3,629.8424314221372,Robust_Linear,0.2414884,0.08816936,0.51979846,0.13840578,0.012138049
2007,8119,651.8,668.2412154090681,Statistical_Trend,0.13941045,0.05370866,0.36935544,0.43082604,0.0066993563
2008,8119,678.5,651.3435068605779,Statistical_Trend,0.16807936,0.19567253,0.06506469,0.56351435,0.007669061
2009,8119,744.3,680.2716202050289,Robust_Linear,0.277959,0.07838339,0.5640508,0.07093624,0.008670609
2010,8119,656.9,708.4571828590804,V31_Solar_Gated,0.14950484,0.185103,0.23627293,0.12434945,0.3047698
2011,8119,824.3,736.8977999954495,V31_Solar_Gated,0.1322433,0.13067536,0.12403401,0.056699734,0.5563476
2012,8119,818.8,751.8302914728533,Robust_Linear,0.29310137,0.07662226,0.54846597,0.07506672,0.006743625
2015,8119,735.1,779.9214176611852,Robust_Linear,0.069100924,0.043318294,0.8275693,0.051255852,0.008755639
2016,8119,820.2,816.2753114361624,Robust_Linear,0.09536951,0.09076732,0.6553796,0.0573895,0.101094015
2019,8119,813.6,807.4953264818926,Robust_Linear,0.2527784,0.16363586,0.39114678,0.18004929,0.012389635
2020,8119,590.7,815.6528871095129,Statistical_Trend,0.26872772,0.093685046,0.157622,0.47082752,0.009137653
2000,8125,686.0,618.1909625409398,Robust_Linear,0.08907343,0.014041878,0.71796197,0.14336346,0.035559237
2001,8125,596.2,646.1630699793259,Robust_Linear,0.07941681,0.0067429277,0.868629,0.04132841,0.0038829104
2002,8125,699.4,646.7545415411862,Robust_Linear,0.3081175,0.021674931,0.46746442,0.18990313,0.012839975
2003,8125,513.7,613.3295947349562,Hybrid_XGB,0.6787278,0.018069582,0.20596735,0.088531524,0.008703691
2004,8125,664.5,637.5063127777315,Robust_Linear,0.26757213,0.014671797,0.6439224,0.066985846,0.006847801
2005,8125,682.5,630.5097714438491,Robust_Linear,0.20439176,0.08737064,0.5753252,0.121221095,0.011691228
2006,8125,695.6,646.4530722628643,Robust_Linear,0.27377895,0.089494534,0.46434805,0.16092244,0.011456113
2007,8125,657.7,688.7842498688861,Robust_Linear,0.32047966,0.051936503,0.54066193,0.079802796,0.0071190963
2008,8125,684.3,668.0152734700865,Native_Ensemble,0.25671902,0.49086684,0.061122667,0.18301706,0.008274377
2009,8125,749.4,683.281799487137,Robust_Linear,0.3183272,0.10466095,0.46789894,0.099381655,0.009731179
2010,8125,723.3,685.8178078471731,Native_Ensemble,0.1994305,0.50939184,0.14699969,0.13190861,0.012269307
2011,8125,802.4,708.2052516563963,Native_Ensemble,0.22247525,0.40511227,0.21708363,0.13819164,0.017137328
2012,8125,683.6,767.314291830848,Robust_Linear,0.24186358,0.039615132,0.5947439,0.11668337,0.0070940335
2013,8125,798.7,761.2250290635023,Robust_Linear,0.22324127,0.07842537,0.6099526,0.08122871,0.0071520186
2014,8125,894.2,828.0721766267737,V31_Solar_Gated,0.043658234,0.014546043,0.090179585,0.04130668,0.81030947
2015,8125,720.9,801.6281030925771,Robust_Linear,0.1872999,0.23916805,0.47762945,0.08183612,0.014066502
2016,8125,830.4,837.0848811013436,Robust_Linear,0.078339376,0.05279433,0.7351031,0.049602453,0.0841607
2017,8125,918.5,858.9776878983868,V31_Solar_Gated,0.045698218,0.021091824,0.18579526,0.042948127,0.7044666
2018,8125,612.6,814.065543222861,Hybrid_XGB,0.32912838,0.2493815,0.26606244,0.13836268,0.01706503
2019,8125,846.3,834.3722303605774,Robust_Linear,0.32476315,0.1675382,0.36035794,0.13392024,0.013420483
2020,8125,630.6,782.1509026893377,Hybrid_XGB,0.43902418,0.12156552,0.32372904,0.10583236,0.009848972
2021,8125,851.0,797.9141829156538,Hybrid_XGB,0.4127133,0.07779172,0.4035409,0.09781492,0.008139154
2022,8125,675.6,755.334276456386,Hybrid_XGB,0.48417008,0.13351181,0.23132344,0.135384,0.01561061
2023,8125,563.2,753.1131380889913,V31_Solar_Gated,0.26605138,0.070486054,0.20844154,0.10249518,0.35252586
2024,8125,653.6,711.7221701210888,Hybrid_XGB,0.413316,0.110842615,0.075575694,0.39256567,0.0076999925
2000,8126,693.8,618.206901103253,Robust_Linear,0.14703584,0.0114977155,0.7180528,0.11690267,0.0065110954
2001,8126,600.0,644.6792653341487,Robust_Linear,0.07983286,0.0066205035,0.87076104,0.039274625,0.0035109292
2002,8126,672.9,631.2619123632791,Hybrid_XGB,0.3927676,0.021095691,0.38745224,0.18732467,0.011359724
2003,8126,460.6,612.8524712091286,Hybrid_XGB,0.71393293,0.012669599,0.20276965,0.063642725,0.006985056
2004,8126,639.0,617.4114268170242,Robust_Linear,0.19595404,0.011773362,0.73182064,0.054900028,0.0055519203
2005,8126,656.3,620.7263710210891,Robust_Linear,0.103769444,0.047082867,0.79682034,0.046239287,0.006088105
2006,8126,662.6,625.9359145829862,Robust_Linear,0.20898172,0.049745698,0.6516612,0.081804685,0.0078066816
2007,8126,664.1,657.278380899222,Robust_Linear,0.1630914,0.05980712,0.44574666,0.3241829,0.0071718944
2008,8126,674.8,645.1919836569226,Native_Ensemble,0.1856406,0.5559453,0.06723425,0.18381777,0.007362121
2009,8126,738.0,666.8707584718627,Native_Ensemble,0.30717343,0.48964146,0.11084979,0.08409369,0.008241628
2010,8126,658.3,705.2261144017632,V31_Solar_Gated,0.123156354,0.123218715,0.21778873,0.10937145,0.42646468
2011,8126,844.7,729.5240847850619,V31_Solar_Gated,0.105068386,0.09869035,0.1544777,0.06448307,0.5772805
2012,8126,708.6,741.0602794838195,Robust_Linear,0.18231483,0.07250161,0.6717383,0.06716965,0.006275523
2013,8126,737.2,744.2938218812211,Robust_Linear,0.16009267,0.07213158,0.680347,0.0790586,0.0083701825
2014,8126,909.2,834.9468657679967,V31_Solar_Gated,0.026692668,0.026601937,0.038747754,0.041122194,0.8668355
2015,8126,629.6,780.7949784636802,Robust_Linear,0.20505118,0.08822044,0.4730334,0.21269573,0.020999175
2016,8126,754.7,803.5111556418644,Robust_Linear,0.047233272,0.041385792,0.82023525,0.038727127,0.052418567
2017,8126,915.5,805.904198622386,V31_Solar_Gated,0.084924094,0.034877904,0.26455554,0.046090115,0.5695524
2018,8126,628.1,763.2375804741456,Hybrid_XGB,0.37695935,0.12219785,0.17215966,0.31484473,0.0138384905
2019,8126,823.8,809.6366275322937,Robust_Linear,0.28078502,0.21420835,0.3655625,0.12854838,0.01089573
2020,8126,674.1,765.7435437520004,Hybrid_XGB,0.42333892,0.09969849,0.34887385,0.117373385,0.010715389
2021,8126,860.0,786.9681304012747,Robust_Linear,0.35793287,0.0891476,0.43728766,0.10675923,0.008872597
2022,8126,664.7,749.4106668727087,Hybrid_XGB,0.5518114,0.13601324,0.17440939,0.124891184,0.012874782
