district_no,year,kreisYield,name,predicted_yield_lower,predicted_yield_median,predicted_yield_upper,error,abs_error,is_outside_interval,outlier_magnitude
09373,2014,864.0,Neumarkt in der Oberpfalz,455.48315490722655,596.4946638488769,685.8474584960937,-267.50533615112306,267.50533615112306,True,178.15254150390626
05566,2023,800.0,Steinfurt,388.77795867919923,532.8396423339843,671.8167999267578,-267.16035766601567,267.16035766601567,True,128.18320007324223
05358,2018,572.5,Düren,728.7910290527343,837.7483254241943,984.7399121093749,265.24832542419426,265.24832542419426,True,-156.2910290527343
15088,2019,436.8,Saalekreis,562.9089505004883,699.8870579528809,830.4183117675782,263.0870579528809,263.0870579528809,True,-126.10895050048833
15083,2018,495.9,Börde,625.0910290527344,757.2383526611328,881.039912109375,261.33835266113283,261.33835266113283,True,-129.1910290527344
09478,2015,486.2,Lichtenfels,617.1085769653321,747.0169670104981,855.6218444824219,260.8169670104981,260.8169670104981,True,-130.9085769653321
09475,2014,816.7,Hof,417.46315490722657,556.8375636291504,647.8274584960938,-259.86243637084965,259.86243637084965,True,168.8725415039063
09675,2015,547.3,Kitzingen,673.808576965332,805.7822135925293,912.3218444824219,258.4822135925293,258.4822135925293,True,-126.50857696533205
09677,2022,575.6,Main-Spessart,671.3905593872071,833.9016334533692,948.4228698730469,258.30163345336916,258.30163345336916,True,-95.79055938720705
09777,2014,999.8,Ostallgäu,603.0631549072266,744.6214968872071,833.4274584960938,-255.1785031127929,255.1785031127929,True,166.37254150390618
09376,2014,857.3,Schwandorf,459.12315490722654,602.61491897583,689.4874584960937,-254.6850810241699,254.6850810241699,True,167.81254150390623
15090,2018,446.4,Stendal,564.6176815795899,700.0807095336914,824.739912109375,253.68070953369147,253.68070953369147,True,-118.21768157958991
12073,2018,478.8,Uckermark,602.3777807617187,730.7773683929443,862.9999121093749,251.97736839294424,251.97736839294424,True,-123.57778076171866
15091,2002,256.8,Wittenberg,410.69717620849605,507.3234293365478,622.2435400390625,250.5234293365478,250.5234293365478,True,-153.89717620849603
03452,2012,745.2,Aurich,390.60715606689456,496.27631690979007,617.469224243164,-248.92368309020998,248.92368309020998,True,127.73077575683601
15084,2018,538.1,Burgenlandkreis,665.2510290527345,786.5320310974122,921.1999121093751,248.43203109741216,248.43203109741216,True,-127.15102905273443
07339,2015,525.4,Mainz-Bingen,658.4285769653321,773.5234465789796,896.941844482422,248.1234465789796,248.1234465789796,True,-133.02857696533215
09675,2018,518.5,Kitzingen,664.451841430664,766.115371184349,924.7399121093749,247.615371184349,247.615371184349,True,-145.951841430664
15082,2019,387.5,Anhalt-Bitterfeld,497.12895050048826,633.7934936523437,764.6383117675781,246.29349365234373,246.29349365234373,True,-109.62895050048826
15003,2018,463.0,Magdeburg,576.2710290527344,709.2736421203614,832.2199121093751,246.2736421203614,246.2736421203614,True,-113.27102905273443
09572,2015,463.5,Erlangen-Höchstadt,577.308576965332,709.2822135925293,815.8218444824219,245.78221359252927,245.78221359252927,True,-113.80857696533201
09575,2015,569.3,Neustadt an der Aisch-Bad Windsheim,679.1588436889649,814.5622135925294,921.1018444824219,245.2622135925294,245.2622135925294,True,-109.85884368896495
05382,2021,904.5,Rhein-Sieg-Kreis,507.4388259887695,660.233137512207,782.1732696533203,-244.266862487793,244.266862487793,True,122.32673034667971
08119,2020,590.7,Rems-Murr-Kreis,690.397200012207,834.9410346984863,961.34921875,244.24103469848626,244.24103469848626,True,-99.69720001220696
13076,2021,503.6,Ludwigslust-Parchim,593.8388259887696,747.7957237243653,868.5732696533204,244.19572372436528,244.19572372436528,True,-90.23882598876958
09678,2003,373.1,Schweinfurt,531.4127291870118,616.0889643859864,739.8124865722657,242.98896438598638,242.98896438598638,True,-158.31272918701177
09675,2003,382.6,Kitzingen,540.8127291870117,625.0006106567382,749.2124865722656,242.4006106567382,242.4006106567382,True,-158.21272918701163
09577,2015,557.5,Weißenburg-Gunzenhausen,687.6388436889649,799.8158990478516,929.581844482422,242.31589904785164,242.31589904785164,True,-130.13884368896493
09562,2015,469.1,Erlangen,579.368576965332,711.3422135925292,817.8818444824218,242.2422135925292,242.2422135925292,True,-110.26857696533193
05774,2012,693.8,Paderborn,323.32715606689453,451.97185134887695,550.1892242431641,-241.828148651123,241.828148651123,True,143.6107757568359
09371,2016,801.0,Amberg-Sulzbach,408.9655877685547,559.7401124572755,658.2699395751954,-241.25988754272453,241.25988754272453,True,142.7300604248046
15086,2019,458.0,Jerichower Land,560.1689505004882,697.4075979614257,827.6783117675781,239.40759796142572,239.40759796142572,True,-102.16895050048822
07340,2003,301.7,Südwestpfalz,456.5327291870117,540.5868091964721,664.9324865722656,238.88680919647214,238.88680919647214,True,-154.8327291870117
03356,2011,736.0,Osterholz,378.50034515380855,497.7708605957031,600.0076007080078,-238.22913940429692,238.22913940429692,True,135.99239929199223
05958,2007,651.6,Hochsauerlandkreis,303.6889144897461,415.41714973449706,523.0849182128907,-236.18285026550296,236.18285026550296,True,128.51508178710935
15086,2022,389.8,Jerichower Land,460.2212448120116,625.4625892639159,736.2228698730468,235.6625892639159,235.6625892639159,True,-70.4212448120116
09678,2015,515.3,Schweinfurt,630.648576965332,750.7448141479492,869.1618444824219,235.44481414794927,235.44481414794927,True,-115.34857696533209
09571,2018,471.7,Ansbach,604.2492059326172,706.0394248819351,864.519912109375,234.33942488193514,234.33942488193514,True,-132.5492059326172
09162,2014,918.2,München,549.0031549072266,684.3565637207032,779.3674584960938,-233.84343627929684,233.84343627929684,True,138.8325415039062
05762,2018,637.5,Höxter,749.7918414306641,871.055259628296,1010.0799121093751,233.55525962829597,233.55525962829597,True,-112.29184143066414
09377,2014,836.9,Tirschenreuth,460.9431549072266,603.352872467041,691.3074584960938,-233.54712753295894,233.54712753295894,True,145.5925415039062
03454,2018,611.7,Emsland,717.3510290527344,845.1359030151367,973.299912109375,233.43590301513666,233.43590301513666,True,-105.65102905273432
09575,2022,604.9,Neustadt an der Aisch-Bad Windsheim,678.3705593872071,838.1034199523926,955.4028698730469,233.20341995239266,233.20341995239266,True,-73.47055938720712
09573,2015,458.8,Fürth,573.248576965332,691.669885482788,811.7618444824218,232.869885482788,232.869885482788,True,-114.44857696533194
15085,2022,410.5,Harz,479.1012448120117,643.3028401184082,755.1028698730469,232.8028401184082,232.8028401184082,True,-68.60124481201171
09672,2018,473.7,Bad Kissingen,605.9730389404297,706.4669226694107,865.439912109375,232.7669226694107,232.7669226694107,True,-132.27303894042967
15089,2019,440.7,Salzlandkreis,538.3289505004883,673.2736927032471,805.8383117675781,232.5736927032471,232.5736927032471,True,-97.62895050048832
16062,2018,433.7,Nordhausen,543.7318414306641,665.7957032775879,804.019912109375,232.09570327758792,232.09570327758792,True,-110.03184143066409
16070,2017,853.9,Ilm-Kreis,477.71485900878895,622.0736351013182,726.2402191162108,-231.82636489868173,231.82636489868173,True,127.65978088378915
16068,2018,443.0,Sömmerda,553.0310290527343,674.312031097412,808.9799121093749,231.31203109741205,231.31203109741205,True,-110.03102905273431
06432,2018,570.0,Darmstadt-Dieburg,696.9310290527344,799.1580860328675,952.879912109375,229.15808603286746,229.15808603286746,True,-126.9310290527344
14524,2016,511.2,Zwickau,576.2707931518555,738.8345520019532,823.3099395751954,227.63455200195318,227.63455200195318,True,-65.07079315185553
09679,2022,618.7,Würzburg,678.930559387207,841.7022917175293,955.9628698730469,223.00229171752926,223.00229171752926,True,-60.230559387206995
09183,2015,630.7,Mühldorf am Inn,705.1588436889648,853.3124272155761,947.1018444824218,222.61242721557608,222.61242721557608,True,-74.45884368896475
05554,2021,879.2,Borken,506.51882598876955,656.8948254394531,781.2532696533203,-222.3051745605469,222.3051745605469,True,97.94673034667971
08128,2015,574.8,Main-Tauber-Kreis,669.4285769653321,796.0734095764161,907.941844482422,221.27340957641616,221.27340957641616,True,-94.62857696533217
08125,2018,612.6,Heilbronn,733.8291311645507,833.6113325738906,992.699912109375,221.01133257389063,221.01133257389063,True,-121.22913116455072
07339,2020,534.8,Mainz-Bingen,612.417200012207,755.6176833343505,883.36921875,220.8176833343506,220.8176833343506,True,-77.61720001220704
05116,2000,770.7,Mönchengladbach,446.09570861816405,550.4950215911865,655.3867700195312,-220.20497840881353,220.20497840881353,True,115.3132299804688
09174,2018,977.2,Dachau,657.0310290527343,757.5764043998718,912.9799121093749,-219.62359560012828,219.62359560012828,True,64.22008789062511
15085,2023,785.1,Harz,392.17795867919926,566.5072319030762,691.8857604980469,-218.5927680969238,218.5927680969238,True,93.2142395019531
16069,2009,743.5,Hildburghausen,410.3155288696289,524.986946105957,642.9059753417969,-218.51305389404297,218.51305389404297,True,100.59402465820312
09571,2017,917.3,Ansbach,558.014859008789,699.2769477844238,806.5402191162109,-218.02305221557617,218.02305221557617,True,110.75978088378906
16062,2015,463.8,Nordhausen,564.6285769653321,681.658419342041,803.1418444824219,217.85841934204103,217.85841934204103,True,-100.82857696533205
15082,2023,687.2,Anhalt-Bitterfeld,339.1779586791992,470.1898672103882,629.4962188720704,-217.01013278961187,217.01013278961187,True,57.70378112792969
09679,2015,616.8,Würzburg,707.008576965332,833.653409576416,945.5218444824219,216.85340957641608,216.85340957641608,True,-90.2085769653321
12062,2003,318.9,Elbe-Elster,446.7727291870117,534.6692736434936,655.1724865722656,215.76927364349365,215.76927364349365,True,-127.87272918701171
09774,2017,1027.4,Günzburg,684.694859008789,811.651308517456,933.2202191162108,-215.74869148254413,215.74869148254413,True,94.17978088378925
