district_no,year,yield
3353,2001,51.89
3353,2002,49.42
3353,2003,51.92
3353,2004,53.64
3353,2005,57.16
3353,2006,54.34
3353,2007,61.6
3353,2008,62.17
3353,2009,68.22
3353,2010,60.85
3353,2011,73.02
3353,2012,71.02
3353,2013,64.6
3353,2014,84.97
3353,2015,75.52
3353,2016,82.77
3353,2017,77.59
3353,2018,65.77
3353,2019,68.87
3353,2020,76.9
3353,2021,68.08
3354,1979,40.32
3354,1980,42.63
3354,1981,44.48
3354,1982,43.84
3354,1983,35.87
3354,1984,42.98
3354,1985,45.8
3354,1986,44.06
3354,1987,42.86
3354,1988,39.83
3354,1989,41.58
3354,1990,46.28
3354,1991,45.71
3354,1992,47.08
3354,1993,51.81
3354,1994,45.05
3354,1995,46.58
3354,1996,48.2
3354,1997,49.26
3354,1998,50.31
3354,1999,49.46
3354,2000,53.72
3354,2001,52.8
3354,2002,49.22
3354,2003,52.87
3354,2004,54.86
3354,2005,55.81
3354,2006,52.53
3354,2007,60.35
3354,2008,59.58
3354,2009,66.44
3354,2010,61.1
3354,2011,72.26
3354,2012,69.34
3354,2013,65.71
3354,2014,85.47
3354,2015,74.77
3354,2016,74.74
3354,2017,85.53
3354,2018,67.42
3354,2019,73.64
3354,2020,76.04
3354,2021,79.16
3355,1979,41.88
3355,1980,41.95
3355,1981,43.22
3355,1982,43.25
3355,1983,37.37
3355,1984,44.21
3355,1985,48.35
3355,1986,47.09
3355,1987,43.26
3355,1988,41.38
3355,1989,44.05
3355,1990,48.58
3355,1991,44.68
3355,1992,45.77
3355,1993,52.42
3355,1994,45.51
3355,1995,45.46
3355,1996,46.75
3355,1997,50.69
3355,1998,49.59
3355,1999,51.38
3355,2000,54.34
3355,2001,50.98
3355,2002,49.59
3355,2003,53.91
3355,2004,56.15
3355,2005,57.05
3355,2006,53.4
3355,2007,61.17
3355,2008,59.94
3355,2009,68.23
3355,2010,58.94
3355,2011,72.4
3355,2012,68.94
3355,2013,63.83
3355,2014,84.08
3355,2015,74.84
3355,2016,79.84
3355,2017,75.58
3355,2018,68.11
3355,2019,76.38
3355,2020,75.45
3355,2021,77.89
3356,1979,24.55
3356,1982,28.33
3356,1983,26.55
3356,1984,34.47
3356,1986,38.27
3356,1987,32.46
3356,1988,38.33
3356,1990,41.15
3356,1995,43.24
3356,1999,48.4820267718066
3356,2010,61.26
3356,2011,73.6
3356,2012,71.31
3356,2013,64.53
3356,2015,76.7
3357,1979,40.29
3357,1980,38.56
3357,1981,42.01
3357,1982,36.9
3357,1983,28.31
3357,1984,43.07
3357,1985,45.48
3357,1986,41.54
3357,1987,41.99
3357,1988,40.65
3357,1989,41.82
3357,1990,40.92
3357,1991,40.21
3357,1992,38.64
3357,1993,47.69
3357,1994,40.34
3357,1995,40.12
3357,1996,41.74
3357,1997,45.75
3357,1998,49.54
3357,1999,46.19
3357,2000,53.76
3357,2001,54.22
3357,2002,48.93
3357,2003,47.09
3357,2004,57.04
3357,2005,58.36
3357,2006,52.57
3357,2007,62.03
3357,2008,62.2
3357,2009,69.13
3357,2010,60.3
3357,2011,73.04
3357,2012,72.04
3357,2013,64.12
3357,2014,84.47
3357,2015,76.89
3357,2016,75.14
3357,2017,88.53
3357,2018,50.52
3357,2019,71.66
3357,2020,68.88
3357,2021,86.33
3358,1979,36.5
3358,1980,35.36
3358,1981,39.0
3358,1982,40.9
3358,1983,29.73
3358,1984,38.46
3358,1985,42.83
3358,1986,41.97
3358,1987,39.25
3358,1988,37.42
3358,1989,38.63
3358,1990,42.37
3358,1991,43.52
3358,1992,41.24
3358,1993,49.08
3358,1994,43.63
3358,1995,41.5
3358,1996,42.73
3358,1997,46.7
3358,1998,48.88
3358,1999,49.74
3358,2000,53.8
3358,2001,50.59
3358,2002,47.95
3358,2003,47.82
3358,2004,53.99
3358,2005,56.59
3358,2006,51.8
3358,2007,60.31
3358,2008,59.03
3358,2009,68.17
3358,2010,60.32
3358,2011,72.83
3358,2012,69.46
3358,2013,64.4
3358,2014,84.77
3358,2015,76.27
3358,2016,74.0
3358,2017,84.89
3358,2018,65.29
3358,2019,68.44
3358,2020,79.94
3358,2021,76.3
3359,1979,37.98
3359,1980,36.93
3359,1981,45.57
3359,1982,40.04
3359,1983,30.28
3359,1984,43.78
3359,1985,46.78
3359,1986,45.11
3359,1987,41.86
3359,1988,44.41
3359,1989,43.37
3359,1990,48.86
3359,1991,45.39
3359,1992,43.45
3359,1993,51.11
3359,1994,42.56
3359,1995,48.46
3359,1996,45.2
3359,1997,52.14
3359,1998,50.15
3359,1999,49.53
3359,2000,54.98
3359,2001,50.6
3359,2002,48.55
3359,2003,49.22
3359,2004,57.07
3359,2005,59.6
3359,2006,55.37
3359,2007,63.73
3359,2008,62.57
3359,2009,70.15
3359,2010,60.58
3359,2011,72.3
3359,2012,70.62
3359,2013,64.22
3359,2014,84.02
3359,2015,76.85
3359,2016,71.92
3359,2017,72.99
3359,2018,70.55
3359,2020,72.52
3359,2021,70.71
3360,1979,41.27
3360,1980,42.14
3360,1981,45.36
3360,1982,47.4
3360,1983,40.1
3360,1984,45.52
3360,1985,47.71
3360,1986,49.33
3360,1987,45.49
3360,1988,42.8
3360,1989,46.08
3360,1990,52.65
3360,1991,48.85
3360,1992,48.68
3360,1993,53.59
3360,1994,47.63
3360,1995,48.44
3360,1996,49.14
3360,1997,51.5
3360,1998,51.3
3360,1999,55.32
3360,2000,56.78
3360,2001,54.4
3360,2002,52.8
3360,2003,60.12
3360,2004,58.42
3360,2005,59.63
3360,2006,56.55
3360,2007,63.22
3360,2008,63.11
3360,2009,70.83
3360,2010,61.31
3360,2011,71.6
3360,2012,69.79
3360,2013,63.76
3360,2014,84.24
3360,2015,74.46
3360,2016,76.81
3360,2017,70.09
3360,2018,74.95
3360,2019,68.97
3360,2020,73.71
3360,2021,74.18
3361,1979,39.31
3361,1980,41.99
3361,1981,42.97
3361,1982,39.12
3361,1983,30.43
3361,1984,42.47
3361,1985,45.54
3361,1986,41.29
3361,1987,42.83
3361,1988,40.78
3361,1989,47.35
3361,1990,43.96
3361,1991,42.79
3361,1992,40.85
3361,1993,50.01
3361,1994,42.65
3361,1995,42.56
3361,1996,45.41
3361,1997,49.45
3361,1998,51.77
3361,1999,50.94
3361,2000,56.98
3361,2001,52.77
3361,2002,52.61
3361,2003,53.18
3361,2004,59.24
3361,2005,60.99
3361,2006,55.78
3361,2007,60.83
3361,2008,60.02
3361,2009,68.7
3361,2010,62.82
3361,2011,76.13
3361,2012,72.45
3361,2013,65.04
3361,2014,84.4
3361,2015,75.51
3361,2016,70.81
3361,2017,81.11
3361,2018,62.93
3361,2019,66.48
3361,2020,83.17
3361,2021,87.29
3401,1979,45.63
3401,1980,47.56
3401,1981,47.07
3401,1982,42.19
3401,1983,36.22
3401,1984,43.48
3401,1985,50.62
3401,1986,42.54
3402,1979,42.64
3402,1987,38.96
3402,2012,73.2
3402,2015,76.14
3403,1995,49.57
3404,1979,40.41
3404,1981,50.72
3404,1986,52.0
3404,1995,48.88
3404,1999,56.8398258010921
3404,2010,62.21
3404,2011,72.94
3404,2012,71.19
3451,1979,40.0
3451,1995,43.07
3451,1999,48.9998498285277
3451,2012,75.76
3451,2013,75.21
3451,2015,84.24
3452,1979,44.0
3452,1980,37.88
3452,1981,36.98
3452,1982,38.56
3452,1983,29.11
3452,1984,34.53
3452,1985,36.71
3452,1986,51.03
3452,1987,32.03
3452,1995,69.37
3452,1999,48.9998498285277
3452,2012,74.52
3452,2013,76.41
3452,2014,85.35
3452,2015,79.65
3453,1979,36.15
3453,1980,36.01
3453,1981,49.22
3453,1982,40.16
3453,1983,33.43
3453,1984,38.67
3453,1985,43.45
3453,1986,45.72
3453,1987,44.18
3453,1988,42.25
3453,1989,47.18
3453,1990,46.88
3453,1991,48.64
3453,1992,52.44
3453,1993,48.15
3453,1994,46.7
3453,1995,42.96
3453,1996,54.93
3453,1997,58.84
3453,1998,56.45
3453,1999,64.93
3453,2000,59.92
3453,2001,56.3
3453,2002,62.53
3453,2003,59.61
3453,2010,61.94
3453,2011,73.0
3453,2012,75.76
3453,2013,75.55
3453,2014,84.96
3453,2015,84.41
3453,2017,85.44
3453,2021,76.41
3454,1979,44.43
3454,1980,40.37
3454,1981,43.22
3454,1982,37.63
3454,1983,30.35
3454,1984,44.4
3454,1985,44.65
3454,1986,38.99
3454,1987,47.09
3454,1988,44.12
3454,1989,54.55
3454,1990,53.89
3454,1991,39.94
3454,1992,42.22
3454,1993,48.66
3454,1994,39.17
3454,1995,42.61
3454,1996,44.8
3454,1997,47.26
3454,1998,45.83
3454,1999,49.46
3454,2000,53.59
3454,2001,51.95
3454,2002,50.95
3454,2003,46.7
3454,2004,53.92
3454,2005,53.44
3454,2006,47.19
3454,2008,60.33
3454,2010,61.16
3454,2011,72.93
3454,2012,76.18
3454,2013,75.25
3454,2014,84.74
3454,2015,84.33
3454,2016,86.07
3454,2018,61.17
3454,2019,60.68
3454,2020,68.08
3454,2021,74.27
3455,1979,41.447676128397
3455,1995,46.48
3456,1979,38.68
3456,1981,42.05
3456,1982,27.97
3456,1984,39.08
3456,1985,44.62
3456,1986,44.62
3456,1987,47.59
3456,1990,56.67
3456,1994,42.08
3456,1995,43.07
3456,1999,48.9998498285277
3456,2006,48.27
3456,2010,61.26
3456,2011,72.84
3456,2012,75.77
3456,2013,74.56
3456,2014,84.79
3456,2015,83.56
3457,1979,39.97
3457,1980,38.26
3457,1981,45.52
3457,1982,50.95
3457,1983,49.82
3457,1984,48.09
3457,1985,47.24
3457,1986,49.37
3457,1987,45.86
3457,1988,46.38
3457,1989,52.5
3457,1990,53.03
3457,1991,47.74
3457,1992,48.64
3457,1993,56.78
3457,1994,52.86
3457,1995,60.37
3457,1996,52.67
3457,1997,54.77
3457,1998,48.69
3457,1999,63.1
3457,2000,67.39
3457,2001,56.67
3457,2002,55.41
3457,2003,64.73
3457,2004,59.91
3457,2005,59.94
3457,2006,64.84
3457,2008,63.2
3457,2010,71.5
3457,2011,73.79
3457,2012,75.06
3457,2013,79.63
3457,2014,86.36
3457,2015,73.15
3457,2020,81.22
3458,1979,45.63
3458,1980,47.56
3458,1981,47.07
3458,1982,42.19
3458,1983,36.22
3458,1984,43.48
3458,1985,50.62
3458,1986,42.54
3458,1987,43.9
3458,1988,44.76
3458,1989,47.47
3458,1990,50.33
3458,1991,45.76
3458,1992,47.6
3458,1993,52.19
3458,1994,47.53
3458,1995,46.89
3458,1996,48.06
3458,1997,48.85
3458,1998,47.82
3458,1999,48.97
3458,2000,54.69
3458,2001,51.99
3458,2002,53.43
3458,2003,49.24
3458,2004,52.45
3458,2005,55.5
3458,2006,49.62
3458,2007,59.62
3458,2008,62.08
3458,2010,61.31
3458,2011,72.42
3458,2012,73.69
3458,2013,74.16
3458,2014,83.55
3458,2015,83.06
3458,2016,68.85
3459,1979,41.85
3459,1980,44.29
3459,1981,49.37
3459,1982,52.45
3459,1983,41.08
3459,1984,46.29
3459,1985,49.99
3459,1986,52.17
3459,1987,45.87
3459,1988,46.57
3459,1989,49.73
3459,1990,53.88
3459,1991,52.39
3459,1992,46.29
3459,1993,50.99
3459,1994,52.28
3459,1995,50.41
3459,1996,51.56
3459,1997,52.09
3459,1998,47.85
3459,1999,54.84
3459,2000,55.87
3459,2001,54.48
3459,2002,53.99
3459,2003,56.61
3459,2004,57.54
3459,2005,59.1
3459,2006,58.84
3459,2007,62.97
3459,2008,59.51
3459,2009,70.96
3459,2010,64.16
3459,2011,78.35
3459,2012,72.95
3459,2013,74.38
3459,2014,85.84
3459,2015,80.62
3459,2017,86.61
3459,2018,74.87
3459,2019,87.25
3459,2020,83.5
3459,2021,79.08
3460,1979,42.77
3460,1980,50.97
3460,1981,55.69
3460,1982,43.37
3460,1983,36.85
3460,1984,45.81
3460,1985,49.31
3460,1986,45.0
3460,1987,43.23
3460,1988,46.17
3460,1989,44.81
3460,1990,45.88
3460,1991,42.15
3460,1992,45.71
3460,1993,50.41
3460,1994,45.93
3460,1995,45.86
3460,1996,48.42
3460,1997,49.67
3460,1999,53.36
3460,2000,55.26
3460,2001,54.22
3460,2003,48.84
3460,2004,53.67
3460,2005,57.1
3460,2008,64.77
3460,2010,60.54
3460,2011,72.94
3460,2012,71.19
3460,2013,69.84
3460,2014,84.61
3460,2015,75.58
3461,2012,73.43
3461,2013,77.36
3461,2015,78.34
3462,1979,42.63
3462,2015,79.85
5111,1979,33.05
5111,1980,45.67
5111,1981,52.25
5111,1982,52.33
5111,1983,34.47
5111,1984,37.0
5111,1985,48.5
5111,1986,44.35
5111,1987,47.58
5111,1988,46.5
5111,1989,41.0
5111,1990,46.0
5111,1991,47.99
5111,1992,49.0
5111,1993,51.0
5111,1994,46.0
5111,1995,40.0
5111,1996,50.0
5111,1997,49.0
5111,1998,48.0
5111,1999,57.17
5111,2000,59.6
5111,2001,45.0
5111,2002,47.5
5111,2003,55.47
5111,2004,52.51
5111,2005,55.96
5111,2006,49.5
5111,2007,51.9
5111,2008,54.1
5111,2009,55.0
5111,2011,71.7
5111,2012,69.0
5111,2013,55.0
5112,1979,45.72
5112,1980,49.5
5112,1981,52.0
5112,1982,45.0
5112,1983,54.95
5112,1984,40.0
5112,1985,56.0
5112,1986,46.33
5112,1987,47.57
5112,1988,55.0
5112,1989,47.5
5112,1990,38.0
5112,1991,45.99
5112,1992,49.0
5112,1993,48.0
5112,1994,48.0
5112,1995,47.0
5112,1996,52.0
5112,1997,60.0
5112,1998,54.0
5112,1999,58.0
5112,2000,60.67
5112,2001,58.35
5112,2002,60.83
5112,2003,55.5
5112,2004,61.0
5112,2008,58.5
5112,2009,65.0
5113,1979,46.03
5113,1983,44.84
5113,1986,50.0
5113,1987,52.07
5113,1988,50.0
5113,1989,44.0
5113,1990,44.0
5113,1991,47.99
5113,1992,52.0
5113,2000,63.5
5113,2001,59.0
5113,2002,60.3
5114,1979,52.05
5114,1980,53.99
5114,1981,59.66
5114,1982,58.17
5114,1983,45.57
5114,1984,46.82
5114,1985,53.33
5114,1986,51.62
5114,1987,53.81
5114,1988,54.33
5114,1989,45.85
5114,1990,55.67
5114,1991,52.99
5114,1992,55.0
5114,1993,60.0
5114,1994,57.0
5114,1995,45.0
5114,1996,56.1
5114,1997,59.0
5114,1998,56.5
5114,1999,52.0
5114,2000,58.0
5114,2003,62.5
5114,2005,76.0
5114,2006,52.0
5114,2007,65.5
5114,2008,61.0
5116,1979,47.65
5116,1980,52.25
5116,1981,57.01
5116,1982,55.2
5116,1983,42.21
5116,1984,54.83
5116,1985,37.08
5116,1986,50.81
5116,1987,53.99
5116,1988,55.4
5116,1989,61.8
5116,1990,63.51
5116,1991,59.99
5116,1992,59.33
5116,1993,60.6
5116,1994,47.52
5116,1995,37.67
5116,1996,55.68
5116,1997,59.03
5116,1998,49.0
5116,1999,60.0
5116,2000,77.07
5116,2001,56.0
5116,2002,46.5
5116,2003,60.2
5116,2004,66.5
5116,2005,68.5
5116,2006,62.0
5116,2007,72.0
5116,2008,35.0
5116,2009,82.0
5116,2010,74.67
5116,2011,78.1
5116,2012,79.75
5116,2013,70.0
5116,2014,86.5
5116,2015,84.9
5116,2016,86.55
5116,2018,64.4
5116,2019,81.48
5116,2020,80.65
5116,2021,83.61
5117,1979,33.5
5117,1980,42.0
5117,1981,53.5
5117,1982,50.0
5117,1983,28.97
5117,1984,40.96
5117,1985,44.0
5117,1986,46.61
5117,1987,56.95
5117,1989,48.0
5117,1990,48.0
5117,1991,47.99
5117,1992,42.0
5117,2000,62.15
5117,2001,55.65
5117,2002,55.35
5120,1983,21.0
5124,1979,46.01
5124,1983,46.96
5124,1984,42.0
5124,1987,45.12
5124,2004,62.0
5124,2005,61.0
5124,2006,56.0
5124,2007,59.0
5124,2008,53.0
5124,2009,61.5
5154,1979,46.32
5154,1980,45.98
5154,1981,52.64
5154,1982,52.13
5154,1983,44.13
5154,1984,49.0
5154,1985,48.31
5154,1986,50.78
5154,1987,53.76
5154,1988,54.47
5154,1989,54.9
5154,1990,56.46
5154,1991,53.3
5154,1992,56.98
5154,1993,63.89
5154,1994,54.38
5154,1995,52.43
5154,1996,58.63
5154,1997,58.19
5154,1998,52.08
5154,1999,61.58
5154,2000,59.87
5154,2001,52.21
5154,2002,57.95
5154,2003,56.82
5154,2004,59.21
5154,2005,60.52
5154,2006,57.72
5154,2007,65.72
5154,2008,66.47
5154,2009,69.9
5154,2010,65.17
5154,2011,77.11
5154,2012,75.92
5154,2013,68.92
5154,2014,85.17
5154,2015,75.77
5154,2016,67.77
5154,2017,88.41
5154,2018,66.15
5154,2019,75.28
5154,2020,74.25
5154,2021,84.71
5158,1979,46.86
5158,1980,42.35
5158,1981,50.41
5158,1982,49.74
5158,1983,31.61
5158,1984,37.69
5158,1985,44.89
5158,1986,50.0
5158,1987,44.7
5158,1988,52.5
5158,1989,46.51
5158,1990,39.75
5158,1991,47.75
5158,1992,60.92
5158,1993,60.33
5158,1994,54.0
5158,1995,51.4
5158,1996,51.75
5158,1997,51.09
5158,1998,45.13
5158,1999,57.81
5158,2000,60.54
5158,2001,45.36
5158,2002,40.48
5158,2003,57.38
5158,2004,58.88
5158,2005,58.55
5158,2006,55.63
5158,2007,62.81
5158,2008,65.4
5158,2009,68.92
5158,2010,60.67
5158,2011,64.94
5158,2012,63.68
5158,2013,76.44
5158,2014,70.61
5158,2015,73.84
5162,1979,46.78
5162,1980,52.34
5162,1981,60.4
5162,1982,57.6
5162,1983,43.97
5162,1984,46.59
5162,1985,56.04
5162,1986,50.81
5162,1987,54.68
5162,1988,55.38
5162,1989,53.18
5162,1990,58.59
5162,1991,58.42
5162,1992,56.62
5162,1993,61.43
5162,1994,52.87
5162,1995,53.39
5162,1996,55.74
5162,1997,55.36
5162,1998,55.18
5162,1999,60.27
5162,2000,62.91
5162,2001,56.39
5162,2002,57.52
5162,2003,61.21
5162,2004,62.67
5162,2005,65.84
5162,2006,59.35
5162,2007,63.71
5162,2008,67.72
5162,2009,72.12
5162,2010,67.74
5162,2011,77.01
5162,2012,69.23
5162,2013,74.61
5162,2014,88.02
5162,2015,80.72
5162,2016,78.56
5162,2017,93.74
5162,2018,69.39
5162,2019,79.62
5162,2020,78.8
5162,2021,93.15
5166,1979,45.49
5166,1980,50.78
5166,1981,54.18
5166,1982,53.59
5166,1983,35.35
5166,1984,45.11
5166,1985,48.89
5166,1986,49.91
5166,1987,51.99
5166,1988,55.04
5166,1989,50.51
5166,1990,55.99
5166,1991,49.67
5166,1992,53.43
5166,1993,62.47
5166,1994,51.11
5166,1995,50.16
5166,1996,58.33
5166,1997,54.61
5166,1998,50.87
5166,1999,58.23
5166,2000,48.55
5166,2001,55.26
5166,2002,58.4
5166,2003,58.71
5166,2004,61.02
5166,2005,65.14
5166,2006,58.2
5166,2007,66.27
5166,2008,67.96
5166,2009,68.78
5166,2010,72.61
5166,2011,82.0
5166,2012,82.14
5166,2013,76.12
5166,2014,85.86
5166,2015,75.56
5166,2016,76.5
5166,2017,94.62
5166,2018,71.28
5166,2019,71.3
5166,2021,85.62
5170,1979,43.53
5170,1980,46.61
5170,1981,48.66
5170,1982,46.78
5170,1983,39.42
5170,1984,42.84
5170,1985,41.87
5170,1986,40.46
5170,1987,44.54
5170,1988,49.33
5170,1989,44.86
5170,1990,43.37
5170,1991,45.87
5170,1992,50.91
5170,1993,56.02
5170,1994,49.84
5170,1995,45.53
5170,1996,56.4
5170,1997,57.88
5170,1998,54.68
5170,1999,58.73
5170,2000,58.17
5170,2001,52.49
5170,2002,57.84
5170,2003,58.71
5170,2004,59.62
5170,2005,59.92
5170,2006,56.03
5170,2007,66.24
5170,2008,63.04
5170,2009,69.76
5170,2010,74.41
5170,2011,81.51
5170,2012,90.73
5170,2013,74.28
5170,2014,90.7
5170,2015,74.9
5170,2016,71.65
5170,2017,86.75
5170,2018,43.37
5170,2019,68.89
5314,1979,39.79
5314,1980,44.0
5314,1981,57.5
5314,1982,42.0
5314,1983,26.22
5314,1984,35.75
5314,1985,43.0
5314,1986,41.5
5314,1987,43.56
5314,1988,55.25
5314,1989,60.1
5314,1990,60.85
5314,1991,56.69
5314,1992,62.0
5314,1993,60.0
5314,1994,56.0
5314,1995,58.0
5314,1996,60.0
5314,1997,60.0
5314,1998,60.0
5314,1999,60.0
5314,2000,60.9
5314,2009,71.0
5314,2010,66.0
5314,2011,76.5
5314,2012,61.0
5314,2013,71.2
5314,2014,81.0
5314,2015,76.0
5315,1979,47.14
5315,1980,46.11
5315,1981,50.8
5315,1982,47.07
5315,1983,31.56
5315,1984,42.83
5315,1985,46.17
5315,1986,45.4
5315,1987,52.87
5315,1988,48.2
5315,1989,51.25
5315,1990,52.9
5315,1991,53.74
5315,1992,55.5
5315,1993,55.4
5315,1994,46.67
5315,1995,50.63
5315,1996,57.08
5315,1997,44.25
5315,1998,51.17
5315,1999,52.1
5315,2000,59.8
5315,2001,49.5
5315,2002,57.75
5315,2003,55.33
5315,2004,59.5
5315,2005,61.5
5315,2006,61.0
5315,2008,61.5
5315,2009,71.5
5315,2010,70.0
5315,2011,74.0
5315,2012,65.0
5316,1979,43.42
5316,1980,44.0
5316,1981,55.5
5316,1982,45.0
5316,1983,29.97
5316,1984,28.0
5316,1985,40.0
5316,1986,35.0
5316,1987,40.06
5316,1988,36.0
5316,1989,45.0
5316,1990,50.0
5316,1991,51.99
5316,1992,48.0
5316,1993,54.5
5316,1994,49.0
5316,1995,49.0
5316,1996,52.0
5316,1997,47.0
5316,1998,51.0
5316,1999,48.0
5316,2000,51.5
5316,2001,49.0
5316,2002,49.5
5316,2003,57.0
5316,2004,51.5
5316,2005,53.0
5316,2006,60.0
5316,2007,49.0
5316,2008,50.5
5316,2009,57.0
5316,2010,54.75
5316,2011,56.5
5316,2012,61.75
5316,2013,48.0
5316,2014,68.0
5316,2015,63.0
5334,1979,49.9539052890529
5334,1980,51.7151755860239
5334,1981,60.0041703193488
5334,1982,57.9216600505233
5334,1983,49.9793464351006
5334,1984,48.85
5334,1985,50.3947325876492
5334,1986,53.5776175009553
5334,1987,53.119628047004
5334,1988,56.5365101962293
5334,1989,61.8454337056824
5334,1990,60.732338630567
5334,1991,57.9600137066771
5334,1992,56.0139351942221
5334,1993,59.4885850063039
5334,1994,55.4718183607203
5334,1995,55.2387833252545
5334,1996,58.5453497536946
5334,1997,58.0740563045202
5334,1998,59.7288238213399
5334,1999,64.2195390620387
5334,2000,65.825312416581
5334,2001,55.8325498405104
5334,2002,61.1062041859094
5334,2003,69.265815733385
5334,2004,74.8134119580453
5334,2005,66.5606125204977
5334,2006,63.4682922824302
5334,2007,69.62
5334,2008,67.0144685172647
5334,2009,72.94
5334,2010,68.12
5334,2011,79.2
5334,2012,77.87
5334,2013,76.79
5334,2014,85.2
5334,2015,75.93
5334,2016,86.54
5334,2017,98.76
5334,2018,72.23
5334,2019,85.63
5334,2020,92.29
5334,2021,86.27
5358,1979,47.86
5358,1980,49.74
5358,1981,60.93
5358,1982,57.83
5358,1983,44.35
5358,1984,49.25
5358,1985,50.85
5358,1986,51.81
5358,1987,53.37
5358,1988,54.14
5358,1989,54.42
5358,1990,57.19
5358,1991,52.85
5358,1992,52.8
5358,1993,57.97
5358,1994,50.96
5358,1995,52.71
5358,1996,52.43
5358,1997,52.88
5358,1998,55.79
5358,1999,62.17
5358,2000,61.12
5358,2001,55.85
5358,2002,60.15
5358,2003,57.59
5358,2004,68.08
5358,2005,63.14
5358,2006,61.05
5358,2007,68.49
5358,2008,68.9
5358,2009,71.69
5358,2010,68.51
5358,2011,79.28
5358,2012,77.56
5358,2013,74.82
5358,2014,90.39
5358,2015,81.41
5358,2016,75.08
5358,2017,90.59
5358,2018,57.25
5358,2019,76.73
5358,2020,72.21
5358,2021,84.88
5362,1979,46.14
5362,1980,57.14
5362,1981,59.27
5362,1982,55.85
5362,1983,39.09
5362,1984,46.43
5362,1985,55.14
5362,1986,49.54
5362,1987,49.77
5362,1988,55.84
5362,1989,56.92
5362,1990,65.02
5362,1991,55.87
5362,1992,55.95
5362,1993,62.83
5362,1994,54.88
5362,1995,58.83
5362,1996,56.68
5362,1997,56.17
5362,1998,56.01
5362,1999,64.21
5362,2000,65.33
5362,2001,57.12
5362,2002,59.36
5362,2003,60.79
5362,2004,66.6
5362,2005,63.51
5362,2006,59.7
5362,2007,69.42
5362,2008,70.71
5362,2009,69.49
5362,2010,71.11
5362,2011,69.54
5362,2012,74.28
5362,2013,76.51
5362,2014,89.79
5362,2015,81.69
5362,2016,73.79
5362,2017,89.15
5362,2018,68.01
5362,2019,77.53
5362,2020,88.88
5362,2021,93.86
5366,1979,43.18
5366,1980,45.23
5366,1981,54.39
5366,1982,50.09
5366,1983,34.22
5366,1984,41.87
5366,1985,43.88
5366,1986,48.19
5366,1987,50.12
5366,1988,45.21
5366,1989,46.04
5366,1990,45.43
5366,1991,46.72
5366,1992,49.69
5366,1993,49.32
5366,1994,41.58
5366,1995,41.64
5366,1996,49.84
5366,1997,47.09
5366,1998,54.05
5366,1999,48.71
5366,2000,64.64
5366,2001,52.85
5366,2002,50.88
5366,2003,48.82
5366,2004,58.19
5366,2005,56.58
5366,2006,61.59
5366,2007,66.9
5366,2008,62.37
5366,2009,70.78
5366,2010,57.64
5366,2011,68.91
5366,2012,65.17
5366,2013,73.72
5366,2014,85.36
5366,2015,74.55
5366,2016,75.17
5366,2017,83.11
5366,2018,50.66
5366,2019,65.94
5366,2020,64.62
5366,2021,79.5
5370,1979,47.21
5370,1980,53.82
5370,1981,57.36
5370,1982,58.88
5370,1983,47.6
5370,1984,49.55
5370,1985,53.86
5370,1986,51.81
5370,1987,54.47
5370,1988,56.33
5370,1989,58.24
5370,1990,58.63
5370,1991,56.61
5370,1992,57.67
5370,1993,65.24
5370,1994,52.34
5370,1995,51.12
5370,1996,56.36
5370,1997,57.33
5370,1998,55.44
5370,1999,62.54
5370,2000,62.23
5370,2001,57.68
5370,2002,55.15
5370,2003,54.62
5370,2004,65.23
5370,2005,70.39
5370,2006,62.73
5370,2007,70.8
5370,2008,71.38
5370,2009,74.64
5370,2010,73.79
5370,2011,79.11
5370,2012,78.22
5370,2013,74.11
5370,2014,86.23
5370,2015,77.61
5370,2016,77.34
5370,2017,85.34
5370,2018,72.54
5370,2019,75.87
5370,2020,88.64
5370,2021,84.49
5374,1979,47.1
5374,1980,37.5
5374,1983,26.0
5378,1979,44.04
5378,1980,37.0
5378,1981,45.5
5378,1983,39.96
5378,1984,45.0
5378,1986,50.01
5378,1987,38.06
5378,1988,55.0
5378,1989,48.0
5378,1990,46.0
5378,1991,50.0
5378,1993,65.0
5378,1995,39.0
5378,1996,58.0
5378,1998,37.5
5378,1999,46.5
5378,2000,52.0
5382,1979,49.5
5382,1980,45.03
5382,1981,56.31
5382,1982,51.76
5382,1983,33.03
5382,1984,45.26
5382,1985,44.27
5382,1986,46.43
5382,1987,51.27
5382,1988,51.37
5382,1989,47.84
5382,1990,55.11
5382,1991,48.26
5382,1992,59.07
5382,1993,56.66
5382,1994,46.88
5382,1995,50.99
5382,1996,50.8
5382,1997,51.54
5382,1998,50.69
5382,1999,49.47
5382,2000,61.73
5382,2001,48.59
5382,2002,53.79
5382,2003,51.88
5382,2004,57.32
5382,2005,56.7
5382,2006,56.99
5382,2007,57.82
5382,2008,58.3
5382,2009,62.93
5382,2010,64.1
5382,2011,69.47
5382,2012,67.86
5382,2013,67.26
5382,2014,85.66
5382,2015,68.53
5382,2016,55.44
5382,2017,86.72
5382,2018,46.43
5382,2019,65.63
5382,2020,56.73
5382,2021,90.45
5512,1979,44.0
5512,1980,52.0
5512,1981,47.5
5512,1982,45.0
5512,1983,44.0
5512,1984,48.0
5512,1985,50.0
5512,1988,50.0
5512,1989,50.0
5513,1979,41.0
