district_no,year,yield,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,pflanzliche_erzeugung_lag1,zuckerrben_lag1,dngemittel_lag1,pflanzenschutzmittel_lag1,saat_und_pflanzgut_lag1,energie_und_schmierstoffe_lag1,winter_temp_anomaly,winter_precip_anomaly
05162,2021,93.15,337.455,17.355919,0,14164604.0,52.37456553622641,42.423848760014735,100.0,100.0,100.0,100.025,100.025,100.0,-0.10112699901958422,0.04793801979587897
05166,2018,71.28,119.53286,19.221106,10,17224138.0,48.98895390569765,41.116174446336814,93.1,96.7,94.2,99.3,96.425,101.7,-0.7509415518447327,-0.04434518834256751
05166,2019,71.3,204.1857,18.117481,6,15757582.0,48.98895390569765,41.116174446336814,102.7,95.4,96.925,99.125,98.025,109.125,0.22750153734733658,-0.15570759563764147
05166,2021,85.62,300.85855,17.269472,0,14241611.0,48.98895390569765,41.116174446336814,101.9,90.0,102.65,99.1,100.5,110.55,-0.09968701913271616,0.05152727413918501
05170,2018,43.37,116.42399,19.172474,10,17140488.0,31.455906099143768,42.85644848180261,93.1,96.7,94.2,99.3,96.425,101.7,-0.7464986690959563,-0.028843737582071594
05170,2019,68.89,198.14401,18.09738,6,15521686.0,31.455906099143768,42.85644848180261,102.7,95.4,96.925,99.125,98.025,109.125,0.24028706942675626,-0.1872992127607248
05334,2018,72.23,138.12366,18.000092,6,17316116.0,307.8268428732844,66.01130205590341,93.1,96.7,94.2,99.3,96.425,101.7,-0.9132337882958836,-0.024296751917555537
05334,2019,85.63,210.14545,16.973272,5,16096698.0,307.8268428732844,66.01130205590341,102.7,95.4,96.925,99.125,98.025,109.125,0.31695310826597733,-0.04904716238609874
05334,2020,92.29,174.37183,17.504908,8,15271339.0,307.8268428732844,66.01130205590341,101.9,90.0,102.65,99.1,100.5,110.55,0.49607490006616217,0.2543186738299268
05334,2021,86.27,379.47815,16.001118,0,14329106.0,307.8268428732844,66.01130205590341,100.0,100.0,100.0,100.025,100.025,100.0,-0.004360926130857479,0.044908635814585374
05358,2018,57.25,119.95545,19.185797,10,17488698.0,172.0221120671608,51.23521929115644,93.1,96.7,94.2,99.3,96.425,101.7,-0.7929417446705429,-0.04929196324525198
05358,2019,76.73,198.9909,18.120413,7,16139635.0,172.0221120671608,51.23521929115644,102.7,95.4,96.925,99.125,98.025,109.125,0.26507026706093484,-0.12710758809649436
05358,2020,72.21,154.07364,18.644842,12,15380758.0,172.0221120671608,51.23521929115644,101.9,90.0,102.65,99.1,100.5,110.55,0.43918256242915277,0.28567846659458107
05358,2021,84.88,359.58365,17.01689,0,14492280.0,172.0221120671608,51.23521929115644,100.0,100.0,100.0,100.025,100.025,100.0,-0.05880843964558835,0.06886541833831727
05362,2018,68.01,117.66818,19.621487,12,17457516.0,87.39634517987913,46.73351601428842,93.1,96.7,94.2,99.3,96.425,101.7,-0.7694965083225611,-0.039794435157017305
05362,2019,77.53,198.01912,18.42121,7,15951730.0,87.39634517987913,46.73351601428842,102.7,95.4,96.925,99.125,98.025,109.125,0.28891418665057245,-0.13332893691596792
05362,2020,88.88,148.33545,18.97721,13,15249814.0,87.39634517987913,46.73351601428842,101.9,90.0,102.65,99.1,100.5,110.55,0.4404198580375578,0.3061448663336097
05362,2021,93.86,369.12366,17.28941,0,14371981.0,87.39634517987913,46.73351601428842,100.0,100.0,100.0,100.025,100.025,100.0,-0.07884401895216797,0.06313963588876481
05366,2018,50.66,135.54706,17.461517,5,17756034.0,400.8587965279651,62.31806896521423,93.1,96.7,94.2,99.3,96.425,101.7,-0.8841387621989725,-0.034169706332007
05366,2019,65.94,224.19528,16.454956,4,16580191.0,400.8587965279651,62.31806896521423,102.7,95.4,96.925,99.125,98.025,109.125,0.317656273221246,-0.09416423097238324
05366,2020,64.62,179.72176,17.023085,5,15684077.0,400.8587965279651,62.31806896521423,101.9,90.0,102.65,99.1,100.5,110.55,0.4885819413256627,0.2630961509089671
05366,2021,79.5,391.06354,15.464084,0,14724519.0,400.8587965279651,62.31806896521423,100.0,100.0,100.0,100.025,100.025,100.0,-0.056639909496709606,0.066343259427186
05370,2018,72.54,123.185,19.186296,10,17260726.0,72.57404322677954,43.13673419738953,93.1,96.7,94.2,99.3,96.425,101.7,-0.7668501343883918,-0.03821251989807739
05370,2019,75.87,199.81334,18.119019,7,15911374.0,72.57404322677954,43.13673419738953,102.7,95.4,96.925,99.125,98.025,109.125,0.23634892913634076,-0.12172216001116443
05370,2020,88.64,160.15332,18.521252,12,15181621.0,72.57404322677954,43.13673419738953,101.9,90.0,102.65,99.1,100.5,110.55,0.42944481705097814,0.2769994637636801
05370,2021,84.49,314.3883,17.18919,0,14301436.0,72.57404322677954,43.13673419738953,100.0,100.0,100.0,100.025,100.025,100.0,-0.06319009936919429,0.050653955524446515
05382,2018,46.43,124.742004,19.119108,11,17618604.0,171.6456726666031,57.84951835677244,93.1,96.7,94.2,99.3,96.425,101.7,-0.7753497089286725,-0.033066747000292995
05382,2019,65.63,215.614,17.869516,6,16116298.0,171.6456726666031,57.84951835677244,102.7,95.4,96.925,99.125,98.025,109.125,0.32622101197966913,-0.1044798963015191
05382,2020,56.73,163.00867,18.383533,8,15329582.0,171.6456726666031,57.84951835677244,101.9,90.0,102.65,99.1,100.5,110.55,0.4945458573796486,0.2785471770630794
05382,2021,90.45,371.274,16.789198,0,14423388.0,171.6456726666031,57.84951835677244,100.0,100.0,100.0,100.025,100.025,100.0,-0.12675115197168907,0.015938190715595324
05554,2018,48.1,114.861176,18.903593,10,16997018.0,52.380458202545015,41.98573116093186,93.1,96.7,94.2,99.3,96.425,101.7,-0.8106246923485401,-0.015083016539140792
05554,2019,47.62,205.81235,17.823488,7,15379574.0,52.380458202545015,41.98573116093186,102.7,95.4,96.925,99.125,98.025,109.125,0.3075952507301736,-0.18341041145051296
05554,2020,76.94,187.02292,17.768623,10,14505245.0,52.380458202545015,41.98573116093186,101.9,90.0,102.65,99.1,100.5,110.55,0.545448178534798,0.16834910276850734
05554,2021,87.92,264.53647,17.171522,0,14005485.0,52.380458202545015,41.98573116093186,100.0,100.0,100.0,100.025,100.025,100.0,-0.23103856854066862,0.0836955745485457
05566,2019,49.93,204.1025,17.816452,11,15108657.0,60.48607477092469,47.07922651899528,93.1,96.7,94.2,99.3,96.425,101.7,0.36566727619214134,-0.18138619760919594
05754,2020,63.58,198.65666,17.703562,6,14659672.0,91.19454333545588,48.81886725992208,102.7,95.4,96.925,99.125,98.025,109.125,0.6048670946009906,0.17774578049489853
05754,2021,64.53,249.37132,17.05412,0,13764203.0,91.19454333545588,48.81886725992208,100.0,100.0,100.0,100.025,100.025,100.0,-0.23887575714707054,0.04623190616056405
05758,2018,78.53,121.724,18.605392,10,16983956.0,108.55503905963828,55.57771491542452,93.1,96.7,94.2,99.3,96.425,101.7,-0.889950680331367,0.008772287659718714
05758,2019,74.18,185.86401,17.655272,8,14995377.0,108.55503905963828,55.57771491542452,102.7,95.4,96.925,99.125,98.025,109.125,0.37453884234730594,-0.1653593095519007
05758,2020,94.39,199.18597,17.41465,5,14664267.0,108.55503905963828,55.57771491542452,101.9,90.0,102.65,99.1,100.5,110.55,0.6707880229087664,0.18963177762455086
05758,2021,85.55,233.01,16.887405,0,13808842.0,108.55503905963828,55.57771491542452,100.0,100.0,100.0,100.025,100.025,100.0,-0.23853677653818295,0.03716045805460766
05762,2018,63.75,136.02142,18.08066,10,17402506.0,230.2836498008996,61.2674786619333,93.1,96.7,94.2,99.3,96.425,101.7,-0.828191523181772,0.005167379664804406
05762,2019,81.5,187.16357,16.891565,4,15284794.0,230.2836498008996,61.2674786619333,102.7,95.4,96.925,99.125,98.025,109.125,0.38129308091527037,-0.10688238660128702
05762,2020,85.14,211.00713,16.908588,2,15051969.0,230.2836498008996,61.2674786619333,101.9,90.0,102.65,99.1,100.5,110.55,0.6451792835339347,0.1686723737416893
05762,2021,81.94,278.825,16.208147,0,13693767.0,230.2836498008996,61.2674786619333,100.0,100.0,100.0,100.025,100.025,100.0,-0.28702993437713076,0.045372619352851196
05766,2018,69.29,138.44937,18.227062,9,17139734.0,195.0615252904903,67.58305823046362,93.1,96.7,94.2,99.3,96.425,101.7,-0.9011519524655682,0.004184700546925102
05766,2019,78.07,177.12875,17.29018,6,15026255.0,195.0615252904903,67.58305823046362,102.7,95.4,96.925,99.125,98.025,109.125,0.3888324554384326,-0.11570511202536005
05766,2020,86.25,207.24437,17.114798,3,14779740.0,195.0615252904903,67.58305823046362,101.9,90.0,102.65,99.1,100.5,110.55,0.6723249593057972,0.162389375748635
05766,2021,84.65,261.69812,16.507326,0,13692310.0,195.0615252904903,67.58305823046362,100.0,100.0,100.0,100.025,100.025,100.0,-0.23028181727346464,0.03187805042268388
05974,2018,76.73,136.38777,18.605673,11,17169294.0,184.8455356969452,63.28052138138053,93.1,96.7,94.2,99.3,96.425,101.7,-0.9106262144348989,0.024699010657408982
05974,2019,82.92,208.51111,17.365023,5,15310367.0,184.8455356969452,63.28052138138053,102.7,95.4,96.925,99.125,98.025,109.125,0.31248687483315507,-0.011388722187362088
05974,2020,86.72,202.76889,17.413952,4,14820248.0,184.8455356969452,63.28052138138053,101.9,90.0,102.65,99.1,100.5,110.55,0.6394259290107698,0.18392084403358888
05974,2021,86.45,318.0939,16.563593,0,13773727.0,184.8455356969452,63.28052138138053,100.0,100.0,100.0,100.025,100.025,100.0,-0.23786435799269157,0.01056192643532916
06432,2018,57.0,97.137505,20.346949,15,18144784.0,189.481084601446,51.88960179488917,93.1,96.7,94.2,99.3,96.425,101.7,-0.6596623413727798,0.14433855581382993
06432,2019,81.78,182.05122,19.159182,10,17479568.0,189.481084601446,51.88960179488917,102.7,95.4,96.925,99.125,98.025,109.125,0.40232772789647697,-0.15239775375368259
06432,2020,71.79,117.69499,19.726154,11,16817584.0,189.481084601446,51.88960179488917,101.9,90.0,102.65,99.1,100.5,110.55,0.6240460286070402,0.17894238685602049
06432,2021,80.09,213.63374,17.83042,0,15021759.0,189.481084601446,51.88960179488917,100.0,100.0,100.0,100.025,100.025,100.0,-0.36010922541191803,0.017487899747068214
06433,2018,70.7,86.652,20.878372,23,18095982.0,92.4125293783346,43.40426238206409,93.1,96.7,94.2,99.3,96.425,101.7,-0.601752493782783,0.16544834271299846
06433,2019,80.37,161.10002,19.79392,14,17416948.0,92.4125293783346,43.40426238206409,102.7,95.4,96.925,99.125,98.025,109.125,0.4226591325619893,-0.23642422045951528
06433,2020,71.53,101.450005,20.283184,17,16664856.0,92.4125293783346,43.40426238206409,101.9,90.0,102.65,99.1,100.5,110.55,0.5799583443553615,0.19360189698333108
06433,2021,83.38,212.12802,18.2991,1,14904552.0,92.4125293783346,43.40426238206409,100.0,100.0,100.0,100.025,100.025,100.0,-0.3693079333798437,0.07421944520286639
06434,2018,61.64,96.636665,19.052423,10,17996252.0,376.41009902321633,58.18841328380765,93.1,96.7,94.2,99.3,96.425,101.7,-0.7002398774467338,0.07201214472613504
06434,2019,82.43,161.09166,17.964035,6,17093972.0,376.41009902321633,58.18841328380765,102.7,95.4,96.925,99.125,98.025,109.125,0.42199582534919955,-0.1912568503840627
06434,2020,74.93,123.51834,18.396383,6,16291218.0,376.41009902321633,58.18841328380765,101.9,90.0,102.65,99.1,100.5,110.55,0.5789979603192705,0.20665457033135093
06434,2021,92.38,257.06165,16.512676,0,14647409.0,376.41009902321633,58.18841328380765,100.0,100.0,100.0,100.025,100.025,100.0,-0.352065333727694,0.11009636101980713
06435,2018,65.02,106.55333,18.940659,10,17939328.0,286.82231562732915,55.338006038509,93.1,96.7,94.2,99.3,96.425,101.7,-0.6869220766901094,0.06879071508028267
06435,2019,81.35,181.5872,17.713602,4,16931618.0,286.82231562732915,55.338006038509,102.7,95.4,96.925,99.125,98.025,109.125,0.4315288628771441,-0.11597274503218336
06440,2018,65.62,99.292854,19.400011,13,18067522.0,218.2592393984248,50.50510330848203,93.1,96.7,94.2,99.3,96.425,101.7,-0.6854580643477561,0.056650988812141145
06440,2019,83.38,158.81502,18.35512,8,16983532.0,218.2592393984248,50.50510330848203,102.7,95.4,96.925,99.125,98.025,109.125,0.4125841610430143,-0.14884322293693442
06440,2020,72.83,122.11214,18.752966,8,16331311.0,218.2592393984248,50.50510330848203,101.9,90.0,102.65,99.1,100.5,110.55,0.6397543088569364,0.2103708757554359
06440,2021,93.0,246.22215,17.050816,0,14723630.0,218.2592393984248,50.50510330848203,100.0,100.0,100.0,100.025,100.025,100.0,-0.39747967210087154,0.06330150247915944
06531,2018,64.29,105.328,19.033236,12,18142694.0,240.53761859489617,50.47837629224309,93.1,96.7,94.2,99.3,96.425,101.7,-0.7279827080391215,0.049709188770555635
06531,2019,81.57,140.44801,18.023687,8,16803772.0,240.53761859489617,50.47837629224309,102.7,95.4,96.925,99.125,98.025,109.125,0.4051605931601898,-0.2023535319541906
06531,2020,75.22,120.532,18.279036,6,16120708.0,240.53761859489617,50.47837629224309,101.9,90.0,102.65,99.1,100.5,110.55,0.6079658545342568,0.22938643485806987
06531,2021,86.67,273.93604,16.760532,0,14686495.0,240.53761859489617,50.47837629224309,100.0,100.0,100.0,100.025,100.025,100.0,-0.40377189346929754,0.11812555722959428
06535,2018,63.28,113.17,18.337116,9,18030810.0,381.61814459518007,56.02250347734993,93.1,96.7,94.2,99.3,96.425,101.7,-0.8725864207578979,0.04768769716917043
06535,2019,75.02,164.68527,17.049324,4,16601724.0,381.61814459518007,56.02250347734993,102.7,95.4,96.925,99.125,98.025,109.125,0.42514099518427884,-0.1287370058741878
06535,2021,82.1,277.9521,15.990295,0,14521870.0,381.61814459518007,56.02250347734993,101.9,90.0,102.65,99.1,100.5,110.55,-0.44655413851347703,0.03885675647803222
06633,2018,69.18,124.52375,18.124401,10,17666172.0,283.1839426580986,55.48021563816635,93.1,96.7,94.2,99.3,96.425,101.7,-0.7969448832848229,0.019710089641350015
06633,2019,81.45,178.26498,16.7402,4,15601116.0,283.1839426580986,55.48021563816635,102.7,95.4,96.925,99.125,98.025,109.125,0.35064757901176336,-0.13433800274654117
06633,2020,81.2,195.16814,16.908607,2,15342667.0,283.1839426580986,55.48021563816635,101.9,90.0,102.65,99.1,100.5,110.55,0.6386923342475939,0.1979573739323699
06633,2021,82.29,249.60251,16.111073,0,13881626.0,283.1839426580986,55.48021563816635,100.0,100.0,100.0,100.025,100.025,100.0,-0.37622042671165445,0.09113468705684546
06634,2018,66.84,119.170555,18.299704,11,17865252.0,302.2606762770996,50.86215178289449,93.1,96.7,94.2,99.3,96.425,101.7,-0.7702368875827119,0.07501869964424146
06634,2019,78.98,166.11612,16.908596,4,16063343.0,302.2606762770996,50.86215178289449,102.7,95.4,96.925,99.125,98.025,109.125,0.399569459815325,-0.1537513004083021
06634,2020,79.7,160.26613,17.219019,3,15667339.0,302.2606762770996,50.86215178289449,101.9,90.0,102.65,99.1,100.5,110.55,0.6407295333540901,0.18798583647785638
06634,2021,81.63,256.1111,16.122625,0,14167345.0,302.2606762770996,50.86215178289449,100.0,100.0,100.0,100.025,100.025,100.0,-0.4223945033901373,0.0563743645541801
06636,2018,45.56,115.64933,18.177244,10,17786416.0,329.5856077347513,57.24082814403981,93.1,96.7,94.2,99.3,96.425,101.7,-0.7427568594269474,0.06625346247262875
06636,2019,74.28,166.126,16.633533,3,15713475.0,329.5856077347513,57.24082814403981,102.7,95.4,96.925,99.125,98.025,109.125,0.44583882020918963,-0.10614132679846011
06636,2020,68.96,186.22533,16.914581,3,15486968.0,329.5856077347513,57.24082814403981,101.9,90.0,102.65,99.1,100.5,110.55,0.7142197398683265,0.13963655527941166
06636,2021,77.11,244.58,15.996941,0,13928499.0,329.5856077347513,57.24082814403981,100.0,100.0,100.0,100.025,100.025,100.0,-0.3682202575192832,0.008448824831245538
07133,2019,84.04,171.92093,18.042448,6,17705350.0,296.724437063036,51.07921936344532,102.7,95.4,96.925,99.125,98.025,109.125,0.30858501061374,-0.1998724840123539
07137,2018,59.55,108.75834,18.519943,11,17954062.0,275.56174301379946,52.56413776581187,93.1,96.7,94.2,99.3,96.425,101.7,-0.7913803787773759,0.041693002173575744
07137,2019,76.15,195.01752,17.511032,5,16970672.0,275.56174301379946,52.56413776581187,102.7,95.4,96.925,99.125,98.025,109.125,0.2685329763255595,-0.14634105903272665
07137,2020,59.96,146.09833,17.930208,8,15907233.0,275.56174301379946,52.56413776581187,101.9,90.0,102.65,99.1,100.5,110.55,0.5119372634617321,0.23691890186596187
07137,2021,82.65,280.32916,16.499561,0,14733254.0,275.56174301379946,52.56413776581187,100.0,100.0,100.0,100.025,100.025,100.0,-0.14569727716155967,0.07284022371611987
07331,2018,67.08,84.26142,20.501862,15,18275896.0,184.74102991462405,48.12279545184597,93.1,96.7,94.2,99.3,96.425,101.7,-0.6405670231997078,0.15407759477401894
07331,2019,78.18,164.85571,19.406178,12,17704498.0,184.74102991462405,48.12279545184597,102.7,95.4,96.925,99.125,98.025,109.125,0.40418104932825827,-0.25234776162191375
07331,2020,62.62,97.04286,19.924593,17,16902370.0,184.74102991462405,48.12279545184597,101.9,90.0,102.65,99.1,100.5,110.55,0.5575561880808095,0.20105094694887238
07331,2021,82.23,219.59001,17.8273,0,15154291.0,184.74102991462405,48.12279545184597,100.0,100.0,100.0,100.025,100.025,100.0,-0.355721640099091,0.08789170074307795
07332,2018,55.05,106.67333,20.261236,14,18186176.0,265.18497040983937,54.88075242723909,93.1,96.7,94.2,99.3,96.425,101.7,-0.6600244100563373,0.15371820989289664
07332,2019,71.52,177.83,19.13033,9,17740564.0,265.18497040983937,54.88075242723909,102.7,95.4,96.925,99.125,98.025,109.125,0.41443972973286236,-0.26196921196687206
07332,2020,26.24,111.53833,19.753319,12,17072884.0,265.18497040983937,54.88075242723909,101.9,90.0,102.65,99.1,100.5,110.55,0.6094388587993649,0.2087685583018053
07332,2021,70.16,259.82834,17.600279,0,15341519.0,265.18497040983937,54.88075242723909,100.0,100.0,100.0,100.025,100.025,100.0,-0.31097361806007484,0.0835639619927413
07333,2018,60.73,103.57751,19.416254,11,18206898.0,306.886938037734,50.4921750699735,93.1,96.7,94.2,99.3,96.425,101.7,-0.6980923746162375,0.14454898144057715
07333,2019,77.35,179.58377,18.334923,7,17710560.0,306.886938037734,50.4921750699735,102.7,95.4,96.925,99.125,98.025,109.125,0.38202588249328073,-0.24917221325106853
07333,2020,68.67,112.582504,18.930187,10,16940944.0,306.886938037734,50.4921750699735,101.9,90.0,102.65,99.1,100.5,110.55,0.5379678282340024,0.21911326032099043
07333,2021,87.99,261.95126,16.876257,0,15204455.0,306.886938037734,50.4921750699735,100.0,100.0,100.0,100.025,100.025,100.0,-0.26053122635278214,0.07241441742709376
07334,2018,54.88,90.984,20.91897,16,18021218.0,120.12467382252188,47.66931692198731,93.1,96.7,94.2,99.3,96.425,101.7,-0.6506965198327066,0.19296992774643296
07334,2019,67.24,136.58002,20.021421,15,17780738.0,120.12467382252188,47.66931692198731,102.7,95.4,96.925,99.125,98.025,109.125,0.35611495219757217,-0.17982385137306367
07334,2020,54.7,104.334,20.338747,15,17232500.0,120.12467382252188,47.66931692198731,101.9,90.0,102.65,99.1,100.5,110.55,0.6354380350098836,0.17434042237423064
07334,2021,86.37,217.87999,18.375439,1,15507694.0,120.12467382252188,47.66931692198731,100.0,100.0,100.0,100.025,100.025,100.0,-0.3178299820808661,0.0418139023448898
07337,2018,75.4,115.75142,20.223078,14,18095640.0,251.85473949706744,56.42069397953205,93.1,96.7,94.2,99.3,96.425,101.7,-0.6847458788697054,0.16441676105606717
07337,2019,82.84,158.22856,19.196993,10,17789312.0,251.85473949706744,56.42069397953205,102.7,95.4,96.925,99.125,98.025,109.125,0.4047603435253109,-0.22774592452847142
07337,2020,68.11,120.87858,19.666239,14,17209764.0,251.85473949706744,56.42069397953205,101.9,90.0,102.65,99.1,100.5,110.55,0.6083180174325662,0.20372786892340033
07337,2021,87.58,263.43286,17.660677,0,15492033.0,251.85473949706744,56.42069397953205,100.0,100.0,100.0,100.025,100.025,100.0,-0.2743274009100105,0.04996359603430034
07338,2018,92.23,85.895,21.143871,22,18194866.0,100.9821622520557,41.94914260173256,93.1,96.7,94.2,99.3,96.425,101.7,-0.6047664130483668,0.17375931945151168
07339,2018,59.71,88.22286,20.287472,15,18176962.0,190.07160074730552,48.84544684417733,93.1,96.7,94.2,99.3,96.425,101.7,-0.6442360473406552,0.1416133717501955
07339,2019,78.31,168.59715,19.188593,12,17565492.0,190.07160074730552,48.84544684417733,102.7,95.4,96.925,99.125,98.025,109.125,0.3953865394385616,-0.24026935203119215
07339,2020,53.48,106.45286,19.714493,15,16717326.0,190.07160074730552,48.84544684417733,101.9,90.0,102.65,99.1,100.5,110.55,0.5416467696360314,0.20177193214965405
07339,2021,87.17,234.04713,17.692389,0,14989319.0,190.07160074730552,48.84544684417733,100.0,100.0,100.0,100.025,100.025,100.0,-0.32876040707560605,0.0855220576259994
08111,2018,64.67,147.76666,19.276653,9,17677556.0,354.9420980627743,47.02420308255134,93.1,96.7,94.2,99.3,96.425,101.7,-0.7021357709614335,0.20113176802272115
08111,2019,82.92,197.10333,18.15618,5,17464420.0,354.9420980627743,47.02420308255134,102.7,95.4,96.925,99.125,98.025,109.125,0.17437467911270232,-0.016177719154771064
08111,2020,65.46,179.81001,18.652374,9,16985448.0,354.9420980627743,47.02420308255134,101.9,90.0,102.65,99.1,100.5,110.55,0.70848041723508,0.18731778185738635
08111,2021,83.05,254.81332,16.986984,0,15257593.0,354.9420980627743,47.02420308255134,100.0,100.0,100.0,100.025,100.025,100.0,-0.35828159236257306,0.05320039927574416
08115,2019,86.58,222.15627,17.594158,4,17593196.0,470.1272866448536,48.94521501984948,93.1,96.7,94.2,99.3,96.425,101.7,0.1774791546130814,-0.0016760534370608982
08118,2018,57.44,146.2,19.76803,11,17756018.0,282.4640191800873,46.63304415170457,93.1,96.7,94.2,99.3,96.425,101.7,-0.7260233823994326,0.17272058239826227
08118,2019,78.26,192.325,18.609627,6,17531050.0,282.4640191800873,46.63304415170457,102.7,95.4,96.925,99.125,98.025,109.125,0.20907543383202665,-0.03328769296672729
08118,2020,64.59,172.525,19.056768,11,17002638.0,282.4640191800873,46.63304415170457,101.9,90.0,102.65,99.1,100.5,110.55,0.6920518105223437,0.20920261001989027
08118,2021,81.88,247.20003,17.430506,0,15193535.0,282.4640191800873,46.63304415170457,100.0,100.0,100.0,100.025,100.025,100.0,-0.3367744157770858,0.038767749978751986
08119,2020,59.07,174.02274,18.362617,8,16870838.0,382.740038914057,56.07542370943023,101.9,90.0,102.65,99.1,100.5,110.55,0.7524238911254884,0.17003544908239432
08125,2018,61.26,113.17125,19.957888,14,17919504.0,256.19008124886005,52.63757019254051,93.1,96.7,94.2,99.3,96.425,101.7,-0.6787378834309266,0.13341047369982562
08125,2019,84.63,161.46124,18.675999,5,17554260.0,256.19008124886005,52.63757019254051,102.7,95.4,96.925,99.125,98.025,109.125,0.26591964251412037,-0.018665901431846876
08125,2020,63.06,143.78938,19.04807,10,16965412.0,256.19008124886005,52.63757019254051,101.9,90.0,102.65,99.1,100.5,110.55,0.6499157540620786,0.21543657038099484
08125,2021,85.1,216.72687,17.456833,0,15077734.0,256.19008124886005,52.63757019254051,100.0,100.0,100.0,100.025,100.025,100.0,-0.3643082052890918,-0.002530681451004879
08126,2018,62.81,110.562,19.199797,10,17831614.0,336.4091301756647,55.46941274867426,93.1,96.7,94.2,99.3,96.425,101.7,-0.7002540180152437,0.15151649396609645
08126,2019,82.38,166.60301,17.909405,4,17391742.0,336.4091301756647,55.46941274867426,102.7,95.4,96.925,99.125,98.025,109.125,0.25837951629648614,-0.002143372185410386
08126,2020,67.41,154.61203,18.393759,9,16852902.0,336.4091301756647,55.46941274867426,101.9,90.0,102.65,99.1,100.5,110.55,0.7033249912564088,0.189708925392845
08126,2021,86.0,227.048,16.799314,0,14945873.0,336.4091301756647,55.46941274867426,100.0,100.0,100.0,100.025,100.025,100.0,-0.3591617807455805,0.007139803690360713
08128,2018,58.34,101.71375,19.169483,10,17953236.0,333.40966965901134,51.929721011856586,93.1,96.7,94.2,99.3,96.425,101.7,-0.6911233016114693,0.1391719859186762
08128,2019,77.75,173.98251,17.808971,4,17320770.0,333.40966965901134,51.929721011856586,102.7,95.4,96.925,99.125,98.025,109.125,0.31030457301244496,-0.042447766794875386
08128,2020,73.21,148.9175,18.443192,9,16807838.0,333.40966965901134,51.929721011856586,101.9,90.0,102.65,99.1,100.5,110.55,0.6772412552357423,0.18547842588337726
08128,2021,89.38,247.70563,16.866457,0,14932395.0,333.40966965901134,51.929721011856586,100.0,100.0,100.0,100.025,100.025,100.0,-0.42790941992439,0.0037641611890377735
08215,2018,57.08,106.93356,20.66068,15,18082246.0,177.52681894776447,50.89967809672198,93.1,96.7,94.2,99.3,96.425,101.7,-0.697712811775375,0.20110606990349567
08215,2019,76.19,157.13643,19.555674,11,17816402.0,177.52681894776447,50.89967809672198,102.7,95.4,96.925,99.125,98.025,109.125,0.31819140304963867,-0.10116654995752294
08215,2020,56.37,125.87143,19.905796,13,17247784.0,177.52681894776447,50.89967809672198,101.9,90.0,102.65,99.1,100.5,110.55,0.6701549366666768,0.1640522862702396
08215,2021,86.4,222.75145,18.151773,0,15481831.0,177.52681894776447,50.89967809672198,100.0,100.0,100.0,100.025,100.025,100.0,-0.354119143404489,0.006372888093824303
08225,2018,46.28,118.88357,19.215294,10,18000300.0,355.92770085814504,55.70083988664711,93.1,96.7,94.2,99.3,96.425,101.7,-0.7400566412848661,0.10653112767738149
08225,2019,77.41,197.7757,17.93285,4,17475156.0,355.92770085814504,55.70083988664711,102.7,95.4,96.925,99.125,98.025,109.125,0.3305814003410319,-0.023586661930468655
08225,2020,71.49,154.82285,18.440449,9,16877668.0,355.92770085814504,55.70083988664711,101.9,90.0,102.65,99.1,100.5,110.55,0.6823739979558923,0.19289096458728117
08225,2021,73.95,252.2057,16.786911,0,15003567.0,355.92770085814504,55.70083988664711,100.0,100.0,100.0,100.025,100.025,100.0,-0.3596518000776996,-0.013066251089322578
08226,2018,63.1,102.7125,20.407597,14,18038548.0,209.0248696311348,54.230921024529486,93.1,96.7,94.2,99.3,96.425,101.7,-0.6706696930373823,0.15425155405081914
08226,2019,79.42,164.89314,19.035568,7,17613600.0,209.0248696311348,54.230921024529486,102.7,95.4,96.925,99.125,98.025,109.125,0.3471639353031719,-0.10154688927742295
08226,2020,76.94,123.04187,19.533516,10,16984628.0,209.0248696311348,54.230921024529486,101.9,90.0,102.65,99.1,100.5,110.55,0.6415401996670198,0.1663137813003983
08226,2021,89.34,213.8825,17.726027,0,15147313.0,209.0248696311348,54.230921024529486,100.0,100.0,100.0,100.025,100.025,100.0,-0.35395468909490546,-0.006488839295222926
08425,2019,74.15,268.02167,16.977528,3,17179628.0,606.9436369425779,51.33948169282452,102.7,95.4,96.925,99.125,98.025,109.125,0.1064596298339211,0.0336427774040553
08425,2020,80.46,282.63055,17.253607,2,16994614.0,606.9436369425779,51.33948169282452,101.9,90.0,102.65,99.1,100.5,110.55,0.7400687604313134,0.11513115785482264
08425,2021,76.39,346.60553,15.951276,0,15626688.0,606.9436369425779,51.33948169282452,100.0,100.0,100.0,100.025,100.025,100.0,-0.47850513342427803,0.07159435738698416
09174,2019,81.09,313.095,17.58321,5,16688213.0,497.4195387326888,42.40783205362409,102.7,95.4,96.925,99.125,98.025,109.125,0.2458172965432368,0.14189421625566756
09176,2018,81.33,163.44933,18.528051,5,17754676.0,467.7335862393804,44.97050160649565,93.1,96.7,94.2,99.3,96.425,101.7,-0.5561349477596877,0.14241680301838655
