district_no,year,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,DTR_accumulation_phase,temp_min_peak_growth,temp_max_peak_growth,spring_freezing_days,spring_temp_anomaly_hybrid,spring_precip_anomaly_hybrid,summer_temp_anomaly_hybrid,summer_precip_anomaly_hybrid,avg_elevation,avg_soil_pawc,producer_price_index,energy_price_index,fertilizer_price_index,kreisYield,lon,lat,winter_temp_anomaly,winter_precip_anomaly,national_avg_yield,national_avg_yield_lag1,producer_price_index_lag1
01001,1992,211.171330,16.392100,1.583330,14383004.000000,7.226010,12.841540,20.067550,4.416670,-0.074850,-0.000120,-0.701000,0.000070,37.978018,47.158417,132.900000,48.475000,46.625000,475.500000,9.438831,54.785217,0.506895,-0.128545,494.272634,451.866847,132.900000
01001,1993,319.486420,14.133530,0.000000,12378344.000000,5.791330,11.296500,17.087840,19.500000,-0.501390,0.000150,-0.534620,-0.000210,37.978018,47.158417,131.200000,49.075000,44.350000,489.200000,9.438831,54.785217,-0.466393,-0.028278,549.429078,494.272634,132.900000
01001,1994,242.103230,17.250360,5.166670,15476343.000000,7.373010,13.492430,20.865440,6.416670,-0.587110,0.000030,-0.698940,0.000040,37.978018,47.158417,131.200000,50.625000,44.050000,475.600000,9.438831,54.785217,-0.944663,0.382717,492.390922,549.429078,131.200000
01002,1980,302.969820,15.435180,0.000000,13125355.000000,5.786650,12.623510,18.410160,22.166670,-1.270140,28086577.892300,-1.232950,63404063.415530,26.115497,51.365242,131.400000,46.025000,49.725000,373.000000,10.132897,54.323498,-1.547663,0.018801,418.496606,425.429261,127.700000
01002,1981,215.359310,15.656530,0.000000,13483780.000000,6.360890,12.533600,18.894490,8.500000,-0.413520,-0.000260,-0.201290,-0.000130,26.115497,51.365242,134.500000,53.925000,55.700000,437.000000,10.132897,54.323498,-0.609920,0.369475,471.524153,418.496606,131.400000
01002,1982,165.815830,16.840640,0.083330,15129164.000000,7.444790,13.157060,20.601850,10.083330,-0.761190,-0.000030,-0.535030,-0.000200,26.115497,51.365242,143.000000,57.225000,59.000000,450.300000,10.132897,54.323498,-2.174023,-0.064012,462.747570,471.524153,134.500000
01002,1983,113.936300,17.037170,0.833330,15444728.000000,7.674940,13.216920,20.891860,8.833330,-0.572970,-0.000120,-0.737460,-0.000060,26.115497,51.365242,145.100000,55.225000,56.250000,314.700000,10.132897,54.323498,0.486198,0.068563,374.505327,462.747570,143.000000
01002,1984,204.234800,15.141190,0.000000,13149136.000000,5.703900,12.444670,18.148570,24.750000,-0.331550,-0.000220,-0.270750,-0.000160,26.115497,51.365242,140.200000,57.650000,54.900000,442.000000,10.132897,54.323498,-0.857127,0.067149,441.567676,374.505327,145.100000
01002,1985,272.127380,15.236670,0.000000,13610324.000000,6.214780,12.186670,18.401450,17.166670,-0.954730,-0.000050,-0.320920,-0.000160,26.115497,51.365242,137.700000,59.400000,57.625000,441.700000,10.132897,54.323498,-2.002343,-0.083553,458.653945,441.567676,140.200000
01002,1986,202.760200,14.489420,0.000000,13381888.000000,6.457720,11.366760,17.824480,19.166670,-0.834800,-0.000270,-0.525330,-0.000130,26.115497,51.365242,137.700000,44.750000,56.125000,440.500000,10.132897,54.323498,-2.010414,0.090673,464.902483,458.653945,137.700000
01002,1987,274.814060,14.774690,0.000000,13167661.000000,5.745740,12.013950,17.759690,23.750000,-1.142910,0.000030,-0.321750,-0.000100,26.115497,51.365242,137.700000,40.500000,47.675000,325.400000,10.132897,54.323498,-1.677926,0.023881,453.415928,464.902483,137.700000
01002,1989,226.221300,16.059330,0.416670,13716517.000000,6.926080,12.653620,19.579700,4.416670,0.178530,-0.000180,-0.511780,0.000110,26.115497,51.365242,133.500000,42.825000,47.275000,457.000000,10.132897,54.323498,1.277110,-0.639021,467.586541,453.415928,137.700000
01002,1990,263.163450,15.348850,0.583330,14511403.000000,6.645650,12.068470,18.714110,7.416670,-0.167120,-0.000060,-0.315090,-0.000270,26.115497,51.365242,132.900000,46.300000,47.300000,488.400000,10.132897,54.323498,1.513007,0.060250,490.509624,467.586541,133.500000
01002,1991,180.106350,16.589630,0.000000,15093051.000000,7.210500,12.985500,20.196000,5.750000,-0.091420,0.000020,-0.005720,-0.000210,26.115497,51.365242,132.900000,49.500000,49.300000,462.600000,10.132897,54.323498,-0.064218,-0.088373,451.866847,490.509624,132.900000
01002,1992,211.171330,16.392100,1.583330,14383004.000000,7.226010,12.841540,20.067550,4.416670,-0.096460,-0.000120,-0.768280,0.000120,26.115497,51.365242,132.900000,48.475000,46.625000,440.800000,10.132897,54.323498,0.340027,-0.167924,494.272634,451.866847,132.900000
01002,1993,319.486420,14.133530,0.000000,12378344.000000,5.791330,11.296500,17.087840,19.500000,-0.464240,0.000170,-0.599230,-0.000220,26.115497,51.365242,131.200000,49.075000,44.350000,481.300000,10.132897,54.323498,-0.598526,-0.031568,549.429078,494.272634,132.900000
01002,1994,242.103230,17.250360,5.166670,15476343.000000,7.373010,13.492430,20.865440,6.416670,-0.580540,0.000010,-0.643950,-0.000200,26.115497,51.365242,131.200000,50.625000,44.050000,428.200000,10.132897,54.323498,-0.907496,0.440337,492.390922,549.429078,131.200000
01002,1995,169.503860,17.195150,1.416670,16138320.000000,7.970650,13.200910,21.171560,15.000000,0.118520,0.000110,-0.440380,0.000240,26.115497,51.365242,131.200000,49.775000,48.350000,442.700000,10.132897,54.323498,0.304549,0.241086,500.789844,492.390922,131.200000
01002,1996,202.816940,15.294330,0.000000,14422591.000000,7.185220,11.708240,18.893460,37.750000,-0.722420,-0.000160,-0.484950,-0.000080,26.115497,51.365242,117.900000,52.100000,50.225000,444.100000,10.132897,54.323498,-2.825924,-0.528470,525.054251,500.789844,131.200000
01002,1997,206.050800,17.486190,1.666670,14754973.000000,7.544400,13.738100,21.282500,14.583330,0.133100,0.000020,0.119770,0.000140,26.115497,51.365242,124.700000,53.625000,48.125000,487.600000,10.132897,54.323498,-0.777288,-0.049002,516.207372,525.054251,117.900000
01002,1998,264.883200,15.036330,0.000000,13071468.000000,5.810460,12.269280,18.079740,13.500000,0.299740,0.000040,0.329210,-0.000010,26.115497,51.365242,124.500000,50.525000,45.850000,448.400000,10.132897,54.323498,0.508252,0.009824,543.027945,516.207372,124.700000
01002,1999,189.850160,17.649580,0.583330,15387068.000000,7.748370,13.852490,21.600860,5.833330,-0.192790,-0.000120,-0.007900,-0.000120,26.115497,51.365242,111.500000,52.750000,42.725000,542.400000,10.132897,54.323498,-0.652396,0.308455,557.620202,543.027945,124.500000
01002,2000,204.543100,15.198190,0.000000,13077846.000000,6.181860,12.192860,18.374720,6.916670,0.081110,0.000040,0.044370,-0.000260,26.115497,51.365242,121.900000,63.125000,46.550000,515.100000,10.132897,54.323498,0.686405,0.157870,609.301708,557.620202,111.500000
01002,2001,345.417760,16.371720,0.916670,13595041.000000,6.423080,13.217880,19.640950,19.666670,-0.106690,0.000140,0.213180,-0.000190,26.115497,51.365242,126.700000,66.075000,53.875000,501.400000,10.132897,54.323498,0.282007,-0.108463,550.028703,609.301708,121.900000
01002,2002,313.912630,17.458200,0.916670,14356113.000000,7.122400,13.907230,21.029630,12.333330,0.048920,-0.000070,-0.101090,0.000020,26.115497,51.365242,119.800000,66.500000,50.950000,527.700000,10.132897,54.323498,1.038394,0.196981,579.628914,550.028703,126.700000
01002,2003,155.454240,17.565950,3.333330,15809449.000000,8.353600,13.353840,21.707440,22.750000,-0.250820,0.000020,-0.245710,0.000030,26.115497,51.365242,127.800000,69.800000,50.675000,475.400000,10.132897,54.323498,-1.518126,-0.065541,516.043763,579.628914,119.800000
01002,2004,306.570500,16.367460,0.000000,14734185.000000,6.871730,12.987030,19.858760,12.833330,0.495540,0.000020,0.184540,-0.000030,26.115497,51.365242,124.000000,73.650000,53.325000,544.300000,10.132897,54.323498,-0.243772,0.005841,603.409537,516.043763,127.800000
01002,2005,233.329770,16.444950,0.000000,14098013.000000,7.009230,13.039860,20.049100,18.416670,-0.204950,-0.000050,0.372990,-0.000080,26.115497,51.365242,120.200000,82.925000,57.850000,549.200000,10.132897,54.323498,0.097609,-0.112533,600.803167,603.409537,124.000000
01002,2006,208.499200,18.553420,2.583330,16527808.000000,7.892500,14.572900,22.465400,25.250000,-0.180430,-0.000090,0.185580,0.000000,26.115497,51.365242,105.300000,89.375000,66.425000,547.600000,10.132897,54.323498,-0.846854,-0.209229,576.210970,600.803167,120.200000
01002,2007,289.826800,16.026900,0.454550,13759313.000000,5.965030,13.081130,19.046160,1.363640,0.468510,0.000080,0.217730,0.000080,26.115497,51.365242,95.500000,90.400000,68.800000,507.300000,10.132897,54.323498,2.947105,0.319742,630.743067,576.210970,105.300000
01002,2008,294.468300,16.307770,0.833330,14117936.000000,6.579690,13.048220,19.627920,12.833330,0.876460,-0.000170,0.480870,0.000150,26.115497,51.365242,89.200000,103.875000,101.750000,550.900000,10.132897,54.323498,1.016339,-0.053880,614.898007,630.743067,95.500000
01002,2009,174.827440,17.121000,0.636360,15173080.000000,7.438380,13.396520,20.834900,4.727270,-0.016520,0.000030,-0.021500,-0.000030,26.115497,51.365242,84.200000,91.175000,104.950000,696.100000,10.132897,54.323498,0.008968,-0.139954,674.151519,614.898007,89.200000
01002,2010,302.395300,16.897160,3.727270,14417123.000000,6.837480,13.368260,20.205740,11.454550,-0.462150,0.000040,-0.228130,0.000120,26.115497,51.365242,110.200000,97.400000,90.150000,643.500000,10.132897,54.323498,-1.304564,0.268651,644.870556,674.151519,84.200000
01002,2011,376.532350,16.169120,0.000000,12853591.000000,5.931940,13.271620,19.203570,14.545450,-0.129650,-0.000080,0.255230,0.000260,26.115497,51.365242,139.800000,110.075000,102.925000,717.700000,10.132897,54.323498,-1.610610,0.028701,732.862810,644.870556,110.200000
01002,2012,255.441310,16.038720,0.454550,14469292.000000,6.518640,12.812060,19.330690,5.545450,0.108550,-0.000090,0.097470,0.000080,26.115497,51.365242,155.300000,115.975000,113.000000,650.000000,10.132897,54.323498,0.628440,-0.208190,704.022490,732.862810,139.800000
01002,2013,173.664150,16.641030,0.818180,15413722.000000,7.463970,12.795190,20.259160,36.636360,-0.130190,-0.000050,0.116420,-0.000050,26.115497,51.365242,150.400000,115.450000,109.450000,770.000000,10.132897,54.323498,-1.361499,0.039496,653.596296,704.022490,155.300000
01002,2014,222.850430,17.418270,0.090910,15631818.000000,6.950330,13.910370,20.860700,5.181820,0.324530,-0.000060,-0.051570,0.000240,26.115497,51.365242,106.800000,112.675000,100.250000,898.500000,10.132897,54.323498,1.620142,-0.000250,824.406695,653.596296,150.400000
01002,2015,269.140170,16.453200,0.727270,14927191.000000,7.100090,12.886010,19.986100,7.727270,-0.085970,0.000220,-0.065230,0.000080,26.115497,51.365242,109.900000,102.225000,102.700000,701.300000,10.132897,54.323498,1.407445,0.185435,679.534016,824.406695,106.800000
01003,1980,263.054100,15.476800,0.000000,13052953.000000,6.220920,12.463110,18.684030,26.000000,-1.527850,30140180.969240,-1.307030,37335137.557980,11.915291,50.812971,131.400000,46.025000,49.725000,399.000000,10.727753,53.872115,-1.604029,0.004773,418.496606,425.429261,127.700000
01003,1981,224.292000,15.742760,0.000000,13422990.000000,6.754750,12.446300,19.201050,9.000000,-0.413520,-0.000260,-0.201290,-0.000130,11.915291,50.812971,134.500000,53.925000,55.700000,424.000000,10.727753,53.872115,-0.508378,0.341252,471.524153,418.496606,131.400000
01003,1982,114.202010,17.127980,0.000000,15270880.000000,8.125500,13.117280,21.242790,12.000000,-0.761190,-0.000030,-0.535030,-0.000200,11.915291,50.812971,143.000000,57.225000,59.000000,449.400000,10.727753,53.872115,-2.219587,-0.058393,462.747570,471.524153,134.500000
01003,1983,87.340010,17.247380,0.000000,15320036.000000,8.264060,13.114000,21.378060,11.000000,-0.572970,-0.000120,-0.737460,-0.000060,11.915291,50.812971,145.100000,55.225000,56.250000,314.000000,10.727753,53.872115,0.524074,0.042330,374.505327,462.747570,143.000000
01003,1984,175.807950,15.279220,0.000000,13067606.000000,6.208890,12.338450,18.547340,27.000000,-0.331550,-0.000220,-0.270750,-0.000160,11.915291,50.812971,140.200000,57.650000,54.900000,432.500000,10.727753,53.872115,-0.855572,0.087338,441.567676,374.505327,145.100000
01003,1985,227.267940,15.402790,0.000000,13566793.000000,6.950530,11.975400,18.925930,18.000000,-0.954730,-0.000050,-0.320920,-0.000160,11.915291,50.812971,137.700000,59.400000,57.625000,446.300000,10.727753,53.872115,-2.117677,-0.070907,458.653945,441.567676,140.200000
01003,1986,189.922000,14.739010,0.000000,13187797.000000,7.054240,11.367160,18.421390,19.000000,-0.834800,-0.000270,-0.525330,-0.000130,11.915291,50.812971,137.700000,44.750000,56.125000,436.700000,10.727753,53.872115,-2.051851,0.076727,464.902483,458.653945,137.700000
01003,1987,251.578000,14.887150,0.000000,13027327.000000,6.178070,11.925180,18.103250,25.000000,-1.142910,0.000030,-0.321750,-0.000100,11.915291,50.812971,137.700000,40.500000,47.675000,342.800000,10.727753,53.872115,-1.869507,0.007108,453.415928,464.902483,137.700000
01003,1989,226.143980,16.252340,0.000000,13850542.000000,7.606660,12.498820,20.105490,6.000000,0.178530,-0.000180,-0.511780,0.000110,11.915291,50.812971,133.500000,42.825000,47.275000,468.000000,10.727753,53.872115,1.302553,-0.643335,467.586541,453.415928,137.700000
01003,1990,215.830000,15.447510,1.000000,14503146.000000,7.155930,11.954530,19.110460,9.000000,-0.167120,-0.000060,-0.315090,-0.000270,11.915291,50.812971,132.900000,46.300000,47.300000,473.300000,10.727753,53.872115,1.651153,0.018426,490.509624,467.586541,133.500000
01003,1991,159.861980,16.679610,0.000000,14897489.000000,7.840380,12.773550,20.613940,6.000000,-0.091420,0.000020,-0.005720,-0.000210,11.915291,50.812971,132.900000,49.500000,49.300000,462.500000,10.727753,53.872115,-0.046248,-0.140677,451.866847,490.509624,132.900000
01003,1992,190.496020,16.614490,2.000000,14439635.000000,8.054970,12.643340,20.698300,5.000000,-0.096460,-0.000120,-0.768280,0.000120,11.915291,50.812971,132.900000,48.475000,46.625000,425.800000,10.727753,53.872115,0.286539,-0.102717,494.272634,451.866847,132.900000
01003,1993,294.654020,14.271020,0.000000,12275608.000000,6.279030,11.237130,17.516160,21.000000,-0.464240,0.000170,-0.599230,-0.000220,11.915291,50.812971,131.200000,49.075000,44.350000,530.200000,10.727753,53.872115,-0.701769,-0.069943,549.429078,494.272634,132.900000
01003,1994,230.684020,17.404660,6.000000,15460575.000000,7.784230,13.455620,21.239850,7.000000,-0.580540,0.000010,-0.643950,-0.000200,11.915291,50.812971,131.200000,50.625000,44.050000,464.400000,10.727753,53.872115,-0.856857,0.466121,492.390922,549.429078,131.200000
01003,1995,143.857970,17.363000,1.000000,15923323.000000,8.374320,13.147660,21.521980,21.000000,0.118520,0.000110,-0.440380,0.000240,11.915291,50.812971,131.200000,49.775000,48.350000,463.000000,10.727753,53.872115,0.386350,0.200133,500.789844,492.390922,131.200000
01003,1996,198.770020,15.353270,0.000000,14291310.000000,7.513060,11.643740,19.156800,38.000000,-0.722420,-0.000160,-0.484950,-0.000080,11.915291,50.812971,117.900000,52.100000,50.225000,498.300000,10.727753,53.872115,-3.129901,-0.492620,525.054251,500.789844,131.200000
01003,1997,194.576020,17.628900,2.000000,14725128.000000,8.110130,13.630700,21.740820,19.000000,0.133100,0.000020,0.119770,0.000140,11.915291,50.812971,124.700000,53.625000,48.125000,509.600000,10.727753,53.872115,-0.874487,-0.019324,516.207372,525.054251,117.900000
01003,1998,233.090000,15.171490,0.000000,12899298.000000,6.374900,12.154780,18.529680,17.000000,0.299740,0.000040,0.329210,-0.000010,11.915291,50.812971,124.500000,50.525000,45.850000,525.500000,10.727753,53.872115,0.547475,0.009447,543.027945,516.207372,124.700000
01003,1999,159.603990,17.913870,1.000000,15496953.000000,8.510190,13.765130,22.275320,7.000000,-0.192790,-0.000120,-0.007900,-0.000120,11.915291,50.812971,111.500000,52.750000,42.725000,536.400000,10.727753,53.872115,-0.621990,0.270879,557.620202,543.027945,124.500000
01003,2000,231.313980,15.295540,0.000000,12614908.000000,6.718080,12.068640,18.786720,8.000000,0.081110,0.000040,0.044370,-0.000260,11.915291,50.812971,121.900000,63.125000,46.550000,567.000000,10.727753,53.872115,0.702481,0.160580,609.301708,557.620202,111.500000
01003,2001,328.423950,16.499140,2.000000,13481297.000000,6.818620,13.184600,20.003220,20.000000,-0.106690,0.000140,0.213180,-0.000190,11.915291,50.812971,126.700000,66.075000,53.875000,536.900000,10.727753,53.872115,0.360407,-0.111828,550.028703,609.301708,121.900000
01003,2002,273.525970,17.572420,1.000000,14394538.000000,7.570010,13.825900,21.395910,14.000000,0.048920,-0.000070,-0.101090,0.000020,11.915291,50.812971,119.800000,66.500000,50.950000,516.200000,10.727753,53.872115,1.093374,0.204363,579.628914,550.028703,126.700000
01003,2003,155.027950,17.836930,3.000000,15745740.000000,9.059250,13.306780,22.366020,26.000000,-0.250820,0.000020,-0.245710,0.000030,11.915291,50.812971,127.800000,69.800000,50.675000,539.700000,10.727753,53.872115,-1.701735,-0.036208,516.043763,579.628914,119.800000
01003,2004,259.676060,16.445820,0.000000,14797543.000000,7.564820,12.733180,20.298000,14.000000,0.495540,0.000020,0.184540,-0.000030,11.915291,50.812971,124.000000,73.650000,53.325000,582.400000,10.727753,53.872115,-0.222706,0.010344,603.409537,516.043763,127.800000
01003,2005,225.800020,16.602690,0.000000,14198395.000000,7.641540,12.897250,20.538790,21.000000,-0.204950,-0.000050,0.372990,-0.000080,11.915291,50.812971,120.200000,82.925000,57.850000,611.900000,10.727753,53.872115,0.190410,-0.174478,600.803167,603.409537,124.000000
01003,2006,196.887990,18.705570,2.000000,16519878.000000,8.371470,14.503520,22.874990,25.000000,-0.180430,-0.000090,0.185580,0.000000,11.915291,50.812971,105.300000,89.375000,66.425000,610.200000,10.727753,53.872115,-1.007889,-0.168867,576.210970,600.803167,120.200000
01003,2007,248.994000,16.174180,1.000000,13646317.000000,6.616640,12.916910,19.533540,1.000000,0.468510,0.000080,0.217730,0.000080,11.915291,50.812971,95.500000,90.400000,68.800000,624.500000,10.727753,53.872115,3.069027,0.255127,630.743067,576.210970,105.300000
01003,2008,220.898030,16.482000,1.000000,14212040.000000,7.262900,12.865520,20.128410,15.000000,0.876460,-0.000170,0.480870,0.000150,11.915291,50.812971,89.200000,103.875000,101.750000,613.800000,10.727753,53.872115,1.012466,0.034692,614.898007,630.743067,95.500000
01003,2009,130.171970,17.472640,1.000000,15163981.000000,8.497620,13.221140,21.718760,6.000000,-0.016520,0.000030,-0.021500,-0.000030,11.915291,50.812971,84.200000,91.175000,104.950000,662.300000,10.727753,53.872115,-0.010152,-0.134252,674.151519,614.898007,89.200000
01003,2010,290.282000,17.149710,6.000000,14301619.000000,7.309740,13.421340,20.731070,13.000000,-0.462150,0.000040,-0.228130,0.000120,11.915291,50.812971,110.200000,97.400000,90.150000,643.500000,10.727753,53.872115,-1.336472,0.344142,644.870556,674.151519,84.200000
01003,2011,358.405900,16.335480,0.000000,12822789.000000,6.548400,13.133110,19.681510,17.000000,-0.129650,-0.000080,0.255230,0.000260,11.915291,50.812971,139.800000,110.075000,102.925000,707.800000,10.727753,53.872115,-1.521204,-0.011094,732.862810,644.870556,110.200000
01003,2012,219.393970,16.197460,1.000000,14424420.000000,7.391710,12.566810,19.958520,9.000000,0.108550,-0.000090,0.097470,0.000080,11.915291,50.812971,155.300000,115.975000,113.000000,650.000000,10.727753,53.872115,0.667117,-0.201910,704.022490,732.862810,139.800000
01003,2013,138.491990,16.887040,1.000000,15294855.000000,8.176210,12.680760,20.856970,38.000000,-0.130190,-0.000050,0.116420,-0.000050,11.915291,50.812971,150.400000,115.450000,109.450000,680.000000,10.727753,53.872115,-1.439386,0.056378,653.596296,704.022490,155.300000
01003,2014,199.723980,17.479520,0.000000,15704313.000000,7.354140,13.812380,21.166520,7.000000,0.324530,-0.000060,-0.051570,0.000240,11.915291,50.812971,106.800000,112.675000,100.250000,873.600000,10.727753,53.872115,1.665628,-0.088415,824.406695,653.596296,150.400000
01003,2015,214.228000,16.657350,1.000000,14916368.000000,7.895950,12.657920,20.553880,11.000000,-0.085970,0.000220,-0.065230,0.000080,11.915291,50.812971,109.900000,102.225000,102.700000,661.300000,10.727753,53.872115,1.475034,0.150756,679.534016,824.406695,106.800000
01004,1980,302.969820,15.435180,0.000000,13125355.000000,5.786650,12.623510,18.410160,22.166670,-1.305000,34380518.245700,-1.153450,49168784.523010,23.629286,52.755985,131.400000,46.025000,49.725000,380.000000,9.985076,54.080624,-1.489883,0.009335,418.496606,425.429261,127.700000
01004,1981,215.359310,15.656530,0.000000,13483780.000000,6.360890,12.533600,18.894490,8.500000,-0.388570,-0.000270,-0.182600,-0.000170,23.629286,52.755985,134.500000,53.925000,55.700000,411.000000,9.985076,54.080624,-0.603690,0.373732,471.524153,418.496606,131.400000
01004,1982,165.815830,16.840640,0.083330,15129164.000000,7.444790,13.157060,20.601850,10.083330,-0.730380,-0.000050,-0.526260,-0.000200,23.629286,52.755985,143.000000,57.225000,59.000000,409.100000,9.985076,54.080624,-2.221369,-0.046414,462.747570,471.524153,134.500000
01004,1983,113.936300,17.037170,0.833330,15444728.000000,7.674940,13.216920,20.891860,8.833330,-0.586430,-0.000120,-0.715160,-0.000120,23.629286,52.755985,145.100000,55.225000,56.250000,295.000000,9.985076,54.080624,0.481017,0.075549,374.505327,462.747570,143.000000
01004,1984,204.234800,15.141190,0.000000,13149136.000000,5.703900,12.444670,18.148570,24.750000,-0.313710,-0.000300,-0.241100,-0.000140,23.629286,52.755985,140.200000,57.650000,54.900000,427.200000,9.985076,54.080624,-0.815088,0.117860,441.567676,374.505327,145.100000
01004,1985,272.127380,15.236670,0.000000,13610324.000000,6.214780,12.186670,18.401450,17.166670,-0.843480,-0.000110,-0.276610,-0.000240,23.629286,52.755985,137.700000,59.400000,57.625000,441.600000,9.985076,54.080624,-2.063349,-0.108334,458.653945,441.567676,140.200000
01004,1986,202.760200,14.489420,0.000000,13381888.000000,6.457720,11.366760,17.824480,19.166670,-0.776910,-0.000300,-0.531250,-0.000060,23.629286,52.755985,137.700000,44.750000,56.125000,429.600000,9.985076,54.080624,-2.057333,0.084024,464.902483,458.653945,137.700000
01004,1987,274.814060,14.774690,0.000000,13167661.000000,5.745740,12.013950,17.759690,23.750000,-0.963130,0.000020,-0.265000,-0.000140,23.629286,52.755985,137.700000,40.500000,47.675000,297.900000,9.985076,54.080624,-1.725438,0.026107,453.415928,464.902483,137.700000
01004,1989,226.221300,16.059330,0.416670,13716517.000000,6.926080,12.653620,19.579700,4.416670,0.129180,-0.000150,-0.526820,0.000200,23.629286,52.755985,133.500000,42.825000,47.275000,432.600000,9.985076,54.080624,1.291764,-0.622673,467.586541,453.415928,137.700000
01004,1990,263.163450,15.348850,0.583330,14511403.000000,6.645650,12.068470,18.714110,7.416670,-0.185260,-0.000060,-0.311000,-0.000310,23.629286,52.755985,132.900000,46.300000,47.300000,446.300000,9.985076,54.080624,1.545100,0.075081,490.509624,467.586541,133.500000
01004,1995,169.503860,17.195150,1.416670,16138320.000000,7.970650,13.200910,21.171560,15.000000,0.096050,0.000110,-0.440120,0.000250,23.629286,52.755985,131.200000,49.775000,48.350000,452.000000,9.985076,54.080624,0.360240,0.294288,500.789844,490.509624,132.900000
01004,1996,202.816940,15.294330,0.000000,14422591.000000,7.185220,11.708240,18.893460,37.750000,-0.642680,-0.000170,-0.490720,-0.000050,23.629286,52.755985,117.900000,52.100000,50.225000,447.000000,9.985076,54.080624,-2.932100,-0.533182,525.054251,500.789844,131.200000
01004,1997,206.050800,17.486190,1.666670,14754973.000000,7.544400,13.738100,21.282500,14.583330,0.112600,0.000070,0.126310,0.000170,23.629286,52.755985,124.700000,53.625000,48.125000,479.000000,9.985076,54.080624,-0.825233,-0.034047,516.207372,525.054251,117.900000
01004,1998,264.883200,15.036330,0.000000,13071468.000000,5.810460,12.269280,18.079740,13.500000,0.265150,0.000050,0.307590,0.000020,23.629286,52.755985,124.500000,50.525000,45.850000,429.900000,9.985076,54.080624,0.512563,-0.027905,543.027945,516.207372,124.700000
01004,1999,189.850160,17.649580,0.583330,15387068.000000,7.748370,13.852490,21.600860,5.833330,-0.195470,-0.000150,-0.000270,-0.000120,23.629286,52.755985,111.500000,52.750000,42.725000,547.600000,9.985076,54.080624,-0.596951,0.291494,557.620202,543.027945,124.500000
01004,2000,204.543100,15.198190,0.000000,13077846.000000,6.181860,12.192860,18.374720,6.916670,0.059710,0.000070,0.061950,-0.000290,23.629286,52.755985,121.900000,63.125000,46.550000,455.900000,9.985076,54.080624,0.694705,0.198341,609.301708,557.620202,111.500000
01004,2001,345.417760,16.371720,0.916670,13595041.000000,6.423080,13.217880,19.640950,19.666670,-0.147910,0.000140,0.235990,-0.000230,23.629286,52.755985,126.700000,66.075000,53.875000,489.200000,9.985076,54.080624,0.301770,-0.123356,550.028703,609.301708,121.900000
01004,2002,313.912630,17.458200,0.916670,14356113.000000,7.122400,13.907230,21.029630,12.333330,0.022370,-0.000070,-0.126450,0.000010,23.629286,52.755985,119.800000,66.500000,50.950000,456.200000,9.985076,54.080624,1.066396,0.276484,579.628914,550.028703,126.700000
01004,2003,155.454240,17.565950,3.333330,15809449.000000,8.353600,13.353840,21.707440,22.750000,-0.225560,0.000040,-0.231370,0.000100,23.629286,52.755985,127.800000,69.800000,50.675000,448.800000,9.985076,54.080624,-1.587985,-0.081762,516.043763,579.628914,119.800000
01004,2004,306.570500,16.367460,0.000000,14734185.000000,6.871730,12.987030,19.858760,12.833330,0.504310,0.000060,0.185750,0.000060,23.629286,52.755985,124.000000,73.650000,53.325000,511.800000,9.985076,54.080624,-0.239850,0.000260,603.409537,516.043763,127.800000
01004,2005,233.329770,16.444950,0.000000,14098013.000000,7.009230,13.039860,20.049100,18.416670,-0.182210,-0.000070,0.399540,-0.000060,23.629286,52.755985,120.200000,82.925000,57.850000,519.700000,9.985076,54.080624,0.136527,-0.132171,600.803167,603.409537,124.000000
01004,2006,208.499200,18.553420,2.583330,16527808.000000,7.892500,14.572900,22.465400,25.250000,-0.150190,-0.000040,0.189480,-0.000050,23.629286,52.755985,105.300000,89.375000,66.425000,518.200000,9.985076,54.080624,-0.904068,-0.204373,576.210970,600.803167,120.200000
01004,2007,289.826800,16.026900,0.454550,13759313.000000,5.965030,13.081130,19.046160,1.363640,0.463090,0.000080,0.199970,0.000090,23.629286,52.755985,95.500000,90.400000,68.800000,529.800000,9.985076,54.080624,3.000137,0.273466,630.743067,576.210970,105.300000
01004,2008,294.468300,16.307770,0.833330,14117936.000000,6.579690,13.048220,19.627920,12.833330,0.862590,-0.000200,0.476900,0.000150,23.629286,52.755985,89.200000,103.875000,101.750000,521.300000,9.985076,54.080624,0.988369,0.039133,614.898007,630.743067,95.500000
01004,2009,174.827440,17.121000,0.636360,15173080.000000,7.438380,13.396520,20.834900,4.727270,-0.064680,0.000020,-0.036240,-0.000060,23.629286,52.755985,84.200000,91.175000,104.950000,576.800000,9.985076,54.080624,-0.034509,-0.139571,674.151519,614.898007,89.200000
01004,2010,302.395300,16.897160,3.727270,14417123.000000,6.837480,13.368260,20.205740,11.454550,-0.410000,-0.000030,-0.202790,0.000140,23.629286,52.755985,110.200000,97.400000,90.150000,563.100000,9.985076,54.080624,-1.270797,0.239497,644.870556,674.151519,84.200000
01004,2011,376.532350,16.169120,0.000000,12853591.000000,5.931940,13.271620,19.203570,14.545450,-0.058300,-0.000110,0.241410,0.000300,23.629286,52.755985,139.800000,110.075000,102.925000,648.000000,9.985076,54.080624,-1.535113,-0.041385,732.862810,644.870556,110.200000
