district_no,year,kreisYield,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,Crop,Field_ha,Harvested_t,Yield_dt/ha,national_campaign_start_day_of_year,national_campaign_end_day_of_year,national_campaign_duration,kreisField_ha,winter_temp_anomaly,winter_precip_anomaly
03358,2019,68.44,193.3419952392578,17.51181983947754,8.0,14541501.0,64.32476132692005,47.13149378999935,Sugar beet,103400.0,7668800.0,741.7,258.5,15.0,-243.5,9541.183754157766,0.5867719568003622,-0.24843109888131565
03358,2020,79.94,188.3404235839844,17.37505531311035,7.0,14456608.0,64.32476132692005,47.13149378999935,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,10027.844858479224,0.7879491928857192,0.21957079967948823
03358,2021,76.3,218.5287933349609,17.1323299407959,0.0,13232086.0,64.32476132692005,47.13149378999935,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,9123.842184361869,-0.2551794787582935,-0.04217817985287042
03359,2017,72.99,296.27313232421875,16.012226104736328,0.0,13458550.0,12.13256251059729,61.57862618853422,Sugar beet,102600.0,8475800.0,826.2,254.0,24.5,-229.5,9064.11763608797,-2.1027492662304326,-0.6148745529805086
03359,2020,72.52,192.5343780517578,17.020620346069336,7.0,14621379.0,12.13256251059729,61.57862618853422,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,9097.064162333167,0.80190226406188,0.23143037283910384
03359,2021,70.71,234.91064453125,17.093616485595703,0.0,13865551.0,12.13256251059729,61.57862618853422,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,8455.398176359471,-0.1926620309328655,-0.03153537977340215
03360,2017,70.09,327.086669921875,16.224925994873047,0.0,13414081.0,71.241791440513,46.17268689394237,Sugar beet,102600.0,8475800.0,826.2,254.0,24.5,-229.5,8703.986917569611,-2.3081787031395606,-0.5629401211817946
03360,2019,68.97,193.1688995361328,17.605850219726562,9.0,14565293.0,71.241791440513,46.17268689394237,Sugar beet,103400.0,7668800.0,741.7,258.5,15.0,-243.5,9615.070770372022,0.6219141512320903,-0.28922620086547846
03360,2020,73.71,186.24557495117188,17.411285400390625,6.0,14551780.0,71.241791440513,46.17268689394237,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,9246.340311715083,0.8508647598904986,0.22536932962459888
03360,2021,74.18,192.08224487304688,17.260713577270508,0.0,13225910.0,71.241791440513,46.17268689394237,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,8870.33569116597,-0.3056240449183747,-0.03670662917095935
03361,2017,81.11,312.1100158691406,16.346681594848633,0.0,13422440.0,20.634482190791463,51.58528505388986,Sugar beet,102600.0,8475800.0,826.2,254.0,24.5,-229.5,10072.48364793938,-2.183590888439653,-0.5613552561170039
03361,2019,66.48,202.76400756835935,17.65300941467285,8.0,14531627.0,20.634482190791463,51.58528505388986,Sugar beet,103400.0,7668800.0,741.7,258.5,15.0,-243.5,9267.94120362958,0.49915542633954146,-0.20812573935555634
03361,2020,83.17,188.88601684570312,17.4289493560791,7.0,14396177.0,20.634482190791463,51.58528505388986,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,10433.022978230138,0.7760221038843724,0.2219889744655743
03361,2021,87.29,235.34397888183597,17.254505157470703,0.0,13465715.0,20.634482190791463,51.58528505388986,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,10438.010278806652,-0.24352824486931013,-0.02045502253293663
03453,2017,85.44,307.7185363769531,16.330297470092773,0.0,13534337.0,23.37155096682817,53.732832910953526,Sugar beet,102600.0,8475800.0,826.2,254.0,24.5,-229.5,10610.196065589207,-2.1505940749195247,-0.5449072345079455
03453,2021,76.41,266.2040100097656,17.187135696411133,0.0,13883214.0,23.37155096682817,53.732832910953526,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,9136.995823159768,-0.1911176153656129,0.02747298804050935
03454,2019,60.68,210.51675415039065,17.537303924560547,7.0,14845139.0,21.883429345484306,56.02737782782792,Sugar beet,103400.0,7668800.0,741.7,258.5,15.0,-243.5,8459.366309209428,0.4240562428285557,-0.17098642165657196
03454,2020,68.08,218.29049682617188,17.236814498901367,6.0,14137267.0,21.883429345484306,56.02737782782792,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,8540.101050353585,0.6041698087850023,0.1981120967656782
03454,2021,74.27,261.2325134277344,17.085071563720703,0.0,13987855.0,21.883429345484306,56.02737782782792,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,8881.097759273342,-0.2507783373528696,0.05441270683957944
03457,2020,81.22,256.81060791015625,16.948314666748047,0.0,14401789.0,1.1745174273697248,66.7988873785043,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,10188.410800671536,0.6225267226357687,0.2097097796902445
03459,2017,86.61,318.87481689453125,16.418458938598633,0.0,13750414.0,74.81949659993606,51.725908423046015,Sugar beet,102600.0,8475800.0,826.2,254.0,24.5,-229.5,10755.490183060409,-1.9798507770664173,-0.5578716670288438
03459,2019,87.25,206.9620056152344,17.683931350708008,7.0,14937554.0,74.81949659993606,51.725908423046015,Sugar beet,103400.0,7668800.0,741.7,258.5,15.0,-243.5,12163.475782441046,0.38455995914000596,-0.16959012752832414
03459,2020,83.5,196.83839416503903,17.486021041870117,7.0,14363834.0,74.81949659993606,51.725908423046015,Sugar beet,99300.0,7861900.0,791.6,269.5,191.75,-77.75,10474.418885201592,0.5853541460449492,0.21999148492356646
03459,2021,79.08,254.79400634765625,17.071226119995117,0.0,13870780.0,74.81949659993606,51.725908423046015,Sugar beet,97600.0,7966100.0,816.2,257.8,22.0,-235.8,9456.270510345172,-0.22786583605864053,0.06741589057790054
05116,2019,81.48,197.06002807617188,18.079349517822266,6.0,15803306.0,67.46764971525674,41.93910841738373,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6431.2045701701,0.24875529512524963,-0.15548364352768806
05116,2020,80.65,161.19000244140625,18.475744247436523,11.0,15132314.0,67.46764971525674,41.93910841738373,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5140.106844575605,0.43000512228798016,0.30243482095341356
05116,2021,83.61,323.25,17.18646240234375,0.0,14266618.0,67.46764971525674,41.93910841738373,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5296.958341737302,-0.09785661582083094,0.05120784169943304
05154,2017,88.41,316.0653686523437,16.99770736694336,0.0,14401091.0,25.55769146043866,43.19994338091747,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6081.427598013726,-1.7930766634326574,-0.5504179725058582
05154,2019,75.28,209.67462158203125,17.958036422729492,6.0,15600818.0,25.55769146043866,43.19994338091747,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5941.839470328978,0.20934685730617275,-0.19202770833109684
05154,2020,74.25,187.75767517089844,18.030187606811523,10.0,14924093.0,25.55769146043866,43.19994338091747,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,4732.212439054416,0.47364369023358677,0.22826210862571927
05154,2021,84.71,259.6300048828125,17.328062057495117,0.0,14200711.0,25.55769146043866,43.19994338091747,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5366.646826080215,-0.18821497176395496,0.08958594446515411
05162,2017,93.74,334.6300048828125,17.283676147460938,0.0,14329910.0,52.37456553622641,42.423848760014735,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6448.060434767635,-1.7164090696968515,-0.572830393289067
05162,2019,79.62,199.13998413085935,18.251100540161133,7.0,15687651.0,52.37456553622641,42.423848760014735,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6284.395040217763,0.264896005178457,-0.15617718479332476
05162,2020,78.8,161.7100067138672,18.67703056335449,11.0,15033988.0,52.37456553622641,42.423848760014735,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5022.199867979635,0.4346835498332666,0.3088871287366375
05162,2021,93.15,337.4549865722656,17.355918884277344,0.0,14164604.0,52.37456553622641,42.423848760014735,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5901.347560493119,-0.10112699901952737,0.04793801979587897
05166,2017,94.62,305.5,17.167633056640625,0.0,14396800.0,48.98895390569765,41.116174446336814,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6508.592685488732,-1.709614381594804,-0.5724515450577283
05166,2019,71.3,204.18569946289065,18.117481231689453,6.0,15757582.0,48.98895390569765,41.116174446336814,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5627.698648172902,0.22750153734733658,-0.15570759563764147
05166,2021,85.62,300.8585510253906,17.269472122192383,0.0,14241611.0,48.98895390569765,41.116174446336814,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5424.298208582081,-0.09968701913271616,0.05152727413918501
05170,2017,86.75,318.8273620605469,17.11215591430664,0.0,14256256.0,31.455906099143768,42.85644848180261,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5967.241761426205,-1.7610819565596216,-0.5579742148217892
05170,2019,68.89,198.14401245117188,18.09737968444824,6.0,15521686.0,31.455906099143768,42.85644848180261,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5437.4776980733695,0.24028706942675626,-0.18729921276072536
05334,2017,98.76,306.4091186523437,15.994394302368164,0.0,14352132.0,307.8268428732844,66.01130205590341,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6793.369410472069,-1.8599734622150663,-0.5538053762484665
05334,2019,85.63,210.14544677734372,16.9732723236084,5.0,16096698.0,307.8268428732844,66.01130205590341,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6758.763467644399,0.3169531082660342,-0.049047162386102294
05334,2020,92.29,174.371826171875,17.504907608032227,8.0,15271339.0,307.8268428732844,66.01130205590341,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5881.964794617266,0.49607490006627586,0.2543186738299277
05334,2021,86.27,379.4781494140625,16.001117706298828,0.0,14329106.0,307.8268428732844,66.01130205590341,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5465.477767511985,-0.004360926130743792,0.044908635814585374
05358,2017,90.59,283.99273681640625,17.06866455078125,0.0,14579840.0,172.0221120671608,51.23521929115644,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6231.382491845532,-1.778904040627367,-0.5663977905649968
05358,2019,76.73,198.99090576171875,18.12041282653809,7.0,16139635.0,172.0221120671608,51.23521929115644,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6056.28775980795,0.26507026706093484,-0.12710758809649436
05358,2020,72.21,154.07363891601562,18.64484214782715,12.0,15380758.0,172.0221120671608,51.23521929115644,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,4602.196097294536,0.43918256242915277,0.28567846659458107
05358,2021,84.88,359.5836486816406,17.016889572143555,0.0,14492280.0,172.0221120671608,51.23521929115644,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5377.4168645695745,-0.05880843964558835,0.06886541833831727
05362,2017,89.15,296.7445678710937,17.320581436157227,1.0,14502563.0,87.39634517987913,46.73351601428842,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6132.329717938284,-1.7450417936719873,-0.566521714560185
05362,2019,77.53,198.0191192626953,18.42120933532715,7.0,15951730.0,87.39634517987913,46.73351601428842,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6119.431643658417,0.28891418665057245,-0.13332893691596792
05362,2020,88.88,148.33544921875,18.977209091186523,13.0,15249814.0,87.39634517987913,46.73351601428842,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5664.633556675508,0.4404198580375578,0.3061448663336097
05362,2021,93.86,369.1236572265625,17.289409637451172,0.0,14371981.0,87.39634517987913,46.73351601428842,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5946.328309478091,-0.07884401895216797,0.06313963588876481
05366,2017,83.11,305.99237060546875,15.467491149902344,0.0,14727723.0,400.8587965279651,62.31806896521423,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5716.858360716218,-1.8227409054163104,-0.5724223781356401
05366,2019,65.94,224.19528198242188,16.4549560546875,4.0,16580191.0,400.8587965279651,62.31806896521423,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5204.634626374771,0.317656273221246,-0.09416423097238324
05366,2020,64.62,179.7217559814453,17.02308464050293,5.0,15684077.0,400.8587965279651,62.31806896521423,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,4118.458825746752,0.4885819413256627,0.2630961509089671
05366,2021,79.5,391.06353759765625,15.464083671569824,0.0,14724519.0,400.8587965279651,62.31806896521423,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5036.576822965142,-0.056639909496709606,0.066343259427186
05370,2017,85.34,287.7866516113281,17.159423828125,0.0,14411601.0,72.57404322677954,43.13673419738953,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5870.252586975358,-1.7293486739928312,-0.5616743707722263
05370,2019,75.87,199.81333923339844,18.1190185546875,7.0,15911374.0,72.57404322677954,43.13673419738953,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5988.4080846686975,0.23634892913634076,-0.12172216001116443
05370,2020,88.64,160.1533203125,18.5212516784668,12.0,15181621.0,72.57404322677954,43.13673419738953,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5649.337516468464,0.42944481705097814,0.2769994637636801
05370,2021,84.49,314.3883056640625,17.189189910888672,0.0,14301436.0,72.57404322677954,43.13673419738953,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5352.709129211633,-0.06319009936919429,0.050653955524446515
05382,2017,86.72,343.56134033203125,16.74728775024414,0.0,14570557.0,171.6456726666031,57.84951835677244,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5965.178161969804,-1.8669120898362621,-0.5503118142377118
05382,2019,65.63,215.61399841308597,17.869516372680664,6.0,16116298.0,171.6456726666031,57.84951835677244,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5180.166371382715,0.32622101197966913,-0.1044798963015191
05382,2020,56.73,163.0086669921875,18.383533477783203,8.0,15329582.0,171.6456726666031,57.84951835677244,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,3615.6015039401614,0.4945458573796486,0.2785471770630794
05382,2021,90.45,371.2739868164063,16.78919792175293,0.0,14423388.0,171.6456726666031,57.84951835677244,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5730.294008015057,-0.12675115197168907,0.015938190715595324
05554,2017,86.0,313.55291748046875,16.780324935913086,0.0,14143000.0,52.380458202545015,41.98573116093186,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5915.65177501618,-1.886295604613906,-0.5313909699382175
05554,2019,47.62,205.81234741210935,17.823488235473633,7.0,15379574.0,52.380458202545015,41.98573116093186,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,3758.639686199069,0.3075952507301736,-0.18341041145051296
05554,2020,76.94,187.02291870117188,17.76862335205078,10.0,14505245.0,52.380458202545015,41.98573116093186,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,4903.65555637504,0.545448178534798,0.16834910276850734
05554,2021,87.92,264.5364685058594,17.17152214050293,0.0,14005485.0,52.380458202545015,41.98573116093186,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5570.010494026356,-0.23103856854066862,0.0836955745485457
05566,2017,52.6,318.85040283203125,16.60147476196289,0.0,13901785.0,60.48607477092469,47.07922651899528,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,3618.177713556408,-1.9893665862155103,-0.5470855298463297
05566,2019,49.93,204.1024932861328,17.816452026367188,11.0,15108657.0,60.48607477092469,47.07922651899528,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,3940.967650817293,0.36566727619214134,-0.18138619760919594
05754,2020,63.58,198.6566619873047,17.703561782836914,6.0,14659672.0,91.19454333545588,48.81886725992208,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,4052.1759848495585,0.6048670946009906,0.17774578049489853
05754,2021,64.53,249.37132263183597,17.054119110107422,0.0,13764203.0,91.19454333545588,48.81886725992208,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,4088.1799042256675,-0.23887575714707054,0.04623190616056405
05758,2017,84.45,334.8099975585937,16.31802749633789,0.0,13812973.0,108.55503905963828,55.57771491542452,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5809.032469768796,-1.9839582267414926,-0.5695417528588782
05758,2019,74.18,185.864013671875,17.655271530151367,8.0,14995377.0,108.55503905963828,55.57771491542452,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,5855.016630034585,0.37453884234730594,-0.1653593095519007
05758,2020,94.39,199.18597412109372,17.414649963378906,5.0,14664267.0,108.55503905963828,55.57771491542452,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,6015.8051464289065,0.6707880229087664,0.18963177762455086
05758,2021,85.55,233.00999450683597,16.887405395507812,0.0,13808842.0,108.55503905963828,55.57771491542452,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5419.863486851168,-0.23853677653818295,0.03716045805460766
05762,2017,98.24,383.7328796386719,15.863512992858888,0.0,13849518.0,230.2836498008996,61.2674786619333,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6757.6003532277855,-2.0600897267026426,-0.5950297135655113
05762,2019,81.5,187.16357421875,16.891565322875977,4.0,15284794.0,230.2836498008996,61.2674786619333,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6432.7831672663615,0.38129308091527037,-0.1068823866012879
05762,2020,85.14,211.0071258544922,16.908588409423828,2.0,15051969.0,230.2836498008996,61.2674786619333,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5426.270263449063,0.6451792835339347,0.16867237374168953
05762,2021,81.94,278.82501220703125,16.208147048950195,0.0,13693767.0,230.2836498008996,61.2674786619333,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5191.158551871242,-0.28702993437713076,0.045372619352851196
05766,2017,76.29,371.2862243652344,16.033475875854492,0.0,13766406.0,195.0615252904903,67.58305823046362,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,5247.733417627726,-2.031020465820518,-0.5844923491688647
05766,2019,78.07,177.12875366210938,17.290180206298828,6.0,15026255.0,195.0615252904903,67.58305823046362,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6162.053765257481,0.3888324554384326,-0.11570511202536005
05766,2020,86.25,207.24436950683597,17.114797592163086,3.0,14779740.0,195.0615252904903,67.58305823046362,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5497.014449406644,0.6723249593057972,0.162389375748635
05766,2021,84.65,261.6981201171875,16.507326126098633,0.0,13692310.0,195.0615252904903,67.58305823046362,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5362.845636025148,-0.23028181727346464,0.03187805042268388
05974,2017,91.31,369.6666564941406,16.403427124023438,0.0,13896519.0,184.8455356969452,63.28052138138053,Sugar beet,61000.0,5411500.0,886.8,254.0,24.5,-229.5,6280.908878799156,-1.9390787180676625,-0.5759880602645173
05974,2019,82.92,208.5111083984375,17.365022659301758,5.0,15310367.0,184.8455356969452,63.28052138138053,Sugar beet,59300.0,4453200.0,751.3,258.5,15.0,-243.5,6544.863561100941,0.3124868748332119,-0.011388722187362088
05974,2020,86.72,202.76889038085935,17.413951873779297,4.0,14820248.0,184.8455356969452,63.28052138138053,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,5526.969194812106,0.6394259290107698,0.18392084403358888
05974,2021,86.45,318.0939025878906,16.5635929107666,0.0,13773727.0,184.8455356969452,63.28052138138053,Sugar beet,54300.0,4656100.0,857.1,257.8,22.0,-235.8,5476.881337677189,-0.23786435799269157,0.01056192643532916
05978,2020,76.5,187.6627349853516,17.900564193725586,7.0,14719335.0,98.65422229152692,54.21490373855284,Sugar beet,50700.0,4031400.0,795.5,269.5,191.75,-77.75,4875.612815995458,0.5332053541397954,0.2548206880572004
06414,2021,90.33,265.52667236328125,17.462739944458008,0.0,14791943.0,209.4923269980455,52.72598136375322,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1769.7132045677881,-0.34745218968322433,0.08488450308729178
06431,2019,84.83,166.52713012695312,19.328861236572266,10.0,17589082.0,228.5186488360849,52.46739927321287,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1877.610044917172,0.36772794930305963,-0.1140124138605163
06432,2017,88.3,281.8375549316406,17.634174346923828,3.0,15552349.0,189.48108460144596,51.88960179488917,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1759.9999980067948,-1.989719179882968,-0.6062377063895555
06432,2019,81.78,182.0512237548828,19.159181594848636,10.0,17479568.0,189.48108460144596,51.88960179488917,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1810.101962434591,0.40232772789647697,-0.15239775375368259
06432,2020,71.79,117.69499206542967,19.726154327392575,11.0,16817584.0,189.48108460144596,51.88960179488917,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1584.8742285457934,0.6240460286070402,0.17894238685602049
06432,2021,80.09,213.6337432861328,17.830419540405273,0.0,15021759.0,189.48108460144596,51.88960179488917,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1569.0947697756467,-0.36010922541191803,0.017487899747068214
06433,2017,88.72,240.8880157470703,18.1844425201416,5.0,15415541.0,92.4125293783346,43.40426238206409,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1768.3714589259666,-1.9283623222325446,-0.6258007913045943
06433,2019,80.37,161.1000213623047,19.793920516967773,14.0,17416948.0,92.4125293783346,43.40426238206409,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1778.8933079098567,0.4226591325619893,-0.23642422045951528
06433,2020,71.53,101.45000457763672,20.283184051513672,17.0,16664856.0,92.4125293783346,43.40426238206409,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1579.1343302393173,0.5799583443553615,0.19360189698333108
06433,2021,83.38,212.1280212402344,18.29910087585449,1.0,14904552.0,92.4125293783346,43.40426238206409,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1633.551278610231,-0.3693079333798437,0.07421944520286639
06434,2017,92.11,273.2283630371094,16.420425415039062,1.0,15079917.0,376.41009902321633,58.18841328380765,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1835.9411077735663,-1.8898632281571963,-0.6340621929465022
06434,2019,82.43,161.09165954589844,17.964035034179688,6.0,17093972.0,376.41009902321633,58.18841328380765,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1824.4889308325182,0.42199582534919955,-0.1912568503840627
06434,2020,74.93,123.51834106445312,18.39638328552246,6.0,16291218.0,376.41009902321633,58.18841328380765,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1654.194538862464,0.5789979603192705,0.20665457033135093
06434,2021,92.38,257.0616455078125,16.512676239013672,0.0,14647409.0,376.41009902321633,58.18841328380765,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1809.8760748142618,-0.352065333727694,0.11009636101980713
06435,2017,86.27,296.7371826171875,16.47283363342285,1.0,15088850.0,286.82231562732915,55.338006038509,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1719.5379368974654,-2.085005616363844,-0.6065799338268132
06435,2019,81.35,181.5872039794922,17.71360206604004,4.0,16931618.0,286.82231562732915,55.338006038509,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1800.5844294944236,0.4315288628771441,-0.11597274503218336
06440,2017,89.9,276.6578369140625,16.941265106201172,1.0,15047565.0,218.25923939842477,50.50510330848203,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1791.8912776988775,-1.8801510364189653,-0.617736573970546
06440,2019,83.38,158.8150177001953,18.355119705200195,8.0,16983532.0,218.25923939842477,50.50510330848203,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1845.5160384910268,0.4125841610430143,-0.14884322293693442
06440,2020,72.83,122.11213684082033,18.752965927124023,8.0,16331311.0,218.25923939842477,50.50510330848203,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1607.8338217716969,0.6397543088569364,0.2103708757554359
06440,2021,93.0,246.2221527099609,17.05081558227539,0.0,14723630.0,218.25923939842477,50.50510330848203,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1822.0228941083171,-0.39747967210087154,0.06330150247915944
06531,2017,91.06,290.9779663085937,16.6483097076416,1.0,14884338.0,240.53761859489617,50.47837629224309,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1815.0124554756371,-1.840750147065478,-0.6408512558653816
06531,2019,81.57,140.44801330566406,18.0236873626709,8.0,16803772.0,240.53761859489617,50.47837629224309,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1805.4538649521835,0.4051605931601898,-0.2023535319541906
06531,2020,75.22,120.53199768066406,18.279035568237305,6.0,16120708.0,240.53761859489617,50.47837629224309,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1660.5967331273794,0.6079658545342568,0.22938643485806987
06531,2021,86.67,273.93603515625,16.76053237915039,0.0,14686495.0,240.53761859489617,50.47837629224309,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1698.0077874448157,-0.40377189346929754,0.11812555722959428
06535,2017,82.48,311.9378967285156,15.93262004852295,0.0,14743005.0,381.61814459518007,56.02250347734993,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1643.9954681268457,-1.985064724974336,-0.62657380888464
06535,2019,75.02,164.68527221679688,17.04932403564453,4.0,16601724.0,381.61814459518007,56.02250347734993,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1660.4774910961482,0.42514099518427884,-0.1287370058741878
06535,2021,82.1,277.9520874023437,15.99029541015625,0.0,14521870.0,381.61814459518007,56.02250347734993,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1608.4739742612132,-0.44655413851347703,0.03885675647803222
06633,2017,86.51,346.17559814453125,15.83380126953125,0.0,14085642.0,283.1839426580986,55.48021563816635,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1724.321628851278,-1.997822549087516,-0.6113152023598765
06633,2019,81.45,178.26498413085938,16.74020004272461,4.0,15601116.0,283.1839426580986,55.48021563816635,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1802.797809247951,0.3506475790118202,-0.13433800274654106
06633,2020,81.2,195.1681365966797,16.908607482910156,2.0,15342667.0,283.1839426580986,55.48021563816635,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1792.6143941763255,0.6386923342475939,0.19795737393237012
06633,2021,82.29,249.60250854492188,16.111072540283203,0.0,13881626.0,283.1839426580986,55.48021563816635,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1612.1963866255207,-0.37622042671165445,0.09113468705684569
06634,2017,89.15,308.75555419921875,15.99295711517334,0.0,14370720.0,302.2606762770996,50.86215178289449,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1776.9422403432138,-1.934264644144605,-0.6199863828725372
