year,district_no,mild_winter_days,fungal_risk_days,VegetationVigorIndex,RootZoneDepletion
1986,05958,4,0,,
1987,05958,4,0,,
1989,05958,13,0,,0.0033619943350395457
1990,05958,26,2,,0.0022727169421957174
1991,05958,11,0,,0.004761632668609413
2007,05958,38,3,0.207315164703481,0.002848089999643989
2014,05958,27,0,0.1372959446119079,0.003238362942765174
2024,05958,36,2,-0.0889126419838809,0.005360369560393079
1981,05962,5,0,,
1982,05962,16,0,,
1983,05962,17,2,,
1984,05962,10,0,,
1985,05962,5,0,,
1986,05962,9,0,,
1987,05962,8,0,,
1988,05962,27,1,,
1989,05962,28,2,,0.0027461965178228157
1990,05962,41,3,,0.0019488732589253524
1992,05962,28,0,,0.01515962925364296
1993,05962,21,1,,0.006523263588773463
1997,05962,22,1,,0.005727458869685993
1998,05962,35,1,,0.11378904953609513
1999,05962,29,2,,0.003758400669709138
2004,05962,21,2,-0.1541551519866659,0.0376581751667541
2005,05962,21,0,-0.0034577379831617003,0.0023928482551350523
2006,05962,6,0,-0.1136040475425142,0.028658379940324347
2007,05962,45,6,0.1500852244949831,0.0015854141894569957
2008,05962,38,3,0.009977346820390996,0.01782590594977246
2009,05962,12,0,-0.0597865134013659,0.0033340445961805186
1983,05966,13,0,,
1987,05966,4,0,,
1981,05970,4,0,,
1983,05970,15,0,,
1987,05970,3,0,,
1981,05974,13,0,,
1982,05974,19,0,,
1983,05974,29,4,,
1984,05974,24,1,,
1985,05974,9,0,,
1986,05974,11,0,,
1987,05974,13,0,,
1988,05974,49,3,,
1989,05974,44,3,,0.03678773361279537
1990,05974,49,5,,0.008765537630733474
1991,05974,20,3,,0.027896947679411865
1992,05974,36,2,,0.11574895297397605
1993,05974,25,8,,0.035851186668568055
1994,05974,32,3,,0.001885369532428356
1995,05974,36,10,,0.030847799878367263
1996,05974,15,0,,0.3252289826212889
1997,05974,32,5,,0.02774340284544923
1998,05974,40,4,,0.1006940192313006
1999,05974,34,2,,0.029480229154319984
2000,05974,36,2,,0.0984855542703701
2001,05974,28,4,0.25076222532201653,0.0918392854368932
2002,05974,35,11,-0.004300602510556702,0.027666342162378576
2003,05974,17,1,-0.0549156357498742,0.05735436504104297
2004,05974,26,7,-0.0349635554292332,0.0600471470444553
2005,05974,25,3,-0.059222596079486906,0.05562524144501129
2006,05974,10,0,-0.0494688492030197,0.11023176346447876
2007,05974,46,11,0.1085860642996517,0.03352630546229925
2008,05974,46,5,-0.1191406487405505,0.04681215731155387
2009,05974,22,0,-0.0057318730721789,0.04910562747994323
2010,05974,15,1,-0.06305226742782549,0.08687889333808535
2011,05974,30,3,-0.05666493388628119,0.04148256515306703
2012,05974,28,2,-0.047720642679461106,0.04098825984525833
2013,05974,19,2,-0.22935853344835838,0.024508682844948948
2014,05974,49,8,0.1639106684497265,0.043059623959571934
2015,05974,30,3,0.1617105713179779,0.052351052068029584
2016,05974,40,5,0.109095826054694,0.028896132147638174
2017,05974,24,5,0.0684182028985518,0.04964084452052737
2018,05974,34,1,0.1404699236910588,0.04141056025215182
2019,05974,36,1,0.13985275611377268,0.030495059068183412
2020,05974,51,12,0.11378593596709,0.055267227951601314
2021,05974,27,2,0.1039259090169931,0.02151654437214454
2022,05974,45,5,0.0688202565127886,0.06549896154925625
2023,05974,38,9,0.0175008782366506,0.07162300331871806
2024,05974,41,15,-0.1280595796541462,0.027694610127857906
1981,05978,12,0,,
1982,05978,20,1,,
1983,05978,28,4,,
1984,05978,25,1,,
1985,05978,10,1,,
1986,05978,11,0,,
1987,05978,12,0,,
1988,05978,49,3,,
1989,05978,43,3,,0.0509950869138743
1990,05978,46,6,,0.020724307440156298
1991,05978,20,3,,0.07434698700469207
1992,05978,36,2,,0.182163337466134
1993,05978,26,9,,0.05273496987828368
1994,05978,33,4,,0.008488515627380365
1995,05978,39,12,,0.043545465524086814
1996,05978,16,0,,0.31611023093447904
1997,05978,29,5,,0.02865722097997278
1998,05978,40,6,,0.07435652348993288
1999,05978,35,3,,0.03691414594641919
2000,05978,36,2,,0.08306501470116308
2001,05978,27,8,0.1982731678390299,0.08127484903934126
2002,05978,36,12,0.024835469198543604,0.039183488262814876
2003,05978,15,2,-0.042704031450417596,0.07599989812550938
2004,05978,25,7,-0.1219163758578085,0.07452251634066072
2005,05978,25,3,0.028206728044896,0.06623174339581514
2006,05978,12,0,-0.005321527054828398,0.09675950918381299
2007,05978,48,16,0.1020725259927564,0.04256125117690135
2008,05978,44,8,-0.052995059546313394,0.06127851714502102
2009,05978,20,0,-0.037130247814872494,0.0960522787015979
2010,05978,16,5,-0.1450680824810714,0.07960692408216605
2011,05978,30,4,-0.0940394281661858,0.052867570364704033
2012,05978,28,3,-0.056142121462567904,0.056963069318583026
2013,05978,18,2,-0.2208372135736846,0.045400908504461886
2014,05978,50,8,0.177773850352443,0.05036522661919759
2015,05978,31,3,0.1093949334197559,0.059171124148464205
2016,05978,39,9,0.1343496174487252,0.0430069775357386
2020,05978,51,17,0.11997832222989199,0.05175659767779285
2023,05978,39,11,0.0410296260241597,0.08386296229315489
1981,06411,9,0,,
1982,06411,12,1,,
1983,06411,21,4,,
1984,06411,25,1,,
1985,06411,8,1,,
1986,06411,13,0,,
1987,06411,7,1,,
1988,06411,33,3,,
1989,06411,32,1,,0.08706804733727809
1990,06411,37,3,,0.08674648401261675
1991,06411,18,1,,0.18757336075826223
1992,06411,22,2,,0.3116546419622155
1993,06411,20,5,,0.15363048693328363
1994,06411,31,3,,0.04350701511840521
1995,06411,32,9,,0.12453997687594577
1996,06411,7,0,,0.38864137451307734
1997,06411,23,3,,0.13259436850026596
1998,06411,34,2,,0.18809747086905995
1999,06411,29,1,,0.0741241191510591
2000,06411,31,4,,0.13271568380450866
2001,06411,26,3,0.1711295541725924,0.09903597929981335
2002,06411,32,9,-0.0883878058783579,0.08650128869374314
2003,06411,12,1,-0.003377886461595897,0.12147274975662378
2004,06411,24,6,-0.0469163257077273,0.12173997741389046
2005,06411,23,1,0.0779145141868593,0.15880999160369436
2006,06411,14,0,0.09406105456224881,0.2863639274772168
2007,06411,43,10,0.1635326678190016,0.08581425814969026
2008,06411,29,7,-0.087507726096668,0.13911370371594453
2009,06411,10,0,-0.0324047621840305,0.24231473948569204
2010,06411,10,2,-0.1708757513753226,0.1285282858839162
2011,06411,23,4,-0.0735965355393871,0.15247747454104907
2012,06411,26,2,0.054344083693788396,0.13097495407609452
2013,06411,19,1,-0.1575059633387613,0.1036845298281092
2014,06411,44,3,0.10237736730417399,0.1188711352311129
2015,06411,19,4,-0.02450226957215379,0.1675264258740948
1981,06414,10,0,,
1982,06414,10,0,,
1983,06414,20,1,,
1984,06414,19,0,,
1985,06414,4,0,,
1986,06414,11,0,,
1987,06414,6,0,,
1988,06414,28,2,,
1989,06414,30,1,,0.08902683691097552
1990,06414,34,4,,0.055862914705998655
1991,06414,15,1,,0.0766423676012461
1992,06414,26,0,,0.24474890384719591
1993,06414,15,3,,0.17130021252004027
1994,06414,28,2,,0.03367160916795989
1995,06414,27,8,,0.0994575398447078
1996,06414,6,0,,0.4091409046606415
1997,06414,22,3,,0.092459169831796
1998,06414,32,0,,0.10598779179497367
1999,06414,27,2,,0.06554933303524853
2000,06414,30,2,,0.10024796716133495
2001,06414,25,5,0.1409347667626163,0.10187571254490498
2002,06414,30,8,-0.0418702852487209,0.08747090894229197
2003,06414,12,1,-0.0016479631081980986,0.09586465292128186
2004,06414,23,4,-0.052519466185329905,0.13313690940955608
2005,06414,21,1,0.1073912679986661,0.14891316329279156
2006,06414,15,0,0.033476299144625,0.21806556582104025
2007,06414,41,7,0.16187034125219502,0.07774669677647893
2008,06414,27,3,-0.1044915335593375,0.1337429905802264
2009,06414,10,0,-0.020349870703643302,0.14754159838522724
2010,06414,8,3,-0.2643110771190594,0.10987749998806973
2011,06414,22,3,-0.1248629237388657,0.11333830423871376
2012,06414,28,2,0.0134913538166906,0.14597091572009535
2013,06414,19,1,-0.129084541096747,0.10768981300668677
2014,06414,37,3,0.11012764085693191,0.09389510778213558
2015,06414,17,3,0.054049991860564105,0.10834507033840089
2021,06414,24,1,0.0727340512819714,0.08887736122454357
2022,06414,34,4,0.0267946151044676,0.1770821828274689
2023,06414,31,4,0.1308854030893765,0.2109148043108338
2024,06414,38,5,0.0311418163041687,0.07773125815200514
1981,06431,9,0,,
1982,06431,13,1,,
1983,06431,21,2,,
1984,06431,20,0,,
1985,06431,7,0,,
1986,06431,13,0,,
1987,06431,5,1,,
1988,06431,29,2,,
1989,06431,29,2,,0.06851109152713081
1990,06431,33,3,,0.06047461814468231
1991,06431,18,1,,0.09400069213886537
1992,06431,21,0,,0.2451273195178112
1993,06431,19,4,,0.16301805517201284
1994,06431,31,2,,0.03089124199442065
1995,06431,27,8,,0.09814952214571986
1996,06431,6,0,,0.33768255481410864
1997,06431,22,3,,0.15915534099795134
1998,06431,28,1,,0.12324179265502361
1999,06431,25,1,,0.0715951635918223
2000,06431,29,3,,0.09099604598215257
2001,06431,25,3,0.11677805779125211,0.13680885423970346
2002,06431,29,10,-0.056254861324530794,0.05938719364471237
2003,06431,11,1,-0.045822377454382696,0.09478332355818621
2004,06431,23,4,0.0110436997644276,0.12072361023068655
2005,06431,18,1,0.0809684271131211,0.13560849123578878
2006,06431,10,0,0.0394651005416084,0.24197462444173773
2007,06431,41,9,0.1904723661868822,0.05890138421902974
2008,06431,27,5,-0.1035598285606866,0.09597964883134738
2009,06431,10,0,-0.027919387408135002,0.09480378706961035
2010,06431,9,2,-0.17637703852623648,0.08840164697637165
2011,06431,20,4,-0.015765610381593898,0.07072904376155677
2012,06431,23,2,0.0032374965216685997,0.10774324704605943
2013,06431,15,1,-0.0717559275907633,0.08349926344833877
2014,06431,41,2,0.1088543082206585,0.08612903771760155
2015,06431,14,3,0.0498632238997976,0.11246846764219508
2019,06431,21,2,-0.0498962720502234,0.13400587044268264
1981,06432,9,0,,
1982,06432,12,1,,
1983,06432,21,4,,
1984,06432,25,0,,
1985,06432,8,1,,
1986,06432,13,0,,
1987,06432,7,1,,
1988,06432,32,2,,
1989,06432,32,1,,0.0847807475644014
1990,06432,37,3,,0.07067521182509742
1991,06432,18,1,,0.1514834255218612
1992,06432,21,1,,0.3028032013891055
1993,06432,20,5,,0.15075202137907462
1994,06432,31,3,,0.041522869375195115
1995,06432,32,9,,0.12077188752152433
1996,06432,7,0,,0.3796636060100167
1997,06432,23,3,,0.12578846371465108
1998,06432,34,2,,0.16879338232984703
1999,06432,29,1,,0.07214867898642609
2000,06432,31,3,,0.12619540972204973
2001,06432,26,3,0.1491002155938923,0.10412195859962671
2002,06432,32,9,-0.1005116456205041,0.0784127552140505
2003,06432,12,1,-0.0239039894864223,0.1151796248059568
2004,06432,24,5,-0.0268868187736101,0.12103667105841019
2005,06432,22,1,0.0694965447519359,0.15575729219143578
2006,06432,14,0,0.037881908238432,0.2641147484530153
2007,06432,43,9,0.2021229562566943,0.08310842134660304
2008,06432,29,6,-0.1063031384503936,0.13938177758682105
2009,06432,10,0,-0.0300619656637297,0.23282721452436
2010,06432,10,2,-0.2171279129069787,0.12402652738118798
2011,06432,23,4,-0.058196287863180596,0.13253892093713085
2012,06432,26,2,0.016512785008173998,0.12325414358874447
2013,06432,19,1,-0.0957611088912608,0.10097636501516682
2014,06432,44,2,0.1234843082166506,0.11218492754453291
2015,06432,19,4,0.0584325723785966,0.1609339730774357
2016,06432,37,6,0.056028231343895306,0.08330107235867844
2017,06432,15,4,0.0191564084453659,0.15590713149744706
2018,06432,29,2,0.1869490615659471,0.10671137620862774
2019,06432,22,1,-0.0540843309604082,0.1937194481607757
2020,06432,39,11,0.1331990587559479,0.12306437411875294
2021,06432,25,2,-0.0017706376454374,0.10839374470840181
2022,06432,33,7,0.0634191496249626,0.16903256610800746
2023,06432,30,7,0.1381981104809818,0.23582274372073223
2024,06432,39,10,-0.0207539743995514,0.07929816320935759
1981,06433,10,0,,
1982,06433,11,2,,
1983,06433,23,5,,
1984,06433,27,1,,
1985,06433,5,0,,
1986,06433,12,1,,
1987,06433,6,2,,
1988,06433,31,3,,
1989,06433,32,2,,0.13765658607426012
1990,06433,36,3,,0.11184289923602167
1991,06433,17,3,,0.13430161002969315
1992,06433,26,1,,0.27302748053462134
1993,06433,18,6,,0.2145659999215594
1994,06433,32,3,,0.06381705009957028
1995,06433,31,9,,0.15569338203827107
1996,06433,6,0,,0.5034299521480781
1997,06433,22,5,,0.18686132022863514
1998,06433,30,3,,0.20783572257180016
1999,06433,29,2,,0.1051383185356836
2000,06433,29,4,,0.15546159826349332
2001,06433,25,5,0.1358168279537777,0.14506085191928383
2002,06433,30,11,-0.0591962184392219,0.13547199898485746
2003,06433,14,3,-0.04648101074109699,0.17128367821139104
2004,06433,25,5,-0.011339849877983399,0.17647639466457432
2005,06433,23,1,0.0714300883842846,0.19561122587513102
2006,06433,15,0,0.0577452191793902,0.39257364914282955
2007,06433,43,14,0.1774925589697382,0.1505725590463102
2008,06433,28,7,-0.1104328043623997,0.18199097074685408
2009,06433,12,0,-0.0176159695476278,0.20806566187638745
2010,06433,9,4,-0.2271823023229881,0.2623580370455615
2011,06433,22,5,-0.043947384036259904,0.16367396403440188
2012,06433,27,3,0.0132839550893187,0.19703567966564967
2013,06433,21,2,-0.024676235880918204,0.1489295126381577
2014,06433,40,4,0.1069922995064789,0.15740214893685878
2015,06433,20,4,0.026216184769671205,0.17225603259166405
2016,06433,37,6,0.0435716271258347,0.1433994906080866
2017,06433,17,4,0.032935050389380396,0.22272722500820172
2018,06433,28,6,0.17456285774627098,0.14668304505894017
2019,06433,24,2,-0.053212226422043596,0.2888762527630534
2020,06433,39,11,0.1284715631762926,0.17997537610328018
2021,06433,27,6,0.0187637890765998,0.1805870935130581
2022,06433,36,9,0.0463758708932091,0.24357608266220937
2023,06433,30,6,0.1227863500343661,0.2856791792099281
2024,06433,38,17,-0.043740740664073796,0.10955564508908586
1981,06434,5,0,,
1982,06434,8,0,,
1983,06434,18,1,,
1984,06434,10,0,,
1985,06434,4,0,,
1986,06434,8,0,,
1987,06434,3,0,,
1988,06434,20,0,,
1989,06434,23,1,,0.005646973786747681
1990,06434,31,1,,0.00321557883634633
1991,06434,12,1,,0.033615735307393695
1992,06434,19,0,,0.1618893854413485
1993,06434,14,1,,0.27422822900543004
1994,06434,24,1,,1.0
1995,06434,22,2,,0.06590070138459861
1996,06434,4,0,,0.7231723773173391
1997,06434,17,2,,0.07531189048712679
1998,06434,27,0,,0.07768042480976624
1999,06434,20,0,,0.05473299357924466
2000,06434,27,1,,0.1708388674684928
2001,06434,21,1,0.1652208202360279,0.035146643381721035
2002,06434,28,4,-0.0556556834223146,0.017897686222808174
2003,06434,10,0,-0.023873351134410997,0.04467106886439478
2004,06434,20,1,0.0105494969792088,0.10218039229365052
2005,06434,21,0,0.0654766799087463,0.06924977003899621
2006,06434,7,0,-0.006688932862420401,0.18712488856815387
2007,06434,37,4,0.1757624256974486,0.01876792186442317
2008,06434,22,1,-0.0428165706823823,0.06676077059395187
2009,06434,6,0,-0.0477588182111644,0.028366793770622296
2010,06434,6,1,-0.3030361415302378,0.059042544333752056
2011,06434,17,1,-0.0792020132419327,0.0806985814462172
2012,06434,26,1,0.0378524458647883,0.1044467663471169
2013,06434,14,1,-0.21768359478533,0.04900585654463866
2014,06434,32,2,0.1673565282991341,0.04166426693310896
2015,06434,10,3,0.0989332348999483,0.08479860676034488
2017,06434,12,1,0.0951705503640716,0.05488774349719262
2018,06434,23,0,0.13351786792825698,0.061855587944017784
2019,06434,19,1,0.0657956887386444,0.08299089314940379
2020,06434,35,5,0.1816608681769391,0.10111941327386946
2021,06434,15,0,-0.08730555887479399,0.05646615410094682
2022,06434,27,2,0.0494179749745479,0.11592563725340733
2023,06434,30,0,0.1532206248795979,0.12815725465313027
2024,06434,36,3,0.0015924466458413994,0.06090354407507033
1981,06435,5,0,,
1982,06435,6,0,,
1983,06435,19,2,,
1984,06435,10,0,,
1985,06435,5,0,,
1986,06435,10,0,,
1987,06435,3,0,,
1988,06435,24,2,,
1989,06435,25,2,,0.056710402107300294
1990,06435,33,3,,0.02025504503920679
1991,06435,14,1,,0.09174135005253858
1992,06435,16,0,,0.2036616737742828
1993,06435,14,2,,0.5851312514507115
1994,06435,28,1,,0.012605646237453342
1995,06435,24,2,,0.07047925744041793
1996,06435,3,0,,1.1812579314869487
1997,06435,20,2,,0.09933246056033346
1998,06435,26,1,,0.09437280247887982
1999,06435,23,1,,0.05582321647797026
2000,06435,25,2,,0.11467661508749619
2001,06435,23,2,0.1344128172392528,0.08397093795760426
2002,06435,29,4,-0.07335465933825759,0.05826795466387994
2003,06435,7,1,-0.0913498561088064,0.08029627188098526
2004,06435,21,1,-0.022297748154672798,0.07343319613565144
2005,06435,20,0,0.09231651958824359,0.068010692427149
2006,06435,11,0,0.0373195695175966,0.36243443378119006
2007,06435,39,6,0.24392258634526992,0.058272856647799465
2008,06435,24,2,-0.0671813030513691,0.0835891795120767
2009,06435,7,0,-0.025750724602127496,0.05773907995481361
2010,06435,6,1,-0.22035583482545282,0.16884793884376492
2011,06435,16,3,-0.13318701601776808,0.09133013638654144
2012,06435,23,2,0.0191005590315985,0.11835401630523582
2013,06435,15,1,-0.12351619330360522,0.10473449292882973
2014,06435,33,3,0.1447031228400098,0.05276327083308742
2015,06435,14,3,0.0809093649528743,0.16160035448486657
2016,06435,30,3,0.0533457601527862,0.05188493573886426
2017,06435,13,3,0.0779966252129773,0.1370456657660127
2018,06435,23,0,0.15042097185410158,0.10960772208888811
2019,06435,18,1,0.028795437972430102,0.10533081230647605
1981,06436,10,0,,
1982,06436,10,1,,
1983,06436,20,1,,
1984,06436,19,0,,
1985,06436,5,0,,
1986,06436,11,0,,
1987,06436,6,1,,
1988,06436,29,2,,
1989,06436,30,1,,0.10739796368448137
1990,06436,35,4,,0.07080656939117139
1991,06436,15,2,,0.10234497691168998
1992,06436,26,0,,0.2748467506520372
1993,06436,15,3,,0.17910423921554008
1994,06436,28,2,,0.040286450996776885
1995,06436,27,9,,0.112017014030786
1996,06436,6,0,,0.4451308701045543
1997,06436,22,4,,0.11868851026511378
1998,06436,32,1,,0.12723194596205423
1999,06436,27,2,,0.08194750974985718
2000,06436,30,2,,0.11753382082305494
2001,06436,25,5,0.1196965439827201,0.10800644415958474
2002,06436,30,9,-0.0664289210707644,0.09728644215574082
2003,06436,12,1,-0.0285343274484324,0.11351841540475352
2004,06436,23,4,-0.0385801891178491,0.14103795754157836
2005,06436,22,1,0.0939101613857816,0.15881784297610085
2006,06436,15,0,0.0656518302629086,0.23177233168291564
2007,06436,42,8,0.14174446759967452,0.0934470893848152
2008,06436,27,5,-0.10571921886562341,0.1525026122061268
2009,06436,10,0,-0.027550419791855005,0.14673797387669582
2010,06436,8,3,-0.2781296504409214,0.12763872915583
2011,06436,22,4,-0.12006009059990111,0.1292473663164281
2012,06436,28,2,0.0094989805770698,0.163677258916468
2013,06436,19,1,-0.055913442266207494,0.11820403574175986
2014,06436,37,4,0.11727115007244601,0.1126623602960691
2015,06436,17,3,0.08776060055823841,0.15123963195982973
1981,06437,4,0,,
1982,06437,9,0,,
1983,06437,19,1,,
1984,06437,9,0,,
1985,06437,6,0,,
1986,06437,9,0,,
1987,06437,5,0,,
1988,06437,26,2,,
1989,06437,26,1,,0.05460377098524674
1990,06437,32,3,,0.03369871305991464
1991,06437,15,1,,0.08343313344110131
1992,06437,18,0,,0.19735777348738523
1993,06437,16,4,,0.8338197350666134
1994,06437,28,2,,0.10448894242547979
1995,06437,26,4,,0.08786491417700722
1996,06437,4,0,,2.363785308489929
1997,06437,21,2,,0.09839294540813366
1998,06437,30,0,,0.09656758124076809
1999,06437,23,1,,0.06497428013196246
2000,06437,26,3,,0.0828030871266601
2001,06437,24,2,0.18171626047944622,0.10019819190403653
2002,06437,29,5,-0.0808863828540935,0.05459212683347713
2003,06437,9,1,-0.0098355843021017,0.10025740846371142
2004,06437,21,1,0.0201379728632896,0.09627888276376563
